FIPS,County,Mobility and Infrastructure Score
13021,21,68.42506940362252
40101,101,68.41312777737501
47011,11,68.4068893992887
39009,9,68.35218129716117
46061,61,68.35197778719979
5069,69,68.33634758453336
20209,209,68.33356990163472
42121,121,68.31807667749406
48093,93,68.31606068280848
37113,113,68.29298913373336
37063,63,68.28148947833829
28003,3,68.25590504853419
48469,469,68.25562602264435
13285,285,68.25181849954855
37051,51,68.25056433994544
12055,55,68.24755757279553
18001,1,68.24618444573902
21125,125,68.23829616087359
4009,9,68.2378938154362
18151,151,68.20979144706638
31151,151,68.19759994324879
29211,211,68.189820160256
26101,101,68.18008350397564
19195,195,68.16779255337502
49057,57,68.15573347037055
48223,223,68.14512705104622
38087,87,68.14352607739647
21107,107,68.08274688789083
39077,77,68.05004489422524
42079,79,68.04689393808914
48447,447,68.04099218349494
19089,89,68.03303987581393
48267,267,68.02992673947841
19005,5,68.00106557057391
39151,151,67.99219502612058
45085,85,67.98660087631905
30099,99,67.9727255449507
21111,111,67.96925592062617
29145,145,67.96755989041844
1109,109,67.95423334551845
55023,23,67.94572563854435
27133,133,67.93604259097441
48173,173,67.9247874768615
39049,49,67.91147955614069
51003,3,67.89278332494233
40149,149,67.86902308411514
39155,155,67.85692076137985
21057,57,67.79719848435731
48393,393,67.75744959393404
46057,57,67.73237104989158
55069,69,67.7251809913226
55067,67,67.70303782496514
20207,207,67.69511510692328
31061,61,67.69372459145842
19171,171,67.65949327089952
39059,59,67.65911147520309
51001,1,67.65112294336421
30015,15,67.64181092600866
42043,43,67.63098493288598
48215,215,67.6206067920249
17127,127,67.6205532458861
20045,45,67.61933384273252
40013,13,67.61472005201017
17185,185,67.58521291660819
54033,33,67.5627521565588
18043,43,67.55843545134306
20165,165,67.5458333404855
48101,101,67.51812941122294
49013,13,67.50820784615522
49049,49,67.50094190000826
13219,219,67.49248426795857
13177,177,67.49045431851981
37165,165,67.48808019640235
48427,427,67.48305312400407
39023,23,67.48210757021141
30023,23,67.47277341562179
22015,15,67.46238662457642
16055,55,67.44715543041512
23019,19,67.44541439156887
19075,75,67.43991943699066
20005,5,67.43632188954939
17199,199,67.41998177630364
5123,123,67.4157594181852
20043,43,67.41553923065192
19073,73,67.38852293832977
37023,23,67.38401011024065
29081,81,67.3824128258737
24047,47,67.36989280149314
38043,43,67.35054121070519
21009,9,67.34646579168293
26017,17,67.33397614851636
4025,25,67.32647631673527
41055,55,67.3143262703297
22055,55,67.29742761288688
19125,125,67.28760646255397
18077,77,67.28063972123795
1125,125,67.2774691478986
19043,43,67.24074323033886
28047,47,67.23769692213857
47065,65,67.16277286108657
21207,207,67.15956171176663
19185,185,67.15934766411657
31159,159,67.14078755165832
37099,99,67.1121693821627
53019,19,67.09083222939353
48333,333,67.08521353975696
47035,35,67.07888648960892
27123,123,67.05657565940946
21161,161,67.0565417189927
8109,109,67.04034541481528
21205,205,67.04027686533163
40075,75,67.03830269656363
51650,650,66.99280204345122
13019,19,66.99126462694971
35001,1,66.98300715401922
27017,17,66.98165236836259
48149,149,66.98143996735905
40019,19,66.9772146022994
28049,49,66.97658938745452
48163,163,66.94530774196512
39167,167,66.94160752565996
26097,97,66.92450392039156
17017,17,66.92093825258836
48479,479,66.91907008578357
15007,7,66.91666679088402
36063,63,66.91099612861431
19015,15,66.9094154638033
36113,113,66.90352689119997
37089,89,66.90031928285701
50025,25,66.89581333829553
31035,35,66.8881448135205
30077,77,66.86401136905705
56045,45,66.86151573512197
55111,111,66.86088545794824
51760,760,66.86018955281014
17025,25,66.84673280026078
26165,165,66.84539518946768
48137,137,66.8351997421733
18103,103,66.80927750647696
26045,45,66.80203222119174
27005,5,66.75270464575777
39101,101,66.74215687610457
36101,101,66.73722537432185
39005,5,66.7324169324583
18069,69,66.7145083181355
21041,41,66.68408166268036
51620,620,66.67151641868341
51131,131,66.66572434059937
48063,63,66.66231098614172
16051,51,66.61400114980238
18107,107,66.5970263236849
30003,3,66.59221428256149
55019,19,66.58543278087026
48423,423,66.58146254709773
55105,105,66.58059783285108
29157,157,66.57958979732499
48335,335,66.56030181388748
47093,93,66.55845756025472
39075,75,66.5458641463119
48099,99,66.54119469139026
21155,155,66.54033680879233
28053,53,66.53358530156719
48285,285,66.51653783582556
39157,157,66.50728778349911
48129,129,66.48243150301973
22115,115,66.4805689884743
18179,179,66.47492284079964
30011,11,66.46958732614809
37011,11,66.45737467668256
16037,37,66.44908151937811
42065,65,66.42752371446412
53023,23,66.41582301048388
51165,165,66.40889975198303
50021,21,66.40022112143139
13175,175,66.37709130905006
18027,27,66.3705270675147
1033,33,66.36737061009606
50019,19,66.34705848490819
27081,81,66.34193497148705
13279,279,66.33883249760146
27131,131,66.33863362538708
26089,89,66.32696091510203
22029,29,66.32471111600523
40099,99,66.30899819225277
38025,25,66.30891991414565
17107,107,66.29523243228893
8069,69,66.2835354382954
48169,169,66.25145462882385
48411,411,66.22402062688461
48159,159,66.21827590390008
45079,79,66.21434917327502
26083,83,66.20856406519042
30045,45,66.19783527058165
46137,137,66.18664122338264
39069,69,66.16561552018814
21209,209,66.16454090604662
55129,129,66.15999848069056
13009,9,66.15539880380882
27125,125,66.15301830852391
13087,87,66.14584692412788
18019,19,66.14541678904214
31103,103,66.13961668304772
6107,107,66.1083473956931
31063,63,66.10823800803072
48151,151,66.10576202916961
48399,399,66.07823276964785
31181,181,66.07795596463059
13115,115,66.07786006835438
40093,93,66.06790321128803
13071,71,66.04528726367883
19133,133,66.03357185284813
36031,31,66.03121534756976
18071,71,66.01216773355378
27085,85,65.99721907055604
18075,75,65.98920759909461
46095,95,65.978588725747
19117,117,65.95428005299618
5147,147,65.95038688144011
39091,91,65.9484387823328
6019,19,65.9391295632621
36099,99,65.92524506945654
37195,195,65.9196254506963
49035,35,65.91582647752334
42021,21,65.89199341945375
5057,57,65.88889409417969
1045,45,65.8802256815301
27053,53,65.85023975419595
33005,5,65.84968960173103
18051,51,65.79730363552055
13051,51,65.79285347332967
1039,39,65.7600387992411
55133,133,65.73602000511436
21083,83,65.73528028844076
6021,21,65.73067851801866
42039,39,65.72990924089707
21225,225,65.72869333414648
12005,5,65.72738915199862
51089,89,65.72583318353242
38063,63,65.7247219418368
6031,31,65.70284059282379
27061,61,65.68474587965206
29047,47,65.67915066364499
6029,29,65.67752359572113
20027,27,65.67009948099688
48203,203,65.6643915172389
37031,31,65.6502108431728
49003,3,65.64208274260217
26003,3,65.62650246486464
37005,5,65.6238665180324
46101,101,65.61544655180526
46031,31,65.60160453904795
30043,43,65.58080395979916
13043,43,65.54320320816336
44005,5,65.54183127940753
45045,45,65.53830030203487
25001,1,65.53456367076268
40043,43,65.52916910504139
26111,111,65.52648080395322
6113,113,65.49370525721793
13291,291,65.48813541372212
20127,127,65.48244152121447
8041,41,65.47983596680574
55007,7,65.45463769792927
21117,117,65.44334653571768
25013,13,65.42842536472472
29029,29,65.42321189490569
48283,283,65.38420972714746
8081,81,65.37168319390005
27107,107,65.37123529768243
56035,35,65.36930355414614
48003,3,65.36084766567501
36023,23,65.36009782714792
19183,183,65.34485682865602
37127,127,65.33616781577969
17103,103,65.32850970906784
42073,73,65.29644724064921
53013,13,65.29000722024675
29121,121,65.28951629195913
17191,191,65.26812100456348
29011,11,65.26421710511563
21093,93,65.2593297399035
42087,87,65.25915091590895
36077,77,65.23771221472013
5033,33,65.21871037875255
28067,67,65.21670224086935
13241,241,65.20629872843155
20041,41,65.19841773265306
55027,27,65.1945025080578
53027,27,65.16260947463068
26075,75,65.11069836586951
19019,19,65.1044802441313
45041,41,65.10409262065107
49011,11,65.09965419470852
51005,5,65.08842868780448
39037,37,65.07274893912158
19177,177,65.06916776159234
38013,13,65.03182803600201
8055,55,65.02846913579083
5067,67,65.026819819857
39137,137,64.99530610935264
45031,31,64.96830743428882
37135,135,64.95666649917214
13147,147,64.94055891022171
48127,127,64.92362979109011
48001,1,64.91376119611289
13303,303,64.89301875834623
19099,99,64.88339027474626
39153,153,64.88320038246951
13099,99,64.88037662809126
19053,53,64.85637968719283
36009,9,64.85080857273145
21231,231,64.84036056056097
36049,49,64.82056150974232
55033,33,64.81259370693559
48103,103,64.81110110772147
35049,49,64.80372899995163
21157,157,64.78150792340213
42075,75,64.76939078026376
48489,489,64.76893386503254
37133,133,64.76043075802721
27055,55,64.75468458234766
5121,121,64.75396636564587
31115,115,64.75088227416781
39013,13,64.74051455591055
13031,31,64.72826493329916
51710,710,64.72121788059056
47071,71,64.70428670876589
27093,93,64.69754373354355
48253,253,64.68421731268455
37107,107,64.68361249102169
45083,83,64.66324456258086
22069,69,64.66016931566153
12033,33,64.65884052932033
42071,71,64.65150635561484
45073,73,64.63395620630128
8049,49,64.62302730423453
42109,109,64.61849727503835
35003,3,64.60921125616126
1031,31,64.60920112535288
17073,73,64.59862313952691
23005,5,64.59375439189226
31125,125,64.5908388995719
18099,99,64.58860135163168
34009,9,64.58223330629231
48319,319,64.57982882857169
1015,15,64.57830727937704
39051,51,64.57078374790146
22045,45,64.55191109725466
15009,9,64.51347623015668
18091,91,64.50945470892368
51155,155,64.50139939090525
48461,461,64.49507405564061
28089,89,64.46421231142163
29009,9,64.46221082470164
51103,103,64.45063274204492
37065,65,64.44984778924879
55121,121,64.41452101087188
20115,115,64.41257521044305
51199,199,64.41011136650563
33009,9,64.3929936405626
35047,47,64.37053421193659
17165,165,64.35356403574514
29065,65,64.34077485815546
24041,41,64.33640073016893
45051,51,64.3240928310281
27021,21,64.31406076517675
26131,131,64.31191597307344
30067,67,64.3094188830123
8013,13,64.2773090621269
13161,161,64.27472895189422
17139,139,64.23343235138519
36003,3,64.21772089333744
20143,143,64.21204907724906
36011,11,64.20541356150036
41031,31,64.19873375165615
5011,11,64.18406579752296
26057,57,64.17447227230222
41013,13,64.16093981213243
48025,25,64.15954911375034
22109,109,64.15611956316431
26037,37,64.1373589719449
50023,23,64.13671976006053
26005,5,64.09892734440132
29207,207,64.09235161032638
36037,37,64.09030103781778
40129,129,64.08855173595866
50027,27,64.0866397811429
39031,31,64.08563678610076
18181,181,64.08345959869354
37057,57,64.06065059052062
37153,153,64.05219387259058
23021,21,64.04907581262994
27039,39,64.03950517069329
55079,79,64.03701502007273
36043,43,64.02177432308773
21193,193,64.00880117571856
32013,13,63.99269508080814
18173,173,63.976362566022935
6103,103,63.96187098016192
48079,79,63.94313014722977
37027,27,63.94034969359909
39081,81,63.93956282109787
47097,97,63.938261981407486
29087,87,63.9363734307439
12115,115,63.91029846973335
27049,49,63.89935146763539
28027,27,63.87900986753533
29171,171,63.87568025774832
30089,89,63.86829485675646
29027,27,63.834304606013646
36093,93,63.825123514952885
26161,161,63.81344875385007
47127,127,63.80614303731523
37175,175,63.79922275649561
39123,123,63.7984892433857
1049,49,63.79005266613209
42105,105,63.78276784811712
39087,87,63.78165250749085
22033,33,63.75656577517833
17099,99,63.749014599462775
5145,145,63.74881880513759
20149,149,63.736086071612476
30081,81,63.7359328056457
51197,197,63.72557393252537
48219,219,63.6500578064185
19071,71,63.638408604549454
27075,75,63.63701388509012
29101,101,63.63612243836574
27153,153,63.634026232517606
48361,361,63.60958928822157
29163,163,63.606788528632954
42111,111,63.59376759109453
1055,55,63.53772600139019
29069,69,63.52916992755729
21239,239,63.50682105830868
31005,5,63.50231162867895
38055,55,63.48792763771787
1047,47,63.47341695048625
40053,53,63.467445967102556
53015,15,63.45336191262132
46033,33,63.44763571354475
55053,53,63.43467589341877
1093,93,63.43405113938062
17041,41,63.430743030075675
17051,51,63.42716407674101
40141,141,63.42096671196482
55057,57,63.40196507646048
56023,23,63.376282869942976
16007,7,63.36418836740104
47157,157,63.36087424093195
5077,77,63.33201480436264
22121,121,63.33005107410692
6011,11,63.32244741490687
40027,27,63.318950901605206
54081,81,63.316685737372836
54029,29,63.30627867048947
50005,5,63.30432195297848
18087,87,63.298232705259
42077,77,63.29092827571593
39085,85,63.289686568076945
48059,59,63.279176871516526
36069,69,63.278093188262915
37039,39,63.27659680335296
48193,193,63.263386672460854
47107,107,63.26245337182817
23011,11,63.24958520509944
46039,39,63.241294288880624
8043,43,63.238601560971766
42031,31,63.237280739556276
29165,165,63.223212784452606
13179,179,63.22113776781533
51173,173,63.21971009989612
51009,9,63.21616061335508
21235,235,63.21038526007543
55103,103,63.20723393507593
26135,135,63.2065720334389
29003,3,63.19243128680123
47185,185,63.18611776096249
20017,17,63.18233743069557
42055,55,63.175208880979405
51031,31,63.17479595135119
1017,17,63.174227687270445
36017,17,63.170652985287276
51700,700,63.1690657547942
45013,13,63.16102117057011
17171,171,63.13832919616548
19095,95,63.10169376838659
55089,89,63.09694001104674
5035,35,63.081774173668656
51570,570,63.080254547954965
5133,133,63.07321026666616
34001,1,63.07113881199857
54055,55,63.05599853817432
46111,111,63.05341195818691
40073,73,63.0468651326152
47033,33,63.04506362404382
17039,39,63.04301335945364
5149,149,63.04050238754808
41047,47,63.03205568239479
39061,61,63.03098170892885
13065,65,63.029093016150874
28145,145,63.012327714152136
55107,107,63.009601800843306
17067,67,62.986137884814895
1053,53,62.98249358628342
40079,79,62.96947526109954
13105,105,62.934310836602734
36035,35,62.931385537600505
23023,23,62.92873188065625
17203,203,62.925304153391984
13225,225,62.91174839819739
17015,15,62.91153830845537
51195,195,62.88730591748091
21115,115,62.88384720637201
21105,105,62.875114678714894
47171,171,62.86597024579551
48409,409,62.848810752280784
13129,129,62.839657575845564
18097,97,62.82328980388391
17157,157,62.8092803431753
55115,115,62.80851235088309
26113,113,62.792683988974694
37075,75,62.77699235783722
28073,73,62.768540012559804
16041,41,62.763365226994
55047,47,62.756876041171076
38065,65,62.736596245554985
28113,113,62.719949090763606
37019,19,62.69405883421578
37151,151,62.6833664885398
13155,155,62.68190305481334
48305,305,62.656584065673336
29189,189,62.64584970115551
37181,181,62.62658711499684
26159,159,62.61101541744502
13075,75,62.60786777391958
31163,163,62.60661823201355
55041,41,62.60044443269146
12021,21,62.58478502296374
37161,161,62.58134347074928
10001,1,62.57018993578474
8029,29,62.559411998160506
55045,45,62.54119568427573
36083,83,62.52906121689335
55101,101,62.526587965485426
29039,39,62.52617333707191
12091,91,62.51722610742574
31131,131,62.513172458260925
37043,43,62.49846172200362
48141,141,62.428003537918244
36025,25,62.41245129463147
51015,15,62.40557376335462
18183,183,62.39596575659759
41043,43,62.393021745828214
28095,95,62.389636556032244
18113,113,62.34206414595456
37193,193,62.328889001675925
16035,35,62.31928450114429
1077,77,62.3128214468356
56011,11,62.30733786370806
36123,123,62.2933382649109
55135,135,62.29170987685493
37001,1,62.29103349771542
51191,191,62.268794179383924
12023,23,62.251257382710676
38075,75,62.24780909020771
24023,23,62.24481351992435
47095,95,62.227476947832606
48391,391,62.21548390786854
16033,33,62.20785453993801
51810,810,62.20757003083644
42035,35,62.20654837650413
18129,129,62.203444035071456
26143,143,62.19650442663739
26127,127,62.1802003642726
17091,91,62.17599021847353
28117,117,62.1620584738513
37087,87,62.158936530980746
17035,35,62.14165545639527
40049,49,62.11769529344616
40089,89,62.10371601616834
37045,45,62.0993007150727
27037,37,62.087853221677015
48419,419,62.060547203126404
56009,9,62.06045705894526
5037,37,62.05566423632276
42015,15,62.02799315195381
45019,19,62.021336608865084
51735,735,61.98706458203264
53039,39,61.973303395913106
26031,31,61.96441685924287
21037,37,61.96440789618928
28099,99,61.95714139281162
26133,133,61.9557790474395
29095,95,61.93123472988052
29227,227,61.92149948140463
51740,740,61.86950731703879
8033,33,61.83792046416675
37171,171,61.83748393659661
37159,159,61.8311558944735
48417,417,61.82413256030572
39119,119,61.82325326069643
30057,57,61.807432916540186
42011,11,61.77041864645335
6053,53,61.76884897198194
21171,171,61.766324330692704
28059,59,61.76145402886195
17079,79,61.75643666870766
29075,75,61.75516757691837
25015,15,61.7498931534634
55127,127,61.71104248561169
5021,21,61.70916366474154
41067,67,61.70444989560936
13047,47,61.678863535496745
47037,37,61.67267199070173
25011,11,61.66228261417183
40015,15,61.65097058045822
31023,23,61.64851740725437
48181,181,61.630915829503174
23009,9,61.6258203990091
48471,471,61.62531936107484
17047,47,61.62172696843984
48495,495,61.62141352688762
13189,189,61.608301114311814
39029,29,61.60260844726282
13061,61,61.58298404339555
37041,41,61.551768211997334
27079,79,61.53190061213179
51017,17,61.53029548544021
13281,281,61.521055375154646
53031,31,61.48180823578506
51730,730,61.44652000615526
12015,15,61.43850534208345
51147,147,61.42862826549277
36041,41,61.414823777237494
21001,1,61.40022780508364
18049,49,61.38312814177329
44003,3,61.31854193747196
16071,71,61.316303348212166
13005,5,61.31372451923024
29510,510,61.31249309945657
45021,21,61.29787114298018
13039,39,61.27608145177188
29035,35,61.273683163207146
48481,481,61.26831332055309
6057,57,61.26514467398104
49051,51,61.25266152033628
42117,117,61.23163538022157
35006,6,61.22760535276895
40029,29,61.221693063833904
23015,15,61.21589321173925
18145,145,61.190396806339265
18131,131,61.189218754081764
48293,293,61.169485226460694
13001,1,61.14991637471723
39017,17,61.13979047794961
1095,95,61.11227680306504
19097,97,61.0941049482639
37139,139,61.09156288076986
5013,13,61.08979503853249
18041,41,61.08622573254967
48359,359,61.08330384185329
53011,11,61.07915957274959
55055,55,61.077421534601115
26141,141,61.07437564439997
22049,49,61.04786536569631
40017,17,61.029156837350804
17075,75,61.02659768568947
13271,271,61.020213034369185
49037,37,61.00637807277269
49023,23,60.99464218371976
18135,135,60.961604389882204
51149,149,60.94903310745576
13287,287,60.923951978148224
39141,141,60.92174611485967
48125,125,60.906176790643194
42097,97,60.87429896623831
45007,7,60.87068703227187
39007,7,60.869568400003594
12009,9,60.86596432211526
44007,7,60.85794148567516
40077,77,60.851314940124645
29083,83,60.849461472472974
37097,97,60.846429408836286
17141,141,60.83428900528186
49043,43,60.8195620166119
20019,19,60.81492208711875
36107,107,60.79344927135259
1103,103,60.79165303137566
31093,93,60.78563849727576
31177,177,60.7609772502286
28139,139,60.75283065604506
20015,15,60.746695621977956
10003,3,60.74540680717115
40035,35,60.7306879522339
47059,59,60.7229693513618
13201,201,60.67816477915719
28085,85,60.66935268352028
26019,19,60.662299916793586
1073,73,60.66193924851676
42033,33,60.64666685517863
18123,123,60.64309286453617
48321,321,60.61422205008532
21015,15,60.60710011323715
47125,125,60.548867792313345
28017,17,60.53828565904179
48229,229,60.52065603393463
40021,21,60.51524236450111
13107,107,60.495588936099324
36053,53,60.488169611164544
27029,29,60.46542485528278
18009,9,60.44159558360237
21089,89,60.4392921161909
21091,91,60.416030651393214
26059,59,60.41208513203794
34011,11,60.39895159230587
47019,19,60.39092416641232
39093,93,60.37976547700688
32005,5,60.37710560638283
21007,7,60.375213651706005
39159,159,60.37472669700952
23001,1,60.36784366975233
31097,97,60.36107178027144
6105,105,60.36031949468052
29129,129,60.33341768113544
54009,9,60.327902815612475
29149,149,60.318079293690964
41051,51,60.31120393610097
48425,425,60.28946151064076
55065,65,60.28160865951554
47177,177,60.27705936731718
48073,73,60.27398485437114
36057,57,60.270088914868595
17155,155,60.26918343518163
21143,143,60.26269656224565
17053,53,60.250554685370176
35021,21,60.23840681098138
31051,51,60.200089286192814
13109,109,60.19280489573268
53057,57,60.18794438111911
28055,55,60.1865908377304
13239,239,60.17710632732977
47105,105,60.17330610147936
53043,43,60.16859475819758
51095,95,60.15590458572486
8023,23,60.14779898462352
28125,125,60.14327182024157
29041,41,60.130364306434615
35055,55,60.097656645235666
40095,95,60.09611510579704
17023,23,60.08547857268746
27089,89,60.07470539963855
40023,23,60.047537104864354
37111,111,60.04297318613011
6047,47,60.01229030622547
39035,35,60.012205227025575
4019,19,59.998873035704705
12029,29,59.998761460165184
39145,145,59.97897756268292
12103,103,59.96636014134531
42063,63,59.958030057115906
39065,65,59.94645077910656
23007,7,59.94288721133525
1005,5,59.94104874673462
26107,107,59.93618896839779
16027,27,59.923301044698604
47053,53,59.92153718396611
48431,431,59.91638206324873
37125,125,59.89224962944364
40133,133,59.86351118714926
6109,109,59.83434455123453
27001,1,59.83254540813282
22071,71,59.81162716833999
21071,71,59.801771982039455
47031,31,59.78203677837054
26009,9,59.776801168749714
48065,65,59.77301714333133
17145,145,59.77173875414129
21121,121,59.759116543970116
20103,103,59.75336774711787
47051,51,59.73080539699017
54057,57,59.7228633190913
28141,141,59.70876430585442
26129,129,59.69769380452179
13137,137,59.69543171873221
37091,91,59.69512414271282
48255,255,59.68794290221725
13209,209,59.67056447887054
55061,61,59.66510324150539
29187,187,59.64818283052421
21169,169,59.638132041292145
48413,413,59.63777082610837
54049,49,59.63526358606589
54023,23,59.62606775742631
13243,243,59.610581365109674
48363,363,59.5270431179638
50009,9,59.52186578038944
31021,21,59.500650970650895
29103,103,59.48540364516622
32027,27,59.46549986816036
8021,21,59.46496331716915
18117,117,59.463591270522464
51185,185,59.449070664070014
42133,133,59.447625370160665
17021,21,59.417736647200016
1121,121,59.4167010215058
18065,65,59.41331665900393
30061,61,59.40545833144856
4017,17,59.40522049834725
17163,163,59.401705906448896
53067,67,59.40060306309244
29109,109,59.388902067890456
17135,135,59.38764314618778
1113,113,59.37566954144899
48089,89,59.375298965942534
47001,1,59.373326269451645
10005,5,59.353967432657974
17173,173,59.35302531356127
26027,27,59.33919995224572
33017,17,59.32991886394987
19115,115,59.31440354385275
37083,83,59.311821159283184
39165,165,59.30961656259336
29053,53,59.29702699410158
33003,3,59.26480621135003
45003,3,59.228525397713774
30065,65,59.22816884694292
55011,11,59.222258414086106
19023,23,59.173066562407904
18159,159,59.13371740145327
19039,39,59.13074241084843
36075,75,59.12448816441677
37003,3,59.11074976577434
37013,13,59.08890104410007
6055,55,59.083669889807545
21033,33,59.082020012655676
21151,151,59.050761657911224
6111,111,59.0186587760552
17189,189,59.018621262063554
21177,177,59.00665467682479
17147,147,59.000747650735995
21095,95,58.98795105457779
29215,215,58.97954997031461
1097,97,58.92508143780817
18165,165,58.915227971428784
17149,149,58.8812429340831
37059,59,58.84085439783132
40125,125,58.797568774502174
48349,349,58.79121412536371
36091,91,58.76919231773082
22051,51,58.7519860908578
13253,253,58.74376892672757
18079,79,58.73376436926896
39053,53,58.717358087003824
55131,131,58.71532073618144
20095,95,58.680750245119604
47003,3,58.678294967906076
50001,1,58.655557260593525
5095,95,58.65018956172923
18011,11,58.63517977276963
22047,47,58.63446981244319
28121,121,58.63282410398219
35045,45,58.630757238258624
41053,53,58.623460856112686
28143,143,58.62143424487692
13235,235,58.61903235953909
54097,97,58.61364584054334
17005,5,58.612566306918154
27163,163,58.59676401053684
48123,123,58.59435878613702
51081,81,58.588799965688345
39125,125,58.57659971009088
6101,101,58.57095175299477
37155,155,58.56725942686262
51023,23,58.56500880143975
39027,27,58.54861161539705
47073,73,58.54113137319965
48453,453,58.537749398275
12031,31,58.53329100754231
24029,29,58.52241349013936
33001,1,58.50868020098142
45071,71,58.50838649867312
27139,139,58.50520560921583
5111,111,58.497268479867394
20073,73,58.49489137586298
6097,97,58.4787885737845
21113,113,58.47821567672632
42053,53,58.473035371909866
1099,99,58.465920437560506
20059,59,58.45920044511179
37183,183,58.39907141713081
42095,95,58.39858937077482
55123,123,58.39824227162996
29043,43,58.395592206035765
13165,165,58.39177663306082
19051,51,58.37875717149898
28115,115,58.334574651985335
47009,9,58.33124150602937
13205,205,58.31418640774718
1013,13,58.305786136290294
13305,305,58.282830395921394
47143,143,58.268615418689784
12045,45,58.25324170163873
33013,13,58.24345363904392
17055,55,58.23420083767882
48225,225,58.223100172671415
18143,143,58.21626980227783
42007,7,58.215265600661326
21219,219,58.18854053762992
48083,83,58.17853928034581
48177,177,58.13995421688819
17193,193,58.130817403812465
27157,157,58.129500670970415
54031,31,58.099563942837506
28159,159,58.094663814159986
47099,99,58.061296311408896
53041,41,58.05922399093632
48161,161,58.030475140402
21013,13,58.01256060021177
41069,69,58.00328326216216
48029,29,57.99469236017797
21189,189,57.9901613813534
32003,3,57.979137061305096
18093,93,57.96375181951097
51670,670,57.962916969194225
34033,33,57.961369062273505
13133,133,57.95065341504591
13229,229,57.926749493910364
54051,51,57.9086970909621
36117,117,57.902964679700716
44009,9,57.87491279490536
17119,119,57.86151712046351
33019,19,57.85109029859466
51117,117,57.77647110176335
16017,17,57.7727504056872
26049,49,57.76831987038838
32023,23,57.76720100340687
5127,127,57.7656270137845
29137,137,57.75914240660459
45069,69,57.738871113071355
13027,27,57.735217103590685
28097,97,57.730886691600816
8091,91,57.72328069425131
8025,25,57.72198606241608
1075,75,57.70591555808444
48313,313,57.68602699033676
37119,119,57.67713467987282
47155,155,57.65586478309746
1003,3,57.652739187635824
40085,85,57.63155220714482
15001,1,57.598849245299945
22057,57,57.58095630723311
22119,119,57.57348089157469
1087,87,57.5710274542774
42009,9,57.55779579133168
28007,7,57.54016394662217
29111,111,57.53948258683219
44001,1,57.524756630016505
42131,131,57.50708407832885
48107,107,57.481330319626466
12127,127,57.46744465789779
17071,71,57.45520073524478
21085,85,57.452730899087236
51085,85,57.438824546219436
45025,25,57.427398210090544
13093,93,57.423373782195696
1059,59,57.4221401339032
22123,123,57.417651986520646
13073,73,57.417309223699085
13213,213,57.41031561412843
48403,403,57.40273751038203
5039,39,57.371826709456485
21195,195,57.354624555175306
49033,33,57.346133147163926
36021,21,57.34453712034521
21017,17,57.331787099472066
26119,119,57.33087243929044
54025,25,57.316834727844665
39047,47,57.310602589872836
20085,85,57.298337619653175
39083,83,57.29817003778014
12083,83,57.29441643285974
37121,121,57.29148211339192
13003,3,57.27725850364435
45077,77,57.27023078507148
24019,19,57.25369272598102
51550,550,57.22696126838229
17037,37,57.21669709698772
42107,107,57.19099638757403
18095,95,57.189098883602504
51083,83,57.183806696807835
13267,267,57.165003326640104
47017,17,57.135843785976256
18139,139,57.1108362531064
12081,81,57.10634966053668
31165,165,57.095273756406286
22107,107,57.092233722718476
23025,25,57.06258775878038
24043,43,57.05802674275591
36111,111,57.05453125664616
27019,19,57.053883142906436
36051,51,57.02640150591094
28103,103,57.02138651096285
5045,45,57.00242188435277
13293,293,56.97635526378123
29135,135,56.97082931810116
22127,127,56.96436214293683
12079,79,56.95584807242824
48095,95,56.95140975971871
48343,343,56.945484921146225
29186,186,56.9349975343179
48401,401,56.93338877273655
48281,281,56.927288243821785
48077,77,56.925441443439674
21141,141,56.92438880529412
1123,123,56.92408858193049
54045,45,56.91324306568567
55049,49,56.91311452188169
34021,21,56.90283761415715
48241,241,56.901591688331244
48237,237,56.88385403521996
45059,59,56.86706108235242
22041,41,56.85164398003826
19181,181,56.83740617368209
39079,79,56.836995857593706
55059,59,56.82514907122803
51163,163,56.8232540839007
40063,63,56.81583047981215
26115,115,56.77383509412552
48011,11,56.76087982374776
48081,81,56.73867725282587
17059,59,56.73344935825397
45063,63,56.72401958058613
37105,105,56.719126782501895
18161,161,56.71668628581577
18015,15,56.714076329195876
47039,39,56.70522875036678
8031,31,56.69258208929604
47049,49,56.690739654276015
12047,47,56.68761330550709
12017,17,56.667597439618
36097,97,56.66102558496821
18007,7,56.621253400467175
48097,97,56.61759647343778
37009,9,56.61322508447313
18063,63,56.599507655777956
29197,197,56.576707001523815
55013,13,56.56959023249423
5089,89,56.56050405824963
48249,249,56.555679191219795
13131,131,56.548074067768425
17027,27,56.51386008839534
23027,27,56.50864048104708
5075,75,56.488920465084256
42051,51,56.48860033783693
36105,105,56.475082165189775
6099,99,56.47285591336184
47005,5,56.47208171861537
29033,33,56.462249573266256
31113,113,56.45449161038065
21167,167,56.44412273598384
33011,11,56.434095918573256
18081,81,56.43094312923411
13055,55,56.42387580295571
28013,13,56.423422329861125
39021,21,56.420448416892334
39121,121,56.40785518845176
51143,143,56.390260925091305
21173,173,56.35811283598993
19011,11,56.35588156122149
26163,163,56.334961120260196
55091,91,56.32021259374047
13119,119,56.30880365180649
40113,113,56.298559414162696
19105,105,56.2979219800287
