FIPS,County,broadband_access_raw,population_density_2010,long_commute_shorter,mean_commute_time_lower
1067,67,0.8001196888,42.67800916666667,99.598,72.72656083333334
1069,69,0.8534087974,1019.9770526363636,99.753,79.18375104545456
1071,71,0.8686868687,145.4346778909091,99.6,71.82589809090909
1073,73,0.8851776238,2005.5156798711655,99.664,74.55788578527607
1075,75,0.7242831362,24.232802000000003,99.626,74.53401099999999
1077,77,0.817185445,931.611715909091,99.666,76.09287663636363
1079,79,0.7443895017,71.48311266666667,99.462,70.65252922222221
1081,81,0.8693482868,1440.3451812222222,99.731,79.0105665925926
1083,83,0.8915819195,426.239251375,99.573,72.943979375
1085,85,0.6462388849,16.0582375,99.372,62.5479965
1087,87,0.7586351559,384.8769656916666,99.625,74.27698175
1089,89,0.9130664927,1593.7759040547946,99.731,78.54091405479451
1091,91,0.7646749836,37.67443995,99.618,71.42895250000001
1093,93,0.7657715652,45.299227,99.695,75.92387725
1095,95,0.8942246197,312.7522460555556,99.654,74.69879094444444
1097,97,0.8388481499,1970.4541276842103,99.635,74.78657216666667
1099,99,0.6875338021,30.26717785714286,99.679,73.19398785714286
1101,101,0.8895412238,1862.9129224,99.777,78.33471129230769
1103,103,0.8317607483,1105.0955924074074,99.633,76.19209377777777
1105,105,0.7145539906,15.184425966666666,99.548,65.20034
1107,107,0.7553987907,25.7580578,99.401,68.9103494
1109,109,0.8047600159,106.2876295,99.792,75.12432725
1111,111,0.8067272926,47.51461016666667,99.573,68.27372966666667
1113,113,0.7745543222,1104.2708685384616,99.662,74.27094830769231
1115,115,0.9033268556,246.53234330769232,99.435,66.57285084615384
1117,117,0.9355726228,869.5811053833332,99.486,69.86241091666668
1119,119,0.7655823715,14.583279525,99.563,72.14719675
1121,121,0.8606220925,431.65644990909095,99.636,74.41967022727273
1123,123,0.8204012569,101.6234554,99.619,73.338053
1125,125,0.8747150271,1576.1385186595744,99.714,77.83242740425533
1127,127,0.8172523447,144.76339661111112,99.545,65.08419555555557
1129,129,0.7941176471,17.63748934,99.45,64.811947
1131,131,0.7303005686,15.1663309,99.469,65.451911
1133,133,0.7780874786,56.61248071428572,99.559,72.21987028571428
2013,13,0.5801603206,0.44987479,100.0,92.1669874
2016,16,0.7748208802,2.1866198050000003,99.992,90.61056925
2020,20,0.9428375422,3846.983954447273,99.852,79.40931198181818
2050,50,0.8064792963,9.434397537333334,99.994,90.83986273333333
2060,60,0.8056537102,1.9787911,99.963,88.34317300000001
2068,68,0.818011257,0.14319983,99.745,83.319662
2070,70,0.8011569053,7.593779254999999,99.995,89.0918427
2090,90,0.9058215391,1289.6077250105263,99.819,81.4031012631579
2100,100,0.8120133482,1.0816872,99.889,86.214457
2105,105,0.6540130152,34.333833615,99.796,83.2535245
2110,110,0.9332470696,608.8443618666666,99.924,83.00726766666666
2122,122,0.8686302401,81.98555654015384,99.796,78.30043976923076
2130,130,0.9005515033,529.032945475,99.933,83.65091975
2150,150,0.9175347222,566.228656572,99.976,88.34973736
2158,158,0.8064516129,,100.0,
2164,164,0.7422360248,0.068958201,99.974,91.177104
2170,170,0.9207953228,282.7821174608333,99.578,62.26160120833333
2180,180,0.8348887294,2.68461912,100.0,92.42536285
2185,185,0.7074829932,14.638671156333332,99.928,92.83393526666667
2188,188,0.882773803,6.3185685,100.0,90.72048995
2195,195,0.86656558,1.1624074,100.0,87.532855
2198,198,0.7751277683,7.467671575,99.885,81.0682845
2220,220,0.8972309449,404.41871195,99.981,86.823536
2230,230,0.8957871397,2.1400542,99.997,90.3381376
2240,240,0.7914322804,0.42125657,99.891,84.259662
2261,261,,0.5277730233333333,,86.57605333333333
2270,270,,0.43667296,,92.7703404
2275,275,0.8881578947,0.93213296,99.977,87.723342
2282,282,0.8212560386,0.086542092,100.0,89.032846
2290,290,0.5334484247,0.03867867425,99.898,89.661974425
4001,1,0.5330984882,65.79246846250001,99.55,72.3206423125
4003,3,0.8613202314,1000.0279698125,99.746,78.58783865625
4005,5,0.8305432311,1073.6012158528572,99.845,78.85830617857142
4007,7,0.8069496409,179.41369555,99.78,77.616035875
4009,9,0.8407704655,635.9001965444445,99.758,76.69762855555555
4011,11,0.868757259,10.717280733333332,99.793,77.35911166666666
4012,12,0.7570608754,231.52674468888893,99.852,81.729989
4013,13,0.9206471059,4440.827014181714,99.622,71.49590807244786
4015,15,0.8672638521,1184.7753313302326,99.82,78.53654793023256
4017,17,0.7134359603,137.35730042903225,99.66,74.60492958064516
4019,19,0.9090552597,3061.455650039834,99.66,74.32872899585062
4021,21,0.917159161,1372.392359992,99.456,69.51910008
4023,23,0.8426498573,878.53330904,99.755,78.6824312
4025,25,0.9036179982,732.3768558071429,99.726,76.79368676190475
4027,27,0.8649597545,2477.039741408364,99.772,78.95336819056604
5001,1,0.809625019,146.6040956625,99.78,81.138998
5003,3,0.7967773302,92.19692322857144,99.727,78.701559
5005,5,0.8549950749,255.9930966666667,99.859,81.34002777777778
5007,7,0.9301921666,922.7406253265306,99.765,79.1694199387755
5009,9,0.8783482143,320.21913685714287,99.78,79.79466942857144
5011,11,0.7761111111,40.40445964,99.697,76.3650462
5013,13,0.803030303,8.5704155,99.694,73.663149
5015,15,0.8565640194,82.2156878,99.741,79.1796406
5017,17,0.7757080888,82.560256,99.721,80.45024775
5019,19,0.8055726034,475.7293612,99.74,79.4091196
5021,21,0.7871157619,127.21563616666668,99.624,77.41629683333333
5023,23,0.8278829604,114.55698371428572,99.6,70.70414585714286
5025,25,0.7905477981,14.664469,99.47,67.1059295
5027,27,0.7875852171,345.27980740000004,99.738,80.0298494
5029,29,0.7959773576,69.78354533333334,99.57,74.22833283333334
5031,31,0.8743224854,1061.2473187647058,99.833,80.52300347058824
5033,33,0.8521353397,513.7021538181818,99.731,75.21492309090908
5035,35,0.8409313993,1494.48756779,99.676,76.27577565
5037,37,0.816370325,208.8843931,99.682,74.93806683333334
5039,39,0.7204123711,67.93048186666667,99.643,73.56537133333333
5041,41,0.7433684211,33.88206874,99.786,79.55667199999999
5043,43,0.7925471159,82.85403812,99.758,78.1815582
5045,45,0.926820284,943.56037596,99.598,73.63968468
5047,47,0.7646118058,45.44148166666667,99.612,72.18754633333333
5049,49,0.6909317804,20.1261705,99.567,72.704237
5051,51,0.8317033042,743.4988905,99.75,77.92411365
5053,53,0.8552120776,93.98344175,99.452,66.8115425
5055,55,0.8552382015,438.9752666666666,99.7,79.78297355555556
5057,57,0.7621411323,246.0767026,99.682,78.6369672
5059,59,0.7758036526,240.675651,99.538,71.87772185714286
5061,61,0.7707486941,210.4365221333333,99.722,79.87337466666666
5063,63,0.7468825353,131.674655375,99.822,78.88876575
5065,65,0.7063855182,26.941985,99.579,72.99359075
5067,67,0.7732195602,97.8866516,99.706,76.7206794
5069,69,0.7850743815,1104.0825205125,99.762,77.27589445833334
5071,71,0.7016024684,136.56399633333334,99.819,79.31062866666667
5073,73,0.6700468019,18.96556725,99.53,72.4617005
5075,75,0.8215006991,144.74079736666667,99.566,75.29085266666667
5077,77,0.8084059069,84.7284375,99.705,75.02770825
5079,79,0.6273450824,74.032875,99.606,74.03958075
5081,81,0.7872651357,29.536675,99.507,73.73809575
5083,83,0.7884252711,138.03318099999998,99.598,73.52710733333333
5085,85,0.8828054787,392.906261375,99.521,71.51749112499999
5087,87,0.8865381602,39.33308875,99.473,65.00224825000001
5089,89,0.8625274123,39.0357645,99.608,73.108728
5091,91,0.8203666238,1301.9470599166666,99.754,79.6011585
5093,93,0.8273844353,302.06318358333334,99.746,79.84261975
5095,95,0.7548776162,18.897872066666665,99.575,77.26207733333334
5097,97,0.7689232409,13.762775833333334,99.504,70.72293733333333
5099,99,0.6863609641,17.175264833333333,99.59,72.40732666666668
5101,101,0.7845195146,12.39804495,99.377,63.397358
5103,103,0.8023282887,288.3162693333333,99.793,77.63795833333333
5105,105,0.79609375,23.693052466666668,99.409,63.032593
5107,107,0.7920375465,223.98924956666667,99.801,78.43591766666667
5109,109,0.7776699029,19.999208666666664,99.566,72.48017566666667
5111,111,0.7960358764,212.9897319714286,99.586,76.34709014285714
5113,113,0.786276002,61.273816333333336,99.813,78.40935616666667
5115,115,0.8327586923,487.96765905454544,99.782,78.49998672727273
5117,117,0.724317694,13.611039333333332,99.57,72.057389
5119,119,0.8755879211,1930.4886261421052,99.792,77.60136312631579
5121,121,0.7687738651,165.62608175,99.686,77.429352
5123,123,0.811699023,273.99276783333335,99.747,76.63236583333334
5125,125,0.878037468,572.5898062380953,99.574,71.46326057142858
5127,127,0.7501909855,90.67168006666668,99.61,75.06777433333333
5129,129,0.74836173,14.0102306,99.577,67.71244433333334
5131,131,0.8379049489,1756.8533261153848,99.821,80.16705303846155
5133,133,0.7867298578,236.2506625,99.673,76.45742125
5135,135,0.7414096916,53.863161000000005,99.622,72.562065
5137,137,0.7033454252,22.65215033333333,99.579,72.77967033333333
5139,139,0.813553719,412.8125612,99.775,80.8881594
5141,141,0.7932536894,40.3617644,99.608,68.1457832
5143,143,0.8906218903,1473.22341659375,99.764,78.489886
5145,145,0.8558300225,312.9252133076923,99.69,75.67495792307692
5147,147,0.6236832546,12.291656499999998,99.659,80.8729535
5149,149,0.7802061344,94.76931881666668,99.679,76.17910383333333
6001,1,0.93499259,10187.868634880557,99.532,67.24391598333332
6003,3,0.8689217759,1.5914251,99.392,81.072649
6005,5,0.8794970746,111.16165555555555,99.546,70.5928378888889
6007,7,0.9073774971,2133.910012627451,99.759,78.00505711764706
6009,9,0.8555623848,65.53238164,99.484,67.1698333
6011,11,0.8293597643,29.32588568,99.647,77.3374108
6013,13,0.9530269979,4883.488351850242,99.49,63.397085821256034
6015,15,0.9025049371,1057.9227616,99.876,82.82514499999999
6017,17,0.9236387168,969.238328685,99.607,68.96319109523809
6019,19,0.871521559,4147.243936499498,99.74,76.50619651256281
6021,21,0.9045375397,383.0747410166667,99.678,77.42780816666667
6023,23,0.9045883596,1231.4511757966668,99.814,80.55996666666667
6025,25,0.8817869134,3007.878338294516,99.762,78.38727716129031
6027,27,0.8273381295,327.414690465,99.81,83.30962266666667
6029,29,0.8978700571,3580.0884666172187,99.746,75.5896775472973
6031,31,0.8777894641,2636.8546842185187,99.685,78.12556764
6033,33,0.8496813837,663.2138017133333,99.571,70.85882219999999
6035,35,0.872406181,191.43812783777776,99.837,78.14649777777778
6037,37,0.9168578519,13089.723405784856,99.511,68.66806045032257
6039,39,0.900613304,2277.1285220913046,99.575,72.57230826086956
6041,41,0.9508241199,5920.490821272728,99.587,65.70809463636363
6043,43,0.8415169661,18.0005034,99.576,68.469187
6045,45,0.8704657217,684.73254172,99.739,78.7504469
6047,47,0.8809290231,2503.7168755204084,99.646,75.01325630612244
6049,49,0.8268995098,83.38304205,99.733,84.098910025
6051,51,0.9108857091,43.0880329,99.833,79.73278433333333
6053,53,0.9309861715,5749.452504551613,99.679,75.70659323586956
6055,55,0.9302901556,3486.9369957675,99.651,73.91297455
6057,57,0.9175602417,473.192869295,99.689,73.14321895
6059,59,0.9437530591,8188.233879991409,99.599,71.02519638659794
6061,61,0.9356268739,2427.6782422857145,99.612,72.21397577380952
6063,63,0.834761018,20.975476371428574,99.737,77.85861614285714
6065,65,0.9272192004,3847.608834328477,99.511,68.38087403973509
6067,67,0.9327887115,5284.207574388644,99.613,73.32981050473185
6069,69,0.9429859322,2911.6097109727275,99.487,65.32920581818182
6071,71,0.9214840031,4603.788591582494,99.551,68.23896595912807
6073,73,0.9424368567,7066.995082485487,99.627,73.012660930622
6075,75,0.9231380119,29373.325344387755,99.524,67.24934412307692
6077,77,0.9128112921,5184.239260164749,99.585,70.565611676259
6079,79,0.9243138011,2157.6960866679246,99.759,78.75542145283019
6081,81,0.9523681663,8330.915059980893,99.614,71.39652490384616
6083,83,0.9212271751,5598.880209174506,99.786,79.16015950561797
6085,85,0.9509234232,8251.388910181451,99.613,71.98805828225807
6087,87,0.9354412478,4037.203843576923,99.623,70.46322773076923
6089,89,0.8952191737,1225.5749450291669,99.847,78.88758233333333
6091,91,0.7404643449,3.3990269,99.591,70.610222
6093,93,0.8634368223,156.73092662142858,99.763,80.69652802142858
6095,95,0.9314826701,4681.548407811458,99.552,67.0376672
6097,97,0.9402513412,3233.9114209909094,99.679,72.01026974747475
6099,99,0.9099837354,4415.172402351063,99.629,73.20575280851064
6101,101,0.8846269555,2407.960652914286,99.653,73.44125923809524
6103,103,0.8612085134,424.1929570909091,99.669,76.7571950909091
6105,105,0.7924809231,4.95235802,99.65,75.0687246
6107,107,0.8784377508,2819.2347567987176,99.718,77.08212135064935
6109,109,0.8818448858,1377.0720753818182,99.679,73.0274593
6111,111,0.930942833,5019.130421078382,99.679,73.16405620809249
6113,113,0.9173669102,4700.102994195122,99.691,78.04467453658536
6115,115,0.9148344796,1727.5736652857142,99.518,72.09816642857143
8001,1,0.9212927921,4454.814888257732,99.518,70.71628761458334
8003,3,0.897108067,268.24107025,99.888,83.82576525
8005,5,0.9420969711,4984.326560068027,99.596,72.20667019047619
8007,7,0.8929539295,50.558078775,99.804,77.993714
8009,9,0.8229755179,2.426278845,99.865,84.584095
8011,11,0.8336,4.2958341,99.697,80.719891
8013,13,0.9495600089,3475.038960886765,99.695,76.13886604411765
8014,14,0.9598331231,2768.745353888889,99.588,70.983727
8015,15,0.8648178358,361.93711452,99.813,83.251686
8017,17,0.8881491345,1.0324607,99.799,85.817434
8019,19,0.9206560284,105.05521566666664,99.48,68.17383333333333
8021,21,0.8039845758,10.2279228,99.598,76.486764
8023,23,0.834815756,2.8694277,99.617,75.9431795
8025,25,0.8102025506,7.3950272,99.562,76.54717099999999
8027,27,0.8043300654,5.760704,99.411,72.973263
8029,29,0.798940544,59.86384514285714,99.656,76.59805585714287
8031,31,0.9221125196,7099.445307736111,99.632,74.07858528368794
8033,33,0.7439418417,1.934303,99.723,73.558784
8035,35,0.9766252847,2385.1874213,99.588,68.39046862295082
8037,37,0.9505523409,120.64959065714288,99.73,77.03100135714286
8039,39,0.9421145283,54.05702464285714,99.255,56.41044900000001
8041,41,0.9442604194,3334.542263248461,99.709,76.52935324615385
8043,43,0.8427239333,1019.815268,99.727,74.00231
8045,45,0.9219799749,198.30787793636364,99.553,69.02216563636364
8047,47,0.8940182055,36.2985,99.476,62.823494
8049,49,0.9275541796,13.5151412,99.677,76.21103033333333
8051,51,0.9330633936,277.7802230475,99.735,79.01256225
8053,53,0.9365750529,0.75453055,99.964,82.490086
8055,55,0.7771509168,40.12601605,99.678,77.8865955
8057,57,0.832807571,0.86384094,99.947,85.027734
8059,59,0.944123884,3466.2197959782607,99.589,70.77381447445256
8061,61,0.8449477352,0.79082823,99.781,81.730194
8063,63,0.8874399451,3.821631066666667,99.84,83.874761
8065,65,0.8942210206,169.59255085,99.61,59.209873
8067,67,0.8820258621,503.5418933,99.723,78.7270923
8069,69,0.9270770794,2714.209608958904,99.704,77.3579332739726
8071,71,0.8536039397,274.54194965,99.801,79.50926566666666
8073,73,0.7736040609,5.1094139,99.74,80.3561515
8075,75,0.8553019146,149.3655385333333,99.864,81.67388733333334
8077,77,0.919143729,2071.165982148276,99.891,81.01116431034484
8079,79,0.9193548387,0.81309539,99.826,82.848648
8081,81,0.8589477654,708.318667505,99.769,73.69130275
8083,83,0.8207054512,225.2229073428572,99.798,77.51748185714285
8085,85,0.8489930972,560.10730794,99.819,77.7715743
8087,87,0.9081845373,747.63834525,99.76,79.48881225
8089,89,0.8537223603,432.1541472,99.801,79.577657
8091,91,0.9200477327,8.1906519,99.583,74.630875
8093,93,0.9125133183,16.123614,99.315,54.5940748
8095,95,0.8154922001,6.2885752,99.807,84.20103900000001
8097,97,0.9241501495,137.68530185,99.704,81.9651475
8099,99,0.8345749343,659.6512868,99.876,83.36626
8101,101,0.8651203256,2606.7758114654544,99.764,77.68023333962265
8103,103,0.9439505218,2.1103016,99.824,82.1683575
8105,105,0.8072337043,257.0055304,99.768,80.168824
8107,107,0.9191072606,65.4331644875,99.743,78.397446625
8109,109,0.856792395,4.3948066,99.676,78.90955650000001
8111,111,0.8342541436,1.8039268,99.86,81.441177
8113,113,0.883941971,53.776116775,99.777,78.747133
8115,115,0.865,4.3409162,99.75,83.051664
8117,117,0.9710051025,55.694523,99.774,82.794543
8119,119,0.9221540922,172.87485555,99.469,70.05366583333334
8121,121,0.8666666667,2.3915464,99.741,78.5625545
8123,123,0.9187961906,2089.110590487013,99.563,74.82029475324676
8125,125,0.8961334344,4.3605149,99.808,84.054064
9001,1,,5136.887872,,70.39408696190476
9003,3,,4261.775080084822,,76.63938342342342
9005,5,,910.8990779607844,,72.44510492156863
9007,7,,1511.8663727777778,,74.45347247222222
9009,9,,4278.766361375661,,75.7881414973545
9011,11,,1643.608174476923,,76.67589413846154
9013,13,,1339.8028386551723,,73.02032810714286
9015,15,,1033.0812598,,72.5154974
10001,1,0.9042582045,1017.3872733125,99.651,76.19619790625
10003,3,0.923473713,4624.197001538461,99.676,74.6634657364341
10005,5,0.8995281602,428.5693131509434,99.612,75.05747150943395
11001,1,0.9016780903,16133.188992201116,99.513,67.00548423033709
12001,1,0.8771458466,2413.132785357143,99.752,78.01662021428572
12003,3,0.8842654239,107.78387025,99.465,65.8706615
12005,5,0.9152237316,1528.169821116279,99.66,78.50944669767442
12007,7,0.8812609842,144.5079735,99.491,70.09979775
12009,9,0.9206912569,2208.3150521486723,99.657,74.77916280357144
12011,11,0.9094561846,5896.226530660435,99.545,71.24882441828255
12013,13,0.8534054054,32.05551,99.48,69.96287833333334
12015,15,0.9088765794,1369.053225026316,99.647,75.50829368421053
12017,17,0.8929570594,552.3462743333333,99.616,72.74961937037037
12019,19,0.9440047947,1318.81343554,99.431,64.88699126666667
12021,21,0.9174659812,2288.6392801643838,99.654,76.39814602739726
12023,23,0.8681886228,362.2603126666666,99.689,74.37617225
12027,27,0.818426043,326.9214487777778,99.586,69.7578971111111
12029,29,0.7363784666,48.0192198,99.771,70.020474
12031,31,0.8991210424,2918.39426583237,99.651,73.54192938150288
12033,33,0.8996663861,1875.027468140845,99.701,76.09508507042253
12035,35,0.8594520439,1204.3850848,99.582,73.67533055
12037,37,0.8790158601,36.94514025,99.804,79.41900100000001
12039,39,0.7492872308,116.03324344444444,99.449,68.76719266666667
12041,41,0.8092000579,53.920224600000005,99.496,66.0050222
12043,43,0.7839912281,17.005307333333334,99.544,72.55041466666667
12045,45,0.8713793103,35.43255733333333,99.626,73.65133399999999
12047,47,0.7706422018,26.730998,99.602,74.31023133333333
12049,49,0.8121011291,76.09100600000001,99.615,71.87421483333334
12051,51,0.8298909925,295.1481701666667,99.59,71.91110283333333
12053,53,0.9106575288,1313.875235659091,99.552,69.76673975
12055,55,0.8467448795,618.6965314248148,99.757,76.68877742307693
12057,57,0.931233092,3200.4502717428527,99.53,72.58081558227848
12059,59,0.7597008607,50.05251749999999,99.446,66.90678324999999
12061,61,0.8843164085,1291.3453692,99.734,79.00920531034483
12063,63,0.8047892945,76.83697063636363,99.534,74.42989263636363
12065,65,0.7383259912,40.638718,99.423,69.49905633333333
12067,67,0.855288278,27.1173135,99.459,74.8448755
12069,69,0.9130641986,1010.7405857321428,99.504,72.02915410714286
12071,71,0.9127439078,1729.2750905602409,99.556,73.30625655333334
12073,73,0.9070131678,2485.534663794117,99.781,77.26720241176471
12075,75,0.7728081887,64.1854549,99.489,69.54307266666666
12077,77,0.7928739233,11.17170515,99.446,64.3533095
12079,79,0.7299426934,74.732522,99.606,74.747213
12081,81,0.9078063429,2592.840358384616,99.585,75.0385824871795
12083,83,0.902919973,798.3747230634921,99.626,72.83002381967214
12085,85,0.9096431731,1713.7596999411765,99.574,74.11044488235294
12086,86,0.8697032043,10624.377170887645,99.477,68.53085905490195
12087,87,0.8804215998,1983.0933575089332,99.787,80.39558479333334
12089,89,0.9435086062,479.2086613333333,99.456,70.93654383333333
12091,91,0.9201288589,2074.5699040731706,99.64,76.85355902439024
12093,93,0.8300520182,372.9459685818181,99.64,71.35164063636364
12095,95,0.9298182183,3617.434499262136,99.545,72.07241302427184
12097,97,0.9175655616,1979.3543837487805,99.377,70.48874651219512
12099,99,0.9013186434,3854.917993988273,99.616,73.35894968768768
12101,101,0.8979900809,2067.891237526316,99.482,68.50860221804511
12103,103,0.8940228049,4314.38041897541,99.656,75.04789933606557
12105,105,0.8820826842,1456.7414049932468,99.554,73.22914503896104
12107,107,0.8408809135,277.9179621764706,99.524,69.627029125
12109,109,0.9420088765,1152.0424542820513,99.563,72.78856943589744
12111,111,0.9128760255,1873.7685375454544,99.55,72.76350572093023
12113,113,0.9288421053,789.4957813599999,99.486,70.48709524
12115,115,0.9173637368,2504.6192101382976,99.66,77.31598161702128
12117,117,0.938941509,2895.1632044186044,99.585,71.64801916279069
12119,119,0.9060814747,851.7401093347369,99.596,72.00884522222222
12121,121,0.8512237425,71.57283942857143,99.595,71.54366614285715
12123,123,0.8127063796,79.01184500000001,99.789,78.5872705
12125,125,0.8971851145,63.485747,99.449,70.10329833333333
12127,127,0.897782608,2013.682490318584,99.62,73.70414115044248
12129,129,0.8949700501,92.0087605,99.404,64.001338
12131,131,0.9037937475,186.8271177272727,99.588,68.44738345454546
12133,133,0.8400129282,65.23042485714286,99.372,70.390589
13001,1,0.7218985363,64.75195972,99.708,73.8627702
13003,3,0.7870805895,22.774816666666663,99.607,74.43180466666666
13005,5,0.8168452529,51.143214,99.644,75.91767066666667
13007,7,0.578994614,9.95814485,99.598,70.1774835
13009,9,0.8689891135,654.3265462222222,99.652,79.33315366666666
13011,11,0.8445557684,80.93621250000001,99.46,68.41259775
13013,13,0.926536782,550.9989722222222,99.413,65.09856688888888
13015,15,0.845577854,418.8572997333333,99.556,67.97520253333333
13017,17,0.7236805362,286.7514632,99.809,79.9993916
13019,19,0.8038075861,47.490489333333336,99.744,76.40315566666666
13021,21,0.8533201521,1696.5224323636364,99.761,76.97617420454546
13023,23,0.7179547046,85.48033733333334,99.528,73.41231033333334
13025,25,0.7555653193,43.978417666666665,99.445,64.96978633333333
13027,27,0.7062062062,41.42906000000001,99.624,74.8164936
13029,29,0.9178307313,317.206856,99.366,67.143193
13031,31,0.8609129343,842.1365760833334,99.687,76.75834833333334
13033,33,0.8284049687,31.370331116666662,99.518,69.53269766666666
13035,35,0.858073363,143.66467033333333,99.522,67.31065033333334
13037,37,0.7692307692,27.1515185,99.598,71.6007055
13039,39,0.8956906393,292.0585426,99.626,76.03505799999999
13043,43,0.8075543868,44.806846666666665,99.741,75.293286
13045,45,0.8839855039,431.5139740588235,99.58,70.02816894117647
13047,47,0.8827422625,750.3326818181818,99.662,75.07837127272727
13049,49,0.8186490455,14.58771825,99.626,63.1953065
13051,51,0.9148447262,2974.7462789063384,99.714,76.71557620289855
13053,53,0.8418555614,532.8789308600001,99.903,84.095785
13055,55,0.8283745351,147.18060549999998,99.611,73.21337966666667
13057,57,0.949330186,1190.1471626923076,99.448,63.53532030769231
13059,59,0.9146618415,2258.9676200000004,99.802,80.58603386666667
13061,61,0.7557251908,16.291246,99.721,73.331186
13063,63,0.8998447352,2548.8680892,99.462,68.6135732244898
13065,65,0.7198380567,10.69050125,99.638,78.4783725
13067,67,0.9586108176,2540.81699125,99.498,66.76848081666667
13069,69,0.8268050659,152.69738144444443,99.871,78.190484
13071,71,0.8107931219,414.4864202,99.711,77.1176164
13073,73,0.9072442064,1300.48811455,99.629,72.9363267
13075,75,0.7615056144,78.17649,99.63,78.11961375
13077,77,0.9193705914,557.91935545,99.52,68.51995085
13079,79,0.7665148064,42.34183433333333,99.387,66.12821566666668
13081,81,0.7322370073,196.81585733333333,99.852,79.7831805
13083,83,0.8455810942,95.9878085,99.547,71.4588325
13085,85,0.9180191811,165.274448,99.458,64.40536
13087,87,0.7207370632,144.98988828571427,99.778,75.00918614285715
13089,89,0.9225238073,3634.241682689656,99.501,67.14235373611112
13091,91,0.7213459516,50.44868283333333,99.625,72.00930866666667
13093,93,0.662158714,37.05711566666667,99.589,76.48285866666667
13095,95,0.8034130688,1379.5394202592593,99.837,80.1541071111111
13097,97,0.9299752625,1036.2987735,99.451,65.38344409999999
13099,99,0.6084590651,24.137374,99.764,75.5484834
13101,101,0.6807278743,16.67407535,99.521,72.3847845
13103,103,0.8189768627,183.4557552,99.461,67.3442209
13105,105,0.7708914494,212.7275812,99.65,77.4806646
13107,107,0.826902141,38.948079166666666,99.649,74.92263533333333
13109,109,0.7881836945,68.65479266666667,99.628,75.949512
13111,111,0.8831969017,90.4759548,99.713,67.8254956
13113,113,0.9482470402,759.104187,99.469,67.47696744999999
13115,115,0.8701755342,762.8354448,99.721,76.28787205
13117,117,0.9724183278,987.9739835555556,99.523,64.80543973333333
13119,119,0.7997492592,104.4159682,99.619,73.0152402
13121,121,0.9244764532,3857.630561127451,99.603,69.2017893331683
13123,123,0.8841579448,98.150742,99.595,67.56688
13125,125,0.6266794626,21.44149,99.401,65.176613
13127,127,0.8530252708,900.2814771333334,99.809,79.8930112
13129,129,0.8199222686,426.2076553333333,99.674,75.982437
13131,131,0.8314305569,81.090858,99.626,72.61214283333334
13133,133,0.8474381851,57.90492242857143,99.629,73.494919
13135,135,0.9322104246,2737.8607736283184,99.456,65.84429331858408
13137,137,0.8776171486,238.724262625,99.62,75.127101875
13139,139,0.9313107784,862.6881266666667,99.619,71.56858963888888
13141,141,0.595371669,19.047076,99.484,65.877758
13143,143,0.838748914,115.2764236,99.55,67.1290456
13145,145,0.865078737,76.9920062,99.614,69.7090216
13147,147,0.8435929052,106.47186940000002,99.661,77.97115600000001
13149,149,0.7438968217,41.380453,99.351,61.64067933333333
13151,151,0.9241047125,944.9740704,99.465,65.42398304
13153,153,0.9185623733,1440.8465652608695,99.72,78.49391347826086
