STCOFIPS,POPULATION,RISK_SCORE,RESL_SCORE,SOVI_SCORE,EAL_SCORE,CFLD_RISKS,DRGT_RISKS,HWAV_RISKS,WFIR_RISKS,HRCN_RISKS,IFLD_RISKS,WNTW_RISKS
01001,58764,57.56997455470738,55.1208651399491,38.04071247,59.870049504950494,,45.64249363867685,85.90237636480411,45.73791348600509,72.090112640801,65.52162849872774,9.038828771483132
01003,231365,96.72391857506362,93.00254452926208,44.24300254,96.62747524752477,85.8,74.52290076335878,92.1965317919075,90.77608142493636,99.24906132665832,92.20737913486005,59.3252705283259
01005,25160,48.1234096692112,11.16412213740458,96.3740458,30.538366336633665,,70.0381679389313,69.46050096339114,48.854961832061065,79.9749687108886,50.76335877862596,11.807765754296623
01007,22239,39.12213740458015,22.169211195928753,75.25445293,31.002475247524753,,33.87404580152672,59.69813744380218,48.66412213740458,50.06257822277848,48.918575063613225,6.938255887969447
01009,58992,68.4796437659033,15.648854961832065,69.33842239,62.34529702970298,,55.18447837150128,69.49261400128452,65.04452926208651,62.99541093032958,69.46564885496184,20.878421387651176
01011,10326,25.254452926208653,33.14249363867685,97.55089059,13.551980198019804,,90.99872773536897,49.96788696210662,46.087786259541986,76.17855652899458,20.165394402035624,3.755569700827498
01013,19015,45.16539440203562,50.03180661577608,91.76208651,32.42574257425743,,37.086513994910945,56.1014771997431,31.075063613231553,85.85732165206508,36.1323155216285,6.651814131126671
01015,116250,88.45419847328245,48.44147582697201,81.48854962,84.77722772277228,,61.25954198473281,78.3558124598587,81.52035623409668,73.9674593241552,89.53562340966921,29.853596435391474
01017,34738,47.23282442748092,41.4440203562341,79.42111959,38.70668316831683,,38.708651399491096,82.7874116891458,51.653944020356235,70.17104714226116,57.474554707379134,8.752387014640355
01019,24933,63.32697201017812,16.125954198473284,81.80661578,53.1559405940594,,89.79007633587787,44.637122671804754,68.22519083969466,62.91197329995828,70.41984732824427,24.3475493316359
01021,44999,54.70737913486005,21.43765903307888,52.60814249,53.125,,41.348600508905854,68.11175337186897,63.26335877862596,58.072590738423024,60.17811704834607,9.007001909611713
01023,12632,70.61068702290076,12.786259541984732,79.70737913,61.726485148514854,,31.743002544529265,46.0179833012203,52.44910941475827,89.31998331247392,73.53689567430025,23.96562698917887
01025,23038,53.40330788804071,35.846055979643765,74.10941476,46.132425742574256,22.2,27.067430025445297,66.21708413615927,43.92493638676845,89.61201501877348,40.394402035623415,27.625716104392104
