State,County,Year,Population,Violent Crime,Property Crime,Violent Crime Rate,Property Crime Rate
Oklahoma,Cotton,2022,5472.0,11.0,49.0,201.02,895.47
Oklahoma,Creek,2022,72691.0,29.0,292.0,39.89,401.7
Oklahoma,Garfield,2022,61970.0,14.0,78.0,22.59,125.87
Oklahoma,Grady,2022,56737.0,28.0,223.0,49.35,393.04
Oklahoma,Lincoln,2022,34198.0,84.0,234.0,245.63,684.25
Oklahoma,Logan,2022,52035.0,35.0,333.0,67.26,639.95
Oklahoma,McClain,2022,45423.0,21.0,185.0,46.23,407.28
Oklahoma,Oklahoma,2022,805035.0,29.0,148.0,3.6,18.38
Oklahoma,Okmulgee,2022,36939.0,24.0,174.0,64.97,471.05
Oklahoma,Osage,2022,45877.0,45.0,408.0,98.09,889.33
Oklahoma,Pawnee,2022,15679.0,12.0,78.0,76.54,497.48
Oklahoma,Rogers,2022,99095.0,61.0,410.0,61.56,413.74
Oklahoma,Sequoyah,2022,39769.0,63.0,218.0,158.41,548.17
Oklahoma,Tulsa,2022,679125.0,178.0,726.0,26.21,106.9
Oklahoma,Wagoner,2022,86766.0,98.0,386.0,112.95,444.87
Oklahoma,Adair,2022,19484.0,36.0,141.0,184.77,723.67
Oklahoma,Alfalfa,2022,5691.0,5.0,39.0,87.86,685.29
Oklahoma,Atoka,2022,14293.0,8.0,77.0,55.97,538.73
Oklahoma,Beaver,2022,5031.0,0.0,28.0,0.0,556.55
Oklahoma,Beckham,2022,21956.0,5.0,46.0,22.77,209.51
Oklahoma,Blaine,2022,8452.0,17.0,74.0,201.14,875.53
Oklahoma,Bryan,2022,48218.0,55.0,353.0,114.07,732.09
Oklahoma,Caddo,2022,26277.0,16.0,140.0,60.89,532.79
Oklahoma,Carter,2022,48485.0,13.0,134.0,26.81,276.37
Oklahoma,Cherokee,2022,48009.0,49.0,371.0,102.06,772.77
Oklahoma,Choctaw,2022,14409.0,29.0,107.0,201.26,742.59
Oklahoma,Cimarron,2022,2226.0,0.0,10.0,0.0,449.24
Oklahoma,Coal,2022,5311.0,4.0,8.0,75.32,150.63
Oklahoma,Craig,2022,14164.0,21.0,126.0,148.26,889.58
Oklahoma,Custer,2022,28060.0,10.0,70.0,35.64,249.47
Oklahoma,Delaware,2022,41474.0,56.0,264.0,135.02,636.54
Oklahoma,Dewey,2022,4394.0,8.0,48.0,182.07,1092.4
Oklahoma,Ellis,2022,3687.0,3.0,32.0,81.37,867.91
Oklahoma,Garvin,2022,25796.0,40.0,165.0,155.06,639.63
Oklahoma,Grant,2022,4132.0,1.0,38.0,24.2,919.65
Oklahoma,Greer,2022,5548.0,5.0,8.0,90.12,144.2
Oklahoma,Harmon,2022,2425.0,1.0,4.0,41.24,164.95
Oklahoma,Harper,2022,3166.0,1.0,12.0,31.59,379.03
Oklahoma,Haskell,2022,11639.0,7.0,71.0,60.14,610.02
Oklahoma,Hughes,2022,13420.0,13.0,121.0,96.87,901.64
Oklahoma,Jackson,2022,24615.0,7.0,24.0,28.44,97.5
Oklahoma,Jefferson,2022,5412.0,7.0,17.0,129.34,314.12
Oklahoma,Johnston,2022,10311.0,23.0,53.0,223.06,514.01
Oklahoma,Kay,2022,43764.0,28.0,102.0,63.98,233.07
Oklahoma,Kingfisher,2022,15281.0,2.0,63.0,13.09,412.28
Oklahoma,Kiowa,2022,8442.0,2.0,7.0,23.69,82.92
Oklahoma,Latimer,2022,9573.0,15.0,62.0,156.69,647.65
Oklahoma,Le Flore,2022,49004.0,41.0,216.0,83.67,440.78
Oklahoma,Love,2022,10196.0,11.0,73.0,107.89,715.97
Oklahoma,Major,2022,7551.0,9.0,34.0,119.19,450.27
Oklahoma,Marshall,2022,15932.0,32.0,161.0,200.85,1010.54
Oklahoma,Mayes,2022,39574.0,48.0,431.0,121.29,1089.1
Oklahoma,McCurtain,2022,30877.0,45.0,263.0,145.74,851.77
Oklahoma,McIntosh,2022,19399.0,23.0,156.0,118.56,804.17
Oklahoma,Murray,2022,13693.0,4.0,34.0,29.21,248.3
Oklahoma,Muskogee,2022,66247.0,69.0,204.0,104.16,307.94
Oklahoma,Noble,2022,10870.0,13.0,101.0,119.6,929.16
Oklahoma,Nowata,2022,9443.0,7.0,73.0,74.13,773.06
Oklahoma,Okfuskee,2022,11206.0,5.0,73.0,44.62,651.44
Oklahoma,Ottawa,2022,30369.0,49.0,235.0,161.35,773.82
Oklahoma,Payne,2022,82904.0,34.0,265.0,41.01,319.65
Oklahoma,Pittsburg,2022,43555.0,41.0,317.0,94.13,727.82
Oklahoma,Pontotoc,2022,38061.0,13.0,74.0,34.16,194.42
Oklahoma,Pottawatomie,2022,73373.0,79.0,406.0,107.67,553.34
Oklahoma,Pushmataha,2022,10724.0,14.0,60.0,130.55,559.49
Oklahoma,Roger Mills,2022,3364.0,3.0,31.0,89.18,921.52
Oklahoma,Seminole,2022,23477.0,22.0,239.0,93.71,1018.02
Oklahoma,Stephens,2022,43699.0,40.0,95.0,91.54,217.4
Oklahoma,Texas,2022,20616.0,8.0,79.0,38.8,383.2
Oklahoma,Tillman,2022,6975.0,15.0,15.0,215.05,215.05
Oklahoma,Washington,2022,53275.0,27.0,87.0,50.68,163.3
Oklahoma,Washita,2022,10718.0,6.0,45.0,55.98,419.85
Oklahoma,Woods,2022,8596.0,5.0,30.0,58.17,349.0
Oklahoma,Woodward,2022,20028.0,7.0,59.0,34.95,294.59
Oregon,Benton,2022,97281.0,24.0,177.0,24.67,181.95
Oregon,Clackamas,2022,423098.0,549.0,5966.0,129.76,1410.08
Oregon,Columbia,2022,53543.0,46.0,99.0,85.91,184.9
Oregon,Deschutes,2022,206421.0,77.0,549.0,37.3,265.96
Oregon,Jackson,2022,222097.0,161.0,1101.0,72.49,495.73
Oregon,Josephine,2022,87793.0,170.0,380.0,193.64,432.84
Oregon,Linn,2022,130555.0,79.0,950.0,60.51,727.66
Oregon,Marion,2022,348364.0,152.0,2134.0,43.63,612.58
Oregon,Multnomah,2022,796165.0,240.0,1670.0,30.14,209.76
Oregon,Polk,2022,89923.0,54.0,280.0,60.05,311.38
Oregon,Washington,2022,600063.0,504.0,2811.0,83.99,468.45
Oregon,Yamhill,2022,107681.0,49.0,326.0,45.5,302.75
Oregon,Baker,2022,16925.0,3.0,56.0,17.73,330.87
Oregon,Clatsop,2022,41597.0,21.0,171.0,50.48,411.09
Oregon,Crook,2022,26393.0,35.0,59.0,132.61,223.54
Oregon,Douglas,2022,112247.0,129.0,846.0,114.93,753.69
Oregon,Gilliam,2022,2012.0,0.0,47.0,0.0,2335.98
Oregon,Hood River,2022,24017.0,27.0,182.0,112.42,757.8
Oregon,Jefferson,2022,25317.0,13.0,117.0,51.35,462.14
Oregon,Klamath,2022,70450.0,113.0,538.0,160.4,763.66
Oregon,Lincoln,2022,50747.0,57.0,233.0,112.32,459.14
Oregon,Malheur,2022,31840.0,20.0,149.0,62.81,467.96
Oregon,Morrow,2022,12272.0,23.0,140.0,187.42,1140.81
Oregon,Sherman,2022,1961.0,2.0,32.0,101.99,1631.82
Oregon,Tillamook,2022,27513.0,36.0,240.0,130.85,872.31
Oregon,Umatilla,2022,79792.0,41.0,482.0,51.38,604.07
Oregon,Union,2022,26157.0,18.0,163.0,68.82,623.16
Oregon,Wallowa,2022,7639.0,0.0,32.0,0.0,418.9
Oregon,Wasco,2022,26522.0,36.0,92.0,135.74,346.88
Oregon,Allegheny County Police Department,2022,,370.0,147.0,,
Oregon,Franklin,2022,,0.0,0.0,,
Oregon,Northumberland,2022,,0.0,0.0,,
South Carolina,Anderson,2022,210142.0,691.0,3963.0,328.83,1885.87
South Carolina,Beaufort,2022,196266.0,590.0,1952.0,300.61,994.57
South Carolina,Berkeley,2022,245656.0,475.0,2228.0,193.36,906.96
South Carolina,Calhoun,2022,14197.0,48.0,289.0,338.1,2035.64
South Carolina,Charleston,2022,420325.0,258.0,1178.0,61.38,280.26
South Carolina,Chester,2022,31986.0,111.0,359.0,347.03,1122.37
South Carolina,Clarendon,2022,30965.0,117.0,741.0,377.85,2393.02
South Carolina,Darlington,2022,62504.0,406.0,1528.0,649.56,2444.64
South Carolina,Dorchester,2022,166125.0,201.0,1288.0,120.99,775.32
South Carolina,Edgefield,2022,27273.0,13.0,111.0,47.67,407.0
South Carolina,Fairfield,2022,20455.0,193.0,347.0,943.53,1696.41
South Carolina,Florence,2022,136895.0,511.0,2236.0,373.28,1633.37
South Carolina,Greenville,2022,548763.0,1693.0,6628.0,308.51,1207.81
South Carolina,Horry,2022,383626.0,1.0,1.0,0.26,0.26
South Carolina,Horry County Police Department,2022,383626.0,809.0,4533.0,210.88,1181.62
South Carolina,Jasper,2022,32068.0,146.0,456.0,455.28,1421.98
South Carolina,Kershaw,2022,67989.0,217.0,947.0,319.17,1392.87
South Carolina,Lancaster,2022,104629.0,322.0,1406.0,307.75,1343.8
South Carolina,Laurens,2022,68150.0,185.0,932.0,271.46,1367.57
South Carolina,Lexington,2022,305297.0,721.0,4746.0,236.16,1554.55
South Carolina,Pickens,2022,134421.0,171.0,876.0,127.21,651.68
South Carolina,Richland,2022,421786.0,2041.0,7451.0,483.89,1766.54
South Carolina,Saluda,2022,19102.0,26.0,102.0,136.11,533.98
South Carolina,Spartanburg,2022,346466.0,1213.0,4307.0,350.11,1243.12
South Carolina,Sumter,2022,103890.0,513.0,1423.0,493.79,1369.72
South Carolina,York,2022,293579.0,345.0,2149.0,117.52,732.0
South Carolina,Abbeville,2022,24413.0,84.0,322.0,344.08,1318.97
South Carolina,Bamberg,2022,12947.0,32.0,109.0,247.16,841.89
South Carolina,Barnwell,2022,20445.0,72.0,230.0,352.16,1124.97
South Carolina,Cherokee,2022,56235.0,153.0,784.0,272.07,1394.15
South Carolina,Chesterfield,2022,43645.0,202.0,707.0,462.83,1619.89
South Carolina,Colleton,2022,38650.0,196.0,614.0,507.12,1588.62
South Carolina,Dillon,2022,27763.0,280.0,473.0,1008.54,1703.71
South Carolina,Georgetown,2022,64762.0,168.0,724.0,259.41,1117.94
South Carolina,Greenwood,2022,69301.0,113.0,775.0,163.06,1118.31
South Carolina,Hampton,2022,18138.0,81.0,194.0,446.58,1069.58
South Carolina,Lee,2022,16121.0,84.0,291.0,521.06,1805.1
South Carolina,Marion,2022,28513.0,92.0,308.0,322.66,1080.21
South Carolina,Marlboro,2022,25952.0,129.0,424.0,497.07,1633.79
South Carolina,McCormick,2022,9715.0,9.0,20.0,92.64,205.87
South Carolina,Newberry,2022,38342.0,75.0,276.0,195.61,719.84
South Carolina,Oconee,2022,80280.0,195.0,1434.0,242.9,1786.25
South Carolina,Orangeburg,2022,83183.0,895.0,2031.0,1075.94,2441.6
South Carolina,Union,2022,26788.0,56.0,424.0,209.05,1582.8
South Carolina,Williamsburg,2022,30154.0,100.0,206.0,331.63,683.16
South Dakota,Lincoln,2022,70957.0,20.0,224.0,28.19,315.68
South Dakota,McCook,2022,5797.0,5.0,22.0,86.25,379.51
South Dakota,Meade,2022,30663.0,17.0,152.0,55.44,495.71
South Dakota,Minnehaha,2022,203516.0,56.0,260.0,27.52,127.75
South Dakota,Pennington,2022,114307.0,114.0,316.0,99.73,276.45
South Dakota,Turner,2022,8924.0,9.0,23.0,100.85,257.73
South Dakota,Union,2022,17079.0,3.0,45.0,17.57,263.48
South Dakota,Bennett,2022,3337.0,2.0,4.0,59.93,119.87
South Dakota,Bon Homme,2022,7089.0,1.0,2.0,14.11,28.21
South Dakota,Brookings,2022,35385.0,8.0,18.0,22.61,50.87
South Dakota,Brown,2022,37945.0,17.0,32.0,44.8,84.33
South Dakota,Charles Mix,2022,9221.0,8.0,30.0,86.76,325.34
South Dakota,Clay,2022,15268.0,3.0,35.0,19.65,229.24
South Dakota,Codington,2022,28756.0,5.0,29.0,17.39,100.85
South Dakota,Corson,2022,3809.0,12.0,19.0,315.04,498.82
South Dakota,Davison,2022,20022.0,2.0,10.0,9.99,49.95
South Dakota,Day,2022,5480.0,7.0,13.0,127.74,237.23
South Dakota,Hamlin,2022,6413.0,3.0,24.0,46.78,374.24
South Dakota,Hughes,2022,17664.0,4.0,13.0,22.64,73.6
South Dakota,Hutchinson,2022,7378.0,0.0,5.0,0.0,67.77
South Dakota,Lake,2022,10947.0,5.0,31.0,45.67,283.18
South Dakota,Lawrence,2022,27221.0,7.0,30.0,25.72,110.21
South Dakota,Lyman,2022,3691.0,3.0,20.0,81.28,541.86
South Dakota,McPherson,2022,2400.0,0.0,17.0,0.0,708.33
South Dakota,Moody,2022,6383.0,6.0,5.0,94.0,78.33
South Dakota,Spink,2022,6237.0,4.0,21.0,64.13,336.7
South Dakota,Yankton,2022,23418.0,17.0,60.0,72.59,256.21
Tennessee,Anderson,2022,79042.0,141.0,345.0,178.39,436.48
Tennessee,Blount,2022,139838.0,283.0,676.0,202.38,483.42
Tennessee,Bradley,2022,110790.0,167.0,568.0,150.74,512.68
Tennessee,Campbell,2022,39576.0,53.0,224.0,133.92,566.0
Tennessee,Cannon,2022,14781.0,1.0,22.0,6.77,148.84
Tennessee,Carter,2022,56528.0,53.0,374.0,93.76,661.62
Tennessee,Cheatham,2022,41723.0,74.0,229.0,177.36,548.86
Tennessee,Chester,2022,17577.0,19.0,40.0,108.1,227.57
Tennessee,Crockett,2022,13873.0,15.0,89.0,108.12,641.53
Tennessee,Dickson,2022,55777.0,110.0,216.0,197.21,387.26
Tennessee,Fayette,2022,43294.0,70.0,148.0,161.69,341.85
Tennessee,Gibson,2022,50891.0,40.0,141.0,78.6,277.06
Tennessee,Grainger,2022,24208.0,25.0,136.0,103.27,561.8
Tennessee,Hamblen,2022,65303.0,123.0,345.0,188.35,528.31
Tennessee,Hamilton,2022,375738.0,243.0,849.0,64.67,225.96
Tennessee,Hartsville/Trousdale,2022,12089.0,29.0,123.0,239.89,1017.45
Tennessee,Hawkins,2022,57919.0,48.0,385.0,82.87,664.72
Tennessee,Jefferson,2022,56695.0,92.0,353.0,162.27,622.63
Tennessee,Knox,2022,495827.0,633.0,2695.0,127.67,543.54
Tennessee,Loudon,2022,58286.0,62.0,268.0,106.37,459.8
Tennessee,Macon,2022,26222.0,72.0,37.0,274.58,141.1
Tennessee,Madison,2022,99283.0,81.0,173.0,81.58,174.25
Tennessee,Marion,2022,29061.0,55.0,175.0,189.26,602.18
Tennessee,Maury,2022,108048.0,119.0,357.0,110.14,330.41
Tennessee,Montgomery,2022,235141.0,67.0,418.0,28.49,177.77
Tennessee,Morgan,2022,21184.0,11.0,140.0,51.93,660.88
Tennessee,Polk,2022,17776.0,33.0,268.0,185.64,1507.65
Tennessee,Roane,2022,55279.0,50.0,240.0,90.45,434.16
Tennessee,Robertson,2022,75402.0,55.0,200.0,72.94,265.24
Tennessee,Rutherford,2022,362373.0,286.0,595.0,78.92,164.2
Tennessee,Sequatchie,2022,16917.0,35.0,116.0,206.89,685.7
Tennessee,Shelby,2022,919092.0,684.0,2476.0,74.42,269.4
Tennessee,Smith,2022,20471.0,25.0,108.0,122.12,527.58
Tennessee,Stewart,2022,14011.0,22.0,72.0,157.02,513.88
Tennessee,Sullivan,2022,160899.0,313.0,751.0,194.53,466.75
Tennessee,Sumner,2022,204002.0,127.0,294.0,62.25,144.12
Tennessee,Tipton,2022,61606.0,84.0,292.0,136.35,473.98
Tennessee,Unicoi,2022,17607.0,38.0,47.0,215.82,266.94
Tennessee,Union,2022,20483.0,39.0,196.0,190.4,956.89
Tennessee,Washington,2022,136273.0,150.0,639.0,110.07,468.91
Tennessee,Williamson,2022,261335.0,135.0,283.0,51.66,108.29
Tennessee,Wilson,2022,158979.0,68.0,402.0,42.77,252.86
Tennessee,Bedford,2022,52045.0,73.0,213.0,140.26,409.26
Tennessee,Benton,2022,15982.0,41.0,138.0,256.54,863.47
Tennessee,Bledsoe,2022,14755.0,14.0,102.0,94.88,691.29
Tennessee,Carroll,2022,28428.0,30.0,82.0,105.53,288.45
Tennessee,Clay,2022,7621.0,3.0,22.0,39.36,288.68
Tennessee,Cocke,2022,36804.0,117.0,410.0,317.9,1114.01
Tennessee,Coffee,2022,59660.0,94.0,330.0,157.56,553.13
Tennessee,Cumberland,2022,63524.0,62.0,450.0,97.6,708.39
Tennessee,Decatur,2022,11527.0,17.0,101.0,147.48,876.2
Tennessee,DeKalb,2022,20987.0,28.0,57.0,133.42,271.6
Tennessee,Dyer,2022,36415.0,24.0,163.0,65.91,447.62
Tennessee,Fentress,2022,19318.0,54.0,188.0,279.53,973.19
Tennessee,Franklin,2022,44166.0,81.0,199.0,183.4,450.57
Tennessee,Giles,2022,30572.0,20.0,81.0,65.42,264.95
Tennessee,Greene,2022,71286.0,183.0,589.0,256.71,826.25
Tennessee,Grundy,2022,13787.0,65.0,228.0,471.46,1653.73
Tennessee,Hancock,2022,6839.0,22.0,83.0,321.68,1213.63
Tennessee,Hardeman,2022,25483.0,108.0,164.0,423.81,643.57
Tennessee,Hardin,2022,27215.0,52.0,291.0,191.07,1069.26
Tennessee,Haywood,2022,17468.0,20.0,118.0,114.5,675.52
Tennessee,Henderson,2022,27912.0,51.0,171.0,182.72,612.64
Tennessee,Henry,2022,32328.0,31.0,184.0,95.89,569.17
Tennessee,Hickman,2022,25466.0,93.0,356.0,365.19,1397.94
Tennessee,Houston,2022,8232.0,16.0,54.0,194.36,655.98
Tennessee,Humphreys,2022,19039.0,63.0,108.0,330.9,567.26
Tennessee,Jackson,2022,12019.0,19.0,52.0,158.08,432.65
Tennessee,Johnson,2022,18005.0,40.0,125.0,222.16,694.25
Tennessee,Lake,2022,6479.0,3.0,30.0,46.3,463.03
Tennessee,Lauderdale,2022,24690.0,63.0,144.0,255.16,583.23
Tennessee,Lawrence,2022,45480.0,23.0,174.0,50.57,382.59
Tennessee,Lewis,2022,12935.0,15.0,77.0,115.96,595.28
Tennessee,Lincoln,2022,35984.0,51.0,199.0,141.73,553.02
Tennessee,Marshall,2022,35857.0,46.0,65.0,128.29,181.28
Tennessee,McMinn,2022,54732.0,83.0,390.0,151.65,712.56
Tennessee,McNairy,2022,25968.0,54.0,299.0,207.95,1151.42
Tennessee,Meigs,2022,13268.0,57.0,140.0,429.61,1055.17
Tennessee,Monroe,2022,47719.0,121.0,502.0,253.57,1051.99
Tennessee,Moore,2022,6726.0,6.0,44.0,89.21,654.18
Tennessee,Obion,2022,30360.0,38.0,159.0,125.16,523.72
Tennessee,Overton,2022,22974.0,86.0,160.0,374.34,696.44
Tennessee,Putnam,2022,82590.0,63.0,293.0,76.28,354.76
Tennessee,Rhea,2022,33999.0,27.0,96.0,79.41,282.36
Tennessee,Scott,2022,22038.0,8.0,145.0,36.3,657.95
Tennessee,Sevier,2022,99362.0,163.0,546.0,164.05,549.51
Tennessee,Van Buren,2022,6457.0,5.0,12.0,77.44,185.84
Tennessee,Warren,2022,41978.0,96.0,310.0,228.69,738.48
Tennessee,Wayne,2022,16254.0,21.0,58.0,129.2,356.84
Tennessee,Weakley,2022,33052.0,38.0,133.0,114.97,402.4
Tennessee,White,2022,28016.0,21.0,83.0,74.96,296.26
Texas,Armstrong,2022,1855.0,1.0,25.0,53.91,1347.71
Texas,Atascosa,2022,50916.0,111.0,454.0,218.01,891.66
Texas,Austin,2022,31110.0,23.0,108.0,73.93,347.16
Texas,Bandera,2022,22128.0,31.0,145.0,140.09,655.28
Texas,Bastrop,2022,106581.0,349.0,867.0,327.45,813.47
Texas,Bell,2022,387775.0,97.0,517.0,25.01,133.32
Texas,Bexar,2022,2065661.0,912.0,6082.0,44.15,294.43
Texas,Bowie,2022,91623.0,43.0,233.0,46.93,254.3
Texas,Brazoria,2022,388637.0,231.0,1468.0,59.44,377.73
Texas,Brazos,2022,242285.0,74.0,362.0,30.54,149.41
Texas,Burleson,2022,18702.0,28.0,97.0,149.72,518.66
Texas,Caldwell,2022,47995.0,44.0,82.0,91.68,170.85
Texas,Callahan,2022,14266.0,12.0,44.0,84.12,308.43
Texas,Cameron,2022,425841.0,283.0,714.0,66.46,167.67
Texas,Carson,2022,5821.0,18.0,17.0,309.23,292.05
Texas,Chambers,2022,51348.0,136.0,827.0,264.86,1610.58
Texas,Clay,2022,10486.0,15.0,61.0,143.05,581.73
Texas,Collin,2022,1163646.0,64.0,424.0,5.5,36.44
Texas,Comal,2022,184600.0,115.0,766.0,62.3,414.95
Texas,Coryell,2022,84160.0,17.0,85.0,20.2,101.0
Texas,Crosby,2022,5004.0,4.0,21.0,79.94,419.66
Texas,Dallas,2022,2613911.0,39.0,184.0,1.49,7.04
Texas,Denton,2022,980835.0,56.0,386.0,5.71,39.35
Texas,Ector,2022,161879.0,98.0,254.0,60.54,156.91
Texas,Ellis,2022,212488.0,86.0,384.0,40.47,180.72
Texas,El Paso,2022,868332.0,360.0,973.0,41.46,112.05
Texas,Fort Bend,2022,893314.0,938.0,5577.0,105.0,624.3
Texas,Galveston,2022,357747.0,146.0,620.0,40.81,173.31
Texas,Goliad,2022,7147.0,15.0,87.0,209.88,1217.29
Texas,Grayson,2022,143277.0,73.0,436.0,50.95,304.31
Texas,Gregg,2022,125614.0,78.0,243.0,62.09,193.45
Texas,Hardin,2022,57802.0,53.0,238.0,91.69,411.75
Texas,Harris,2022,4809691.0,9199.0,50747.0,191.26,1055.1
Texas,Harrison,2022,69995.0,67.0,426.0,95.72,608.61
Texas,Hays,2022,269554.0,191.0,894.0,70.86,331.66
Texas,Hidalgo,2022,888619.0,564.0,2842.0,63.47,319.82
Texas,Hudspeth,2022,3398.0,0.0,2.0,0.0,58.86
Texas,Hunt,2022,108546.0,341.0,527.0,314.15,485.51
Texas,Irion,2022,1538.0,5.0,10.0,325.1,650.2
Texas,Jefferson,2022,252341.0,73.0,374.0,28.93,148.21
Texas,Johnson,2022,195956.0,149.0,616.0,76.04,314.36
Texas,Jones,2022,20337.0,10.0,42.0,49.17,206.52
Texas,Kaufman,2022,172773.0,125.0,562.0,72.35,325.28
Texas,Kendall,2022,49058.0,11.0,107.0,22.42,218.11
Texas,Lampasas,2022,22769.0,9.0,21.0,39.53,92.23
Texas,Liberty,2022,102615.0,194.0,817.0,189.06,796.18
Texas,Lubbock,2022,317940.0,131.0,628.0,41.2,197.52
Texas,Lynn,2022,5757.0,2.0,11.0,34.74,191.07
Texas,Martin,2022,5267.0,9.0,107.0,170.88,2031.52
Texas,McLennan,2022,266125.0,99.0,520.0,37.2,195.4
Texas,Medina,2022,53739.0,57.0,285.0,106.07,530.34
Texas,Midland,2022,172955.0,129.0,637.0,74.59,368.3
Texas,Montgomery,2022,681285.0,1092.0,5336.0,160.29,783.23
Texas,Nueces,2022,351831.0,42.0,158.0,11.94,44.91
Texas,Oldham,2022,1763.0,0.0,2.0,0.0,113.44
Texas,Orange,2022,85103.0,80.0,370.0,94.0,434.77
Texas,Parker,2022,165814.0,131.0,902.0,79.0,543.98
Texas,Potter,2022,115110.0,63.0,203.0,54.73,176.35
Texas,Randall,2022,146088.0,59.0,151.0,40.39,103.36
Texas,Robertson,2022,17129.0,25.0,117.0,145.95,683.05
Texas,Rockwall,2022,123439.0,16.0,65.0,12.96,52.66
Texas,Rusk,2022,52569.0,61.0,353.0,116.04,671.5
Texas,Smith,2022,242225.0,310.0,865.0,127.98,357.11
Texas,Sterling,2022,1411.0,1.0,9.0,70.87,637.85
Texas,Tarrant,2022,2160356.0,139.0,750.0,6.43,34.72
Texas,Taylor,2022,145346.0,20.0,84.0,13.76,57.79
Texas,Tom Green,2022,118979.0,49.0,166.0,41.18,139.52
Texas,Travis,2022,1335984.0,860.0,3538.0,64.37,264.82
Texas,Upshur,2022,42497.0,63.0,162.0,148.25,381.2
Texas,Victoria,2022,91138.0,78.0,213.0,85.58,233.71
Texas,Waller,2022,62110.0,84.0,325.0,135.24,523.27
Texas,Webb,2022,268450.0,44.0,134.0,16.39,49.92
Texas,Wichita,2022,130106.0,20.0,79.0,15.37,60.72
Texas,Williamson,2022,674478.0,175.0,1709.0,25.95,253.38
Texas,Wilson,2022,52752.0,56.0,349.0,106.16,661.59
Texas,Wise,2022,74888.0,94.0,357.0,125.52,476.71
Texas,Andrews,2022,18343.0,1.0,56.0,5.45,305.29
Texas,Angelina,2022,87209.0,148.0,552.0,169.71,632.96
Texas,Aransas,2022,24963.0,73.0,160.0,292.43,640.95
Texas,Bailey,2022,6835.0,2.0,12.0,29.26,175.57
Texas,Baylor,2022,3466.0,1.0,10.0,28.85,288.52
Texas,Bee,2022,31069.0,32.0,135.0,103.0,434.52
Texas,Blanco,2022,12417.0,13.0,68.0,104.7,547.64
Texas,Borden,2022,582.0,1.0,8.0,171.82,1374.57
Texas,Bosque,2022,18690.0,8.0,44.0,42.8,235.42
Texas,Brewster,2022,9363.0,3.0,10.0,32.04,106.8
Texas,Briscoe,2022,1438.0,0.0,12.0,0.0,834.49
Texas,Brooks,2022,6940.0,0.0,0.0,0.0,0.0
Texas,Brown,2022,38399.0,34.0,175.0,88.54,455.74
Texas,Burnet,2022,52660.0,66.0,227.0,125.33,431.07
Texas,Calhoun,2022,19709.0,19.0,59.0,96.4,299.36
Texas,Camp,2022,12735.0,8.0,54.0,62.82,424.03
Texas,Cass,2022,28495.0,18.0,103.0,63.17,361.47
Texas,Castro,2022,7285.0,5.0,16.0,68.63,219.63
Texas,Cherokee,2022,51665.0,111.0,338.0,214.85,654.21
Texas,Childress,2022,6837.0,1.0,23.0,14.63,336.4
Texas,Cochran,2022,2533.0,1.0,36.0,39.48,1421.24
Texas,Coke,2022,3349.0,1.0,154.0,29.86,4598.39
Texas,Coleman,2022,7863.0,2.0,17.0,25.44,216.2
Texas,Collingsworth,2022,2585.0,0.0,3.0,0.0,116.05
Texas,Colorado,2022,20895.0,20.0,121.0,95.72,579.09
Texas,Comanche,2022,13905.0,11.0,62.0,79.11,445.88
Texas,Concho,2022,3392.0,3.0,10.0,88.44,294.81
Texas,Cooke,2022,43036.0,28.0,124.0,65.06,288.13
Texas,Crane,2022,4552.0,2.0,3.0,43.94,65.91
Texas,Crockett,2022,2956.0,3.0,21.0,101.49,710.42
Texas,Dallam,2022,7247.0,3.0,6.0,41.4,82.79
Texas,Dawson,2022,12167.0,1.0,42.0,8.22,345.2
Texas,Deaf Smith,2022,18423.0,8.0,26.0,43.42,141.13
Texas,Delta,2022,5402.0,13.0,48.0,240.65,888.56
Texas,DeWitt,2022,19790.0,16.0,68.0,80.85,343.61
Texas,Donley,2022,3276.0,12.0,19.0,366.3,579.98
Texas,Duval,2022,9698.0,32.0,90.0,329.96,928.03
Texas,Eastland,2022,17895.0,10.0,41.0,55.88,229.11
Texas,Edwards,2022,1427.0,5.0,20.0,350.39,1401.54
Texas,Erath,2022,43876.0,9.0,67.0,20.51,152.7
Texas,Fannin,2022,37219.0,39.0,165.0,104.79,443.32
Texas,Fayette,2022,24972.0,17.0,101.0,68.08,404.45
Texas,Fisher,2022,3639.0,17.0,36.0,467.16,989.28
Texas,Floyd,2022,5246.0,4.0,25.0,76.25,476.55
Texas,Foard,2022,1053.0,0.0,0.0,0.0,0.0
Texas,Franklin,2022,10645.0,12.0,36.0,112.73,338.19
Texas,Freestone,2022,19997.0,19.0,81.0,95.01,405.06
Texas,Gaines,2022,22107.0,7.0,72.0,31.66,325.69
Texas,Garza,2022,4502.0,9.0,36.0,199.91,799.64
Texas,Gillespie,2022,27540.0,15.0,34.0,54.47,123.46
Texas,Glasscock,2022,1143.0,0.0,42.0,0.0,3674.54
Texas,Gonzales,2022,19847.0,40.0,118.0,201.54,594.55
Texas,Gray,2022,20951.0,7.0,29.0,33.41,138.42
Texas,Grimes,2022,31163.0,62.0,187.0,198.95,600.07
Texas,Hall,2022,2814.0,3.0,8.0,106.61,284.29
Texas,Hamilton,2022,8310.0,4.0,10.0,48.13,120.34
Texas,Hansford,2022,5112.0,0.0,12.0,0.0,234.74
