OBJECTID,HUC_12,CRP_acres
28588,071402030501,50-100
28589,071402030502,200-500
28590,071402030503,200-500
28591,071402030504,200-500
28592,071402030505,100-200
28593,071402030506,100-200
28594,071402030601,50-100
28595,071402030602,100-200
28596,071402030603,200-500
28597,071402030604,500-1000
28598,071402040101,100-200
28599,071402040102,50-100
28600,071402040103,<50
28601,071402040104,200-500
28602,071402040105,200-500
28603,071402040106,200-500
28604,071402040201,<50
28605,071402040202,<50
28606,071402040203,<50
28607,071402040204,<50
28608,071402040301,200-500
28609,071402040302,100-200
28610,071402040304,<50
28611,071402040305,100-200
28612,071402040401,<50
28613,071402040402,200-500
28614,071402040403,100-200
28615,071402040404,200-500
28616,071402040501,<50
28617,071402040502,100-200
28618,071402040503,100-200
28619,071402040504,100-200
28620,071402040505,<50
28621,071402040506,100-200
28622,071402040508,50-100
28623,071402040509,100-200
28624,071402040510,50-100
28625,071402040511,<50
28626,071402040512,200-500
28627,071402040602,<50
28628,071402040603,<50
28629,071402040604,50-100
28630,071402040605,100-200
28631,071402040606,<50
28632,071402040607,<50
28633,071402040608,200-500
28634,071402040609,200-500
28635,071402040610,<50
28636,071402040611,200-500
28637,071402040701,<50
28638,071402040702,200-500
28639,071402040703,100-200
28640,071402040704,200-500
28641,071402040801,500-1000
28642,071402040802,100-200
28643,071402040803,200-500
28644,071402040804,100-200
28645,071402040902,<50
28646,071402040903,100-200
28647,071402040904,50-100
28648,071402040905,50-100
28649,071402040906,100-200
28650,071402040907,100-200
28651,071402040908,<50
28652,071402040909,200-500
28653,071402040910,100-200
28654,080101000101,<50
28655,080101000102,100-200
28656,080101000103,100-200
28657,080101000201,200-500
28658,080101000202,200-500
28659,080101000301,500-1000
28660,080101000401,200-500
28661,080101000501,<50
28662,080101000502,200-500
28663,080101000503,200-500
28664,080101000601,>1000
28665,080101000602,50-100
28666,080101000603,50-100
28667,080101000604,>1000
28668,080101000605,<50
28669,080101000701,<50
28670,080101000702,200-500
28671,080101000703,<50
28672,080101000704,<50
28673,080102010101,100-200
28674,080102010102,500-1000
28675,080102010103,200-500
28676,080102010104,100-200
28677,080102010105,50-100
28678,080102010201,200-500
28679,080102010202,200-500
28680,080102010203,500-1000
28681,080102010204,500-1000
28682,080102010205,200-500
28683,080102010301,500-1000
28684,080102010302,100-200
28685,080102010303,200-500
28686,080102010304,100-200
28687,080102010305,<50
28688,080102010401,>1000
28689,080102010402,500-1000
28690,080102010403,200-500
28691,080102010404,500-1000
28692,080102010405,200-500
28693,080102010501,>1000
28694,080102010502,>1000
28695,080102010503,500-1000
28696,080102010504,200-500
28697,080102010505,500-1000
28698,080102010506,500-1000
28699,080102010507,500-1000
28700,080102020101,200-500
28701,080102020102,200-500
28702,080102020103,>1000
28703,080102020104,500-1000
28704,080102020105,>1000
28705,080102020106,200-500
28706,080102020107,>1000
28707,080102020201,>1000
28708,080102020202,50-100
28709,080102020203,200-500
28710,080102020204,200-500
28711,080102020205,100-200
28712,080102020206,200-500
28713,080102020207,200-500
28714,080102020208,<50
28715,080102020301,50-100
28716,080102020302,50-100
28717,080102020303,200-500
28718,080102020304,200-500
28719,080102020305,100-200
28720,080102020306,200-500
28721,080102020307,200-500
28722,080102020308,200-500
28723,080102020309,200-500
28724,080102020310,500-1000
28725,080102020401,500-1000
28726,080102020402,200-500
28727,080102020403,200-500
28728,080102020404,200-500
28729,080102020405,200-500
28730,080102020406,200-500
28731,080102020501,50-100
28732,080102020502,<50
28733,080102020503,<50
28734,080102030101,500-1000
28735,080102030102,500-1000
28736,080102030104,>1000
28737,080102030105,500-1000
28738,080102030106,100-200
28739,080102030201,500-1000
28740,080102030202,500-1000
28741,080102030301,200-500
28742,080102030302,>1000
28743,080102030401,100-200
28744,080102030402,500-1000
28745,080102030403,200-500
28746,080102030404,500-1000
28747,080102030405,50-100
28748,080102030501,500-1000
28749,080102030502,200-500
28750,080102030503,200-500
28751,080102030601,500-1000
28752,080102030602,200-500
28753,080102030603,500-1000
28754,080102030604,500-1000
28755,080102030605,>1000
28756,080102030606,>1000
28757,080102030607,200-500
28758,080102040101,200-500
28759,080102040102,200-500
28760,080102040103,200-500
28761,080102040104,100-200
28762,080102040105,100-200
28763,080102040201,>1000
28764,080102040202,500-1000
28765,080102040203,100-200
28766,080102040204,200-500
28767,080102040301,500-1000
28768,080102040302,100-200
28769,080102040303,200-500
28770,080102040304,500-1000
28771,080102040305,100-200
28772,080102040306,200-500
28773,080102040401,500-1000
28774,080102040402,500-1000
28775,080102040403,500-1000
28776,080102040404,<50
28777,080102050101,500-1000
28778,080102050102,500-1000
28779,080102050103,500-1000
28780,080102050104,200-500
28781,080102050105,500-1000
28782,080102050106,500-1000
28783,080102050201,200-500
28784,080102050202,200-500
28785,080102050203,500-1000
28786,080102050204,500-1000
28787,080102050302,500-1000
28788,080102050303,500-1000
28789,080102050304,200-500
28790,080102050305,200-500
28791,080102050306,500-1000
28792,080102050401,200-500
28793,080102050402,200-500
28794,080102050403,500-1000
28795,080102050501,500-1000
28796,080102050502,<50
28797,080102050503,>1000
28798,080102050504,200-500
28799,080102050505,200-500
28800,080102050506,200-500
28801,080102050507,500-1000
28802,080102060000,200-500
28803,080102070101,500-1000
28804,080102070102,200-500
28805,080102070201,200-500
28806,080102070202,500-1000
28807,080102070203,500-1000
28808,080102070204,500-1000
28809,080102070301,>1000
28810,080102070302,>1000
28811,080102070303,200-500
28812,080102070304,>1000
28813,080102070305,200-500
28814,080102070306,500-1000
28815,080102070401,200-500
28816,080102070402,500-1000
28817,080102070403,200-500
28818,080102070501,200-500
28819,080102070502,500-1000
28820,080102070503,200-500
28821,080102070504,200-500
28822,080102070601,500-1000
28823,080102070602,200-500
28824,080102070603,200-500
28825,080102070604,500-1000
28826,080102070701,500-1000
28827,080102070702,500-1000
28828,080102070801,100-200
28829,080102070802,100-200
28830,080102070803,200-500
28831,080102080101,500-1000
28832,080102080102,500-1000
28833,080102080103,500-1000
28834,080102080201,200-500
28835,080102080202,200-500
28836,080102080203,50-100
28837,080102080204,50-100
28838,080102080205,100-200
28839,080102080206,200-500
28840,080102080207,50-100
28841,080102080208,50-100
28842,080102080209,200-500
28843,080102080210,500-1000
28844,080102080301,<50
28845,080102080302,>1000
28846,080102080401,500-1000
28847,080102080402,500-1000
28848,071401061202,0
28849,071401070101,0
28850,071401070203,0
28851,071401070206,0
28852,071401070301,0
28853,071401070504,0
28854,071402040303,0
28855,071402040507,0
28856,071402040601,0
28857,071402040901,0
28858,080102030103,0
28859,080102050301,0
28860,080102080501,500-1000
28861,080102080502,500-1000
28862,080102080503,>1000
28863,080102080504,500-1000
28864,080102080505,500-1000
28865,080102080506,>1000
28866,080102080507,500-1000
28867,080102080508,500-1000
28868,080102080509,>1000
28869,080102080510,200-500
28870,080102080511,100-200
28871,080102080512,500-1000
28872,080102080601,200-500
28873,080102080602,200-500
28874,080102080701,>1000
28875,080102080702,>1000
28876,080102080801,500-1000
28877,080102080802,500-1000
28878,080102080804,500-1000
28879,080102080805,50-100
28880,080102080806,100-200
28881,080102090101,100-200
28882,080102090102,500-1000
28883,080102090103,200-500
28884,080102090104,200-500
28885,080102090105,500-1000
28886,080102090201,500-1000
28887,080102090202,200-500
28888,080102090203,200-500
28889,080102090301,100-200
28890,080102090302,100-200
28891,080102090303,200-500
28892,080102090401,200-500
28893,080102090402,500-1000
28894,080102090403,50-100
28895,080102090404,200-500
28896,080102090405,<50
28897,080102090406,100-200
28898,080102100101,>1000
28899,080102100102,>1000
28900,080102100201,100-200
28901,080102100202,500-1000
28902,080102100203,200-500
28903,080102100204,200-500
28904,080102100205,200-500
28905,080102100206,>1000
28906,080102100207,200-500
28907,080102100208,>1000
28908,080102100209,>1000
28909,080102100301,500-1000
28910,080102100302,>1000
28911,080102100303,>1000
28912,080102100304,500-1000
28913,080102110101,200-500
28914,080102110301,<50
28915,080102110302,100-200
28916,080201000101,200-500
28917,080201000102,500-1000
28918,080201000200,>1000
28919,080201000301,50-100
28920,080201000302,>1000
28921,080202010101,<50
28922,080202010102,<50
28923,080202010103,100-200
28924,080202010104,100-200
28925,080202010202,100-200
28926,080202010203,100-200
28927,080202010204,<50
28928,080202010301,500-1000
28929,080202010302,200-500
28930,080202010303,>1000
28931,080202010304,500-1000
28932,080202010305,>1000
28933,080202010306,100-200
28934,080202010307,200-500
28935,080202010308,200-500
28936,080202010309,<50
28937,080202020101,<50
28938,080202020201,<50
28939,080202020202,<50
28940,080202020203,50-100
28941,080202020301,<50
28942,080202020303,<50
28943,080202020304,50-100
28944,080202020401,<50
28945,080202020402,<50
28946,080202020405,<50
28947,080202020406,<50
28948,080202020407,50-100
28949,080202020503,<50
28950,080202020505,<50
28951,080202020507,<50
28952,080202030101,200-500
28953,080202030102,<50
28954,080202030103,500-1000
28955,080202030201,>1000
28956,080202030202,500-1000
28957,080202030301,500-1000
28958,080202030302,<50
28959,080202030401,200-500
28960,080202030402,50-100
28961,080202030501,100-200
28962,080202030502,<50
28963,080202030503,100-200
28964,080202030504,500-1000
28965,080202030601,500-1000
28966,080202030602,100-200
28967,080202030603,50-100
28968,080202030605,500-1000
28969,080202030606,200-500
28970,080202030608,200-500
28971,080202030701,200-500
28972,080202030702,200-500
28973,080202030703,<50
28974,080202030704,<50
28975,080202030801,<50
28976,080202030802,100-200
28977,080202030901,<50
28978,080202030902,500-1000
28979,080202030903,200-500
28980,080202031002,<50
28981,080202031003,100-200
28982,080202031004,<50
28983,080202031005,<50
28984,080202031010,<50
28985,080202031011,100-200
28986,080202031012,200-500
28987,080202031013,500-1000
28988,080202031014,>1000
28989,080202031102,100-200
28990,080202031103,50-100
28991,080202031104,<50
28992,080202031105,>1000
28993,080202031106,100-200
28994,080202031207,<50
28995,080202031209,100-200
28996,080202031210,100-200
28997,080202031211,>1000
28998,080202031212,>1000
28999,080202031301,100-200
29000,080202031302,200-500
29001,080202031303,>1000
29002,080202031304,>1000
29003,080202031305,>1000
29004,080202031401,100-200
29005,080202031402,50-100
29006,080202031403,100-200
29007,080202031404,200-500
29008,080202031405,<50
29009,080202031406,50-100
29010,080202031501,>1000
29011,080202031502,>1000
29012,080202031503,100-200
29013,080202031504,50-100
29014,080202031505,<50
29015,080202031506,200-500
29016,080202031601,500-1000
29017,080202031602,100-200
29018,080202031603,<50
29019,080202031606,<50
29020,080202031607,500-1000
29021,080202040101,500-1000
29022,080202040102,<50
29023,080202040201,>1000
29024,080202040202,<50
29025,080202040203,>1000
29026,080202040204,>1000
29027,080202040205,500-1000
29028,080202040206,>1000
29029,080202040207,200-500
29030,080202040208,<50
29031,080202040501,<50
29032,080202040502,<50
29033,080202040503,<50
29034,080202040504,200-500
29035,080202040505,100-200
29036,080202040506,<50
29037,080202040601,<50
29038,080202040602,200-500
29039,080202040603,<50
29040,080202040604,200-500
29041,080202040605,100-200
29042,080202040606,50-100
29043,080202040607,<50
29044,080202040608,<50
29045,080202040609,<50
29046,080202040610,<50
29047,080202040611,<50
29048,080202040613,100-200
29049,080202040614,<50
29050,080202040615,<50
29051,080202040701,<50
29052,080202040702,200-500
29053,080202040706,<50
29054,080202040803,<50
29055,080202040807,<50
29056,080202040808,200-500
29057,080202040904,100-200
29058,080202050103,100-200
29059,080202050105,<50
29060,080202050201,200-500
29061,080202050202,500-1000
29062,080202050203,100-200
29063,080202050204,500-1000
29064,080202050205,100-200
29065,080202050302,<50
29066,080202050303,200-500
29067,080202050401,<50
29068,080202050402,200-500
29069,080202050403,500-1000
29070,080202050404,<50
29071,080202050406,200-500
29072,080202050408,100-200
29073,080202050409,<50
29074,080202050501,<50
29075,080202050502,200-500
29076,080202050503,200-500
29077,080202050504,200-500
29078,080202050505,<50
29079,080202050506,100-200
29080,080202050507,50-100
29081,080202050508,200-500
29082,080203010102,100-200
29083,080203010104,500-1000
29084,080203010105,200-500
29085,080203010106,200-500
29086,080203010202,200-500
29087,080203010203,100-200
29088,080203010204,200-500
29089,080203010205,>1000
29090,080203010301,<50
29091,080203010302,100-200
29092,080203010303,500-1000
29093,080203010304,>1000
29094,080203010305,>1000
29095,080203010306,>1000
29096,080203010307,500-1000
29097,080203010401,500-1000
29098,080203010402,>1000
29099,080203010403,500-1000
29100,080203010404,500-1000
29101,080203010405,200-500
29102,080203010406,500-1000
29103,080203010501,500-1000
29104,080203010502,>1000
29105,080203010503,>1000
29106,080203010504,200-500
29107,080203010505,>1000
29108,080203010506,>1000
29109,080203020102,200-500
29110,080203020103,50-100
29111,080203020104,>1000
29112,080203020106,200-500
29113,080203020201,100-200
29114,080203020202,<50
29115,080203020203,<50
29116,080203020204,200-500
29117,080203020206,<50
29118,080203020207,<50
29119,080203020301,100-200
29120,080203020302,100-200
29121,080203020303,100-200
29122,080203020304,<50
29123,080203020305,200-500
29124,080203020306,200-500
29125,080203020401,200-500
29126,080203020402,50-100
29127,080203020403,100-200
29128,080203020404,500-1000
29129,080203020405,500-1000
29130,080203020406,200-500
29131,080203020407,500-1000
29132,080203020501,200-500
29133,080203020502,50-100
29134,080203020503,<50
29135,080203020505,100-200
29136,080203020506,100-200
29137,080203020507,50-100
29138,080203020601,100-200
29139,080203020602,<50
29140,080203020603,<50
29141,080203020604,200-500
29142,080203020605,200-500
29143,080203020606,200-500
29144,080203020607,500-1000
29145,080203020701,200-500
29146,080203020702,200-500
29147,080203020703,100-200
29148,080203020704,<50
29149,080203020705,200-500
29150,080203020706,200-500
29151,080203020707,100-200
29152,080203020708,200-500
29153,080203020801,500-1000
29154,080203020802,200-500
29155,080203020803,50-100
29156,080203020804,50-100
29157,080203020805,100-200
29158,080203020806,500-1000
29159,080203020807,500-1000
29160,080203020808,500-1000
29161,080203030101,100-200
29162,080203030102,200-500
29163,080203030103,200-500
29164,080203030104,100-200
29165,080203030202,<50
29166,080203030203,<50
29167,080203030204,100-200
29168,080203030205,500-1000
29169,080203030206,>1000
29170,080203030207,200-500
29171,080203030301,50-100
29172,080203030302,500-1000
29173,080203030303,500-1000
29174,080203030401,100-200
29175,080203030402,<50
29176,080203030405,200-500
29177,080203030408,<50
29178,080203030501,500-1000
29179,080203030502,500-1000
29180,080203030503,100-200
29181,080203030504,<50
29182,080203030505,50-100
29183,080203030506,200-500
29184,080203030508,500-1000
29185,080203030509,500-1000
29186,080203030601,>1000
29187,080203030602,500-1000
29188,080203030604,<50
29189,080203030701,200-500
29190,080203030703,100-200
29191,080203040101,<50
29192,080203040102,50-100
29193,080203040103,50-100
29194,080203040104,50-100
29195,080203040105,100-200
29196,080203040106,<50
29197,080203040107,200-500
29198,080203040108,50-100
29199,080203040202,<50
29200,080203040204,100-200
29201,080203040205,200-500
29202,080203040302,200-500
29203,080203040303,200-500
29204,080203040304,50-100
29205,080203040305,200-500
29206,080203040306,100-200
29207,080203040307,200-500
29208,080203040401,200-500
29209,080203040402,100-200
29210,080203040403,100-200
29211,080203040404,100-200
29212,080203040405,50-100
29213,080203040406,500-1000
29214,080203040407,<50
29215,080204010101,100-200
29216,080204010102,200-500
29217,080204010103,500-1000
29218,080204010201,500-1000
29219,080204010202,500-1000
29220,080204010203,200-500
29221,080204010301,>1000
29222,080204010302,>1000
29223,080204010303,>1000
29224,080204010304,200-500
29225,080204010401,500-1000
29226,080204010402,>1000
29227,080204010403,>1000
29228,080204010404,>1000
29229,080204020101,<50
29230,080204020105,200-500
29231,080204020107,100-200
29232,080204020202,<50
29233,080204020203,200-500
29234,080204020204,<50
29235,080204020205,500-1000
29236,080204020206,500-1000
29237,080204020301,500-1000
29238,080204020302,100-200
29239,080204020303,>1000
29240,080204020304,500-1000
29241,080204020305,>1000
29242,080204020306,100-200
29243,080204020307,500-1000
29244,080204020401,500-1000
29245,080204020402,50-100
29246,080204020403,<50
29247,080204020404,200-500
29248,080204020405,200-500
29249,080204020406,500-1000
29250,080204020407,100-200
29251,080204020408,500-1000
29252,080301000100,>1000
29253,080301000200,>1000
29254,080301000300,500-1000
29255,080302010101,<50
29256,080302010102,200-500
29257,080302010103,>1000
29258,080302010201,500-1000
29259,080302010202,200-500
29260,080102080803,0
29261,080102100305,0
29262,080102100306,0
29263,080102100307,0
29264,080102100308,0
29265,080102110102,0
29266,080102110103,0
29267,080102110201,0
29268,080202010201,0
29269,080202020102,0
29270,080202020103,0
29271,080202020204,0
29272,080202020205,0
29273,080202020206,0
29274,080202020207,0
29275,080202020208,0
29276,080202020209,0
29277,080202020210,0
29278,080202020302,0
29279,080202020403,0
29280,080202020404,0
29281,080202020501,0
29282,080202020502,0
29283,080202020504,0
29284,080202020506,0
29285,080202020508,0
29286,080202030604,0
29287,080202030607,0
29288,080202031001,0
29289,080202031006,0
29290,080202031007,0
29291,080202031008,0
29292,080202031009,0
29293,080202031101,0
29294,080202031201,0
29295,080202031202,0
29296,080202031203,0
29297,080202031204,0
29298,080202031205,0
29299,080202031206,0
29300,080202031208,0
29301,080202031604,0
29302,080202031605,0
29303,080202031608,0
29304,080202031609,0
29305,080202040301,0
29306,080202040302,0
29307,080202040303,0
29308,080202040401,0
29309,080202040402,0
29310,080202040612,0
29311,080202040703,0
29312,080202040704,0
29313,080202040705,0
29314,080202040707,0
29315,080202040708,0
29316,080202040709,0
29317,080202040710,0
29318,080202040711,0
29319,080202040712,0
29320,080202040801,0
29321,080202040802,0
29322,080202040804,0
29323,080202040805,0
29324,080202040806,0
29325,080202040901,0
29326,080202040902,0
29327,080202040903,0
29328,080202050101,0
29329,080202050102,0
29330,080202050104,0
29331,080202050301,0
29332,080202050405,0
29333,080202050407,0
29334,080203010101,0
29335,080203010103,0
29336,080203010201,0
29337,080203020101,0
29338,080203020105,0
29339,080203020205,0
29340,080203020208,0
29341,080203020209,0
29342,080203030201,0
29343,080203030403,0
29344,080203030404,0
29345,080203030406,0
29346,080203030407,0
29347,080203030507,0
29348,080203030510,0
29349,080203030511,0
29350,080203030603,0
29351,080203030702,0
29352,080203040201,0
29353,080203040203,0
29354,080203040301,0
29355,080204010405,0
29356,080204020102,0
29357,080204020103,0
29358,080204020104,0
29359,080204020106,0
29360,080204020201,0
29361,080302010203,>1000
29362,080302010301,>1000
29363,080302010302,>1000
29364,080302010303,>1000
29365,080302010401,200-500
29366,080302010402,500-1000
29367,080302010403,500-1000
29368,080302010404,>1000
29369,080302010405,500-1000
29370,080302010406,>1000
29371,080302010407,>1000
29372,080302010501,200-500
29373,080302010502,>1000
29374,080302010503,100-200
29375,080302010504,50-100
29376,080302010505,500-1000
29377,080302010601,100-200
29378,080302010602,200-500
29379,080302010603,200-500
29380,080302010604,200-500
29381,080302010605,500-1000
29382,080302010701,500-1000
29383,080302010702,>1000
29384,080302010703,500-1000
29385,080302010704,<50
29386,080302010705,500-1000
29387,080302010706,>1000
29388,080302010707,200-500
29389,080302010801,100-200
29390,080302010802,<50
29391,080302010803,50-100
29392,080302010804,200-500
29393,080302010805,<50
29394,080302010806,100-200
29395,080302010901,50-100
29396,080302010902,100-200
29397,080302010903,500-1000
29398,080302010904,200-500
29399,080302010905,100-200
29400,080302010906,<50
29401,080302010907,<50
29402,080302011001,>1000
29403,080302011002,200-500
29404,080302011003,500-1000
29405,080302011004,500-1000
29406,080302020101,>1000
29407,080302020102,>1000
29408,080302020103,500-1000
29409,080302020104,500-1000
29410,080302020105,500-1000
29411,080302020201,>1000
29412,080302020202,>1000
29413,080302020203,>1000
29414,080302020204,>1000
29415,080302020205,>1000
29416,080302020301,500-1000
29417,080302020302,>1000
29418,080302020303,>1000
29419,080302020304,>1000
29420,080302020305,>1000
29421,080302020306,>1000
29422,080302020400,>1000
29423,080302020500,>1000
29424,080302020600,>1000
29425,080302030101,>1000
29426,080302030102,>1000
29427,080302030103,500-1000
29428,080302030104,200-500
29429,080302030105,50-100
29430,080302030106,200-500
29431,080302030107,200-500
29432,080302030201,50-100
29433,080302030202,100-200
29434,080302030203,200-500
29435,080302030301,200-500
29436,080302030302,50-100
29437,080302030303,100-200
29438,080302030304,100-200
29439,080302030305,200-500
29440,080302030306,200-500
29441,080302030401,500-1000
29442,080302030402,200-500
29443,080302030403,500-1000
29444,080302030404,500-1000
29445,080302030405,500-1000
29446,080302040101,500-1000
29447,080302040102,500-1000
29448,080302040103,200-500
29449,080302040104,500-1000
29450,080302040105,100-200
29451,080302040201,>1000
29452,080302040202,500-1000
29453,080302040203,500-1000
29454,080302040204,200-500
29455,080302040205,500-1000
29456,080302040206,200-500
29457,080302040301,50-100
29458,080302040302,100-200
29459,080302040303,500-1000
29460,080302040304,>1000
29461,080302040305,>1000
29462,080302040401,500-1000
29463,080302040402,500-1000
29464,080302040403,>1000
29465,080302040404,>1000
29466,080302040405,>1000
29467,080302040406,>1000
29468,080302040501,<50
29469,080302040502,200-500
29470,080302040503,50-100
29471,080302040504,200-500
29472,080302040505,200-500
29473,080302040506,<50
29474,080302040601,>1000
29475,080302040602,>1000
29476,080302040603,200-500
29477,080302040604,200-500
29478,080302040605,500-1000
29479,080302040606,>1000
29480,080302040701,500-1000
29481,080302040702,<50
29482,080302040703,50-100
29483,080302040704,50-100
29484,080302040705,200-500
29485,080302040800,>1000
29486,080302040900,>1000
29487,080302041000,>1000
29488,080302041101,>1000
29489,080302041102,500-1000
29490,080302041103,>1000
29491,080302041104,>1000
29492,080302050101,>1000
29493,080302050102,>1000
29494,080302050103,500-1000
29495,080302050104,>1000
29496,080302050105,>1000
29497,080302050106,500-1000
29498,080302050107,500-1000
29499,080302050108,500-1000
29500,080302050201,>1000
29501,080302050202,>1000
29502,080302050203,>1000
29503,080302050204,500-1000
29504,080302050205,>1000
29505,080302050206,>1000
29506,080302050301,500-1000
29507,080302050302,>1000
29508,080302050303,100-200
29509,080302050304,200-500
29510,080302050305,50-100
29511,080302050306,200-500
29512,080302050307,200-500
29513,080302050308,200-500
29514,080302050309,100-200
29515,080302050310,50-100
29516,080302050401,>1000
29517,080302050402,200-500
29518,080302050403,200-500
29519,080302050404,200-500
29520,080302050405,500-1000
29521,080302050406,500-1000
29522,080302050407,200-500
29523,080302050408,200-500
29524,080302050501,200-500
29525,080302050502,200-500
29526,080302050503,200-500
29527,080302050504,500-1000
29528,080302050505,100-200
29529,080302050506,500-1000
29530,080302050507,200-500
29531,080302050601,200-500
29532,080302050602,>1000
29533,080302050603,200-500
29534,080302050604,500-1000
29535,080302050605,>1000
29536,080302050701,>1000
29537,080302050702,500-1000
29538,080302050703,500-1000
29539,080302050704,>1000
29540,080302050705,500-1000
29541,080302050706,>1000
29542,080302050801,200-500
29543,080302050802,500-1000
29544,080302050803,200-500
29545,080302050804,200-500
29546,080302050901,>1000
29547,080302050902,200-500
29548,080302050903,500-1000
29549,080302050904,200-500
29550,080302050905,>1000
29551,080302060101,200-500
29552,080302060102,50-100
29553,080302060103,500-1000
29554,080302060104,500-1000
29555,080302060105,>1000
29556,080302060106,500-1000
29557,080302060201,500-1000
29558,080302060202,200-500
29559,080302060203,200-500
29560,080302060204,100-200
29561,080302060205,200-500
29562,080302060300,>1000
29563,080302060401,50-100
29564,080302060402,500-1000
29565,080302060403,>1000
29566,080302060404,100-200
29567,080302060405,200-500
29568,080302060406,500-1000
29569,080302060407,100-200
29570,080302060501,200-500
29571,080302060502,500-1000
29572,080302060503,100-200
29573,080302060504,200-500
29574,080302060505,>1000
29575,080302060506,100-200
29576,080302060601,>1000
29577,080302060602,200-500
29578,080302060603,500-1000
29579,080302060604,500-1000
29580,080302060605,500-1000
29581,080302060701,>1000
29582,080302060702,500-1000
29583,080302060703,500-1000
29584,080302060704,500-1000
29585,080302060705,200-500
29586,080302060706,<50
29587,080302060801,50-100
29588,080302060802,>1000
29589,080302060803,<50
29590,080302060804,<50
29591,080302060805,200-500
29592,080302060900,>1000
29593,080302070100,>1000
29594,080302070200,>1000
29595,080302070300,>1000
29596,080302070400,>1000
29597,080302070500,>1000
29598,080302070600,>1000
29599,080302070700,>1000
29600,080302070800,>1000
29601,080302070900,500-1000
29602,080302071000,500-1000
29603,080302071100,>1000
29604,080302071200,200-500
29605,080302071300,200-500
29606,080302071400,200-500
29607,080302071500,>1000
29608,080302071600,>1000
29609,080302071700,>1000
29610,080302071800,100-200
29611,080302071900,>1000
29612,080302080101,200-500
29613,080302080103,>1000
29614,080302080201,200-500
29615,080302080202,>1000
29616,080302090100,500-1000
29617,080302090200,>1000
29618,080302090300,500-1000
29619,080302090400,>1000
29620,080302090500,>1000
29621,080302090600,>1000
29622,080401010203,<50
29623,080401010206,<50
29624,080401010702,<50
29625,080401020109,<50
29626,080401020202,<50
29627,080401020406,<50
29628,080401020502,100-200
29629,080401020602,100-200
29630,080401020603,100-200
29631,080401020604,50-100
29632,080401020606,<50
29633,080401020701,<50
29634,080401020705,<50
29635,080401020803,50-100
29636,080401020901,<50
29637,080401020905,<50
29638,080401020906,<50
29639,080401030302,<50
29640,080401030303,100-200
29641,080401030304,200-500
29642,080401030305,<50
29643,080401030407,200-500
29644,080401030504,<50
29645,080401030506,<50
29646,080401030507,<50
29647,080401030508,100-200
29648,080401030601,100-200
29649,080401030603,100-200
29650,080401030604,100-200
29651,080401030605,200-500
29652,080401030606,100-200
29653,080401030808,200-500
29654,080401030901,100-200
29655,080402010101,100-200
29656,080402010106,<50
29657,080402010203,50-100
29658,080402010204,<50
29659,080402010406,<50
29660,080402010502,50-100
29661,080402010503,<50
29662,080402010601,50-100
29663,080402010705,50-100
29664,080402020206,<50
29665,080402020701,200-500
29666,080402020704,100-200
29667,080402030102,<50
29668,080302050409,0
29669,080302080102,0
29670,080401010101,0
29671,080401010102,0
29672,080401010103,0
29673,080401010104,0
29674,080401010105,0
29675,080401010201,0
29676,080401010202,0
29677,080401010204,0
29678,080401010205,0
29679,080401010301,0
29680,080401010302,0
29681,080401010303,0
29682,080401010304,0
29683,080401010305,0
29684,080401010306,0
29685,080401010401,0
29686,080401010402,0
29687,080401010403,0
29688,080401010404,0
29689,080401010501,0
29690,080401010502,0
29691,080401010503,0
29692,080401010504,0
29693,080401010601,0
29694,080401010602,0
29695,080401010603,0
29696,080401010604,0
29697,080401010701,0
29698,080401010703,0
29699,080401010704,0
29700,080401010705,0
29701,080401010801,0
29702,080401010802,0
29703,080401010803,0
29704,080401010804,0
29705,080401010805,0
29706,080401010806,0
29707,080401020101,0
29708,080401020102,0
29709,080401020103,0
29710,080401020104,0
29711,080401020105,0
29712,080401020106,0
29713,080401020107,0
29714,080401020108,0
29715,080401020201,0
29716,080401020203,0
29717,080401020204,0
29718,080401020205,0
29719,080401020301,0
29720,080401020302,0
29721,080401020303,0
29722,080401020304,0
29723,080401020401,0
29724,080401020402,0
29725,080401020403,0
29726,080401020404,0
29727,080401020405,0
29728,080401020501,0
29729,080401020503,0
29730,080401020504,0
29731,080401020505,0
29732,080401020506,0
29733,080401020601,0
29734,080401020605,0
29735,080401020607,0
29736,080401020702,0
29737,080401020703,0
29738,080401020704,0
29739,080401020801,0
29740,080401020802,0
29741,080401020804,0
29742,080401020805,0
29743,080401020806,0
29744,080401020902,0
29745,080401020903,0
29746,080401020904,0
29747,080401030101,0
29748,080401030102,0
29749,080401030103,0
29750,080401030104,0
29751,080401030105,0
29752,080401030106,0
29753,080401030107,0
29754,080401030201,0
29755,080401030202,0
29756,080401030203,0
29757,080401030301,0
29758,080401030401,0
29759,080401030402,0
29760,080401030403,0
29761,080401030404,0
29762,080401030405,0
29763,080401030406,0
29764,080401030501,0
29765,080401030502,0
29766,080401030503,0
29767,080401030505,0
29768,080401030602,0
29769,080401030701,0
29770,080401030702,0
29771,080401030703,0
29772,080401030704,0
29773,080401030705,0
29774,080401030801,0
29775,080401030802,0
29776,080401030803,0
29777,080401030804,0
29778,080401030805,0
29779,080401030806,0
29780,080401030807,0
29781,080401030809,0
29782,080401030902,0
29783,080401030903,0
29784,080401030904,0
29785,080401030905,0
29786,080401030906,0
