OBJECTID,HUC_12,WaterbodyArea
1,010100041007,0.121596926220130
2,010100041110,0.821962822104872
3,010100050102,0.458326539683580
4,010100050305,0.397503869205811
5,010100050307,0.383399529380400
6,010100050308,0.058885642132380
7,010100041113,0.271592669845531
8,010100020101,4.790121714076835
9,010100020102,2.371452132466021
10,010100020103,1.559694851367817
11,010100020104,0.022488951886272
12,010100020105,44.426319346445041
13,010100020201,0.037657171539247
14,010100020202,4.804260758130167
15,010100020203,4.448101044214580
16,010100020204,17.505978767391110
17,010100020301,0.000000000000000
18,010100020302,0.027142780518577
19,010100020303,11.886914196291334
20,010100020304,0.642724334572277
21,010100020305,0.009999538407279
22,010100020306,0.000000000000000
23,010100020307,0.789671181004959
24,010100020308,0.097033094901546
25,010100020401,1.877684203282906
26,010100020402,2.550796978528199
27,010100020403,5.281540595123940
28,010100020404,0.008109058062643
29,010100020405,0.057113746995040
30,010100020406,3.799381599901176
31,010100020501,9.358734860970328
32,010100020502,5.925183823241074
33,010100020503,0.039272241089959
34,010100020504,0.135644955178958
35,010100020505,0.160440574556090
36,010100020601,1.865614869033106
37,010100020602,0.752948128654771
38,010100020701,0.000000000000000
39,010100020702,0.007120533433708
40,010100020703,0.036049032135243
41,010100020704,3.886285225460913
42,010100020705,0.141807554281016
43,010100020706,0.041798506049980
44,010100020707,0.053281317999412
45,010100020708,0.068392208177781
46,010100020709,0.572957588255490
47,010100020710,0.011928077024844
48,010100020711,0.153138278679769
49,010100030101,0.002454256157450
50,010100030102,2.768798820911681
51,010100030103,0.011230572163745
52,010100030104,1.374322584554829
53,010100030105,10.424410720300509
54,010100030201,0.000000000000000
55,010100030202,0.181090241611327
56,010100030203,10.253445478682679
57,010100030204,0.109056488513965
58,010100030205,3.967744928560371
59,010100030206,0.122547306614592
60,010100030207,9.689998285210093
61,010100030301,0.135446687918333
62,010100030302,29.315726940427837
63,010100030303,4.102784109990488
64,010100030304,0.653480577870971
65,010100030305,0.800142599273624
66,010100030306,10.127021771025209
67,010100030307,0.009767835353887
68,010100030308,0.280708002296048
69,010100030309,33.861530693797334
