,state,county,state_code,FIPS
22777,NEW MEXICO,OTERO,NM,35035
22795,NEW MEXICO,QUAY,NM,35037
22806,NEW MEXICO,RIO ARRIBA,NM,35039
22848,NEW MEXICO,ROOSEVELT,NM,35041
22859,NEW MEXICO,SANDOVAL,NM,35043
22881,NEW MEXICO,SAN JUAN,NM,35045
22899,NEW MEXICO,SAN MIGUEL,NM,35047
22930,NEW MEXICO,SANTA FE,NM,35049
22949,NEW MEXICO,SIERRA,NM,35051
22961,NEW MEXICO,SOCORRO,NM,35053
22976,NEW MEXICO,TAOS,NM,35055
23005,NEW MEXICO,TORRANCE,NM,35057
23020,NEW MEXICO,UNION,NM,35059
23032,NEW MEXICO,VALENCIA,NM,35061
23045,NEW YORK,ALBANY,NY,36001
23080,NEW YORK,ALLEGANY,NY,36003
23109,NEW YORK,BRONX,NY,36005
23111,NEW YORK,BROOME,NY,36007
23138,NEW YORK,CATTARAUGUS,NY,36009
23173,NEW YORK,CAYUGA,NY,36011
23196,NEW YORK,CHAUTAUQUA,NY,36013
23240,NEW YORK,CHEMUNG,NY,36015
23255,NEW YORK,CHENANGO,NY,36017
23281,NEW YORK,CLINTON,NY,36019
23311,NEW YORK,COLUMBIA,NY,36021
23350,NEW YORK,CORTLAND,NY,36023
23365,NEW YORK,DELAWARE,NY,36025
23404,NEW YORK,DUTCHESS,NY,36027
23447,NEW YORK,ERIE,NY,36029
23506,NEW YORK,ESSEX,NY,36031
23543,NEW YORK,FRANKLIN,NY,36033
23569,NEW YORK,FULTON,NY,36035
23579,NEW YORK,GENESEE,NY,36037
23599,NEW YORK,GREENE,NY,36039
23638,NEW YORK,HAMILTON,NY,36041
23649,NEW YORK,HERKIMER,NY,36043
23672,NEW YORK,JEFFERSON,NY,36045
23720,NEW YORK,KINGS,NY,36047
23722,NEW YORK,LEWIS,NY,36049
23741,NEW YORK,LIVINGSTON,NY,36051
23766,NEW YORK,MADISON,NY,36053
23801,NEW YORK,MONROE,NY,36055
23836,NEW YORK,MONTGOMERY,NY,36057
23851,NEW YORK,NASSAU,NY,36059
23962,NEW YORK,NEW YORK,NY,36061
23964,NEW YORK,NIAGARA,NY,36063
23987,NEW YORK,ONEIDA,NY,36065
24047,NEW YORK,ONONDAGA,NY,36067
24092,NEW YORK,ONTARIO,NY,36069
24117,NEW YORK,ORANGE,NY,36071
24173,NEW YORK,ORLEANS,NY,36073
24192,NEW YORK,OSWEGO,NY,36075
24221,NEW YORK,OTSEGO,NY,36077
24260,NEW YORK,PUTNAM,NY,36079
24271,NEW YORK,QUEENS,NY,36081
24275,NEW YORK,RENSSELAER,NY,36083
24309,NEW YORK,RICHMOND,NY,36085
24311,NEW YORK,ROCKLAND,NY,36087
24346,NEW YORK,ST LAWRENCE,NY,36089
24396,NEW YORK,SARATOGA,NY,36091
24424,NEW YORK,SCHENECTADY,NY,36093
24435,NEW YORK,SCHOHARIE,NY,36095
24455,NEW YORK,SCHUYLER,NY,36097
24468,NEW YORK,SENECA,NY,36099
24480,NEW YORK,STEUBEN,NY,36101
24516,NEW YORK,SUFFOLK,NY,36103
24657,NEW YORK,SULLIVAN,NY,36105
24716,NEW YORK,TIOGA,NY,36107
24729,NEW YORK,TOMPKINS,NY,36109
24746,NEW YORK,ULSTER,NY,36111
24813,NEW YORK,WARREN,NY,36113
24837,NEW YORK,WASHINGTON,NY,36115
24859,NEW YORK,WAYNE,NY,36117
24882,NEW YORK,WESTCHESTER,NY,36119
24952,NEW YORK,WYOMING,NY,36121
24973,NEW YORK,YATES,NY,36123
25014,NORTH CAROLINA,ALAMANCE,NC,37001
25028,NORTH CAROLINA,ALEXANDER,NC,37003
25031,NORTH CAROLINA,ALLEGHANY,NC,37005
25038,NORTH CAROLINA,ANSON,NC,37007
25046,NORTH CAROLINA,ASHE,NC,37009
25060,NORTH CAROLINA,AVERY,NC,37011
25071,NORTH CAROLINA,BEAUFORT,NC,37013
25082,NORTH CAROLINA,BERTIE,NC,37015
25092,NORTH CAROLINA,BLADEN,NC,37017
25104,NORTH CAROLINA,BRUNSWICK,NC,37019
25122,NORTH CAROLINA,BUNCOMBE,NC,37021
25141,NORTH CAROLINA,BURKE,NC,37023
25152,NORTH CAROLINA,CABARRUS,NC,37025
25159,NORTH CAROLINA,CALDWELL,NC,37027
25170,NORTH CAROLINA,CAMDEN,NC,37029
25174,NORTH CAROLINA,CARTERET,NC,37031
25194,NORTH CAROLINA,CASWELL,NC,37033
25202,NORTH CAROLINA,CATAWBA,NC,37035
25213,NORTH CAROLINA,CHATHAM,NC,37037
25224,NORTH CAROLINA,CHEROKEE,NC,37039
25232,NORTH CAROLINA,CHOWAN,NC,37041
25234,NORTH CAROLINA,CLAY,NC,37043
25237,NORTH CAROLINA,CLEVELAND,NC,37045
25249,NORTH CAROLINA,COLUMBUS,NC,37047
25264,NORTH CAROLINA,CRAVEN,NC,37049
25274,NORTH CAROLINA,CUMBERLAND,NC,37051
25286,NORTH CAROLINA,CURRITUCK,NC,37053
25304,NORTH CAROLINA,DARE,NC,37055
25321,NORTH CAROLINA,DAVIDSON,NC,37057
25332,NORTH CAROLINA,DAVIE,NC,37059
25335,NORTH CAROLINA,DUPLIN,NC,37061
25348,NORTH CAROLINA,DURHAM,NC,37063
25353,NORTH CAROLINA,EDGECOMBE,NC,37065
25364,NORTH CAROLINA,FORSYTH,NC,37067
25375,NORTH CAROLINA,FRANKLIN,NC,37069
25380,NORTH CAROLINA,GASTON,NC,37071
25398,NORTH CAROLINA,GATES,NC,37073
25405,NORTH CAROLINA,GRAHAM,NC,37075
25408,NORTH CAROLINA,GRANVILLE,NC,37077
25417,NORTH CAROLINA,GREENE,NC,37079
25421,NORTH CAROLINA,GUILFORD,NC,37081
25438,NORTH CAROLINA,HALIFAX,NC,37083
25449,NORTH CAROLINA,HARNETT,NC,37085
25460,NORTH CAROLINA,HAYWOOD,NC,37087
25469,NORTH CAROLINA,HENDERSON,NC,37089
25487,NORTH CAROLINA,HERTFORD,NC,37091
25493,NORTH CAROLINA,HOKE,NC,37093
25496,NORTH CAROLINA,HYDE,NC,37095
25503,NORTH CAROLINA,IREDELL,NC,37097
25513,NORTH CAROLINA,JACKSON,NC,37099
25522,NORTH CAROLINA,JOHNSTON,NC,37101
25532,NORTH CAROLINA,JONES,NC,37103
25536,NORTH CAROLINA,LEE,NC,37105
25542,NORTH CAROLINA,LENOIR,NC,37107
25548,NORTH CAROLINA,LINCOLN,NC,37109
25555,NORTH CAROLINA,MCDOWELL,NC,37111
25563,NORTH CAROLINA,MACON,NC,37113
25568,NORTH CAROLINA,MADISON,NC,37115
25572,NORTH CAROLINA,MARTIN,NC,37117
25582,NORTH CAROLINA,MECKLENBURG,NC,37119
25592,NORTH CAROLINA,MITCHELL,NC,37121
25597,NORTH CAROLINA,MONTGOMERY,NC,37123
25603,NORTH CAROLINA,MOORE,NC,37125
25621,NORTH CAROLINA,NASH,NC,37127
25631,NORTH CAROLINA,NEW HANOVER,NC,37129
25638,NORTH CAROLINA,NORTHAMPTON,NC,37131
25655,NORTH CAROLINA,ONSLOW,NC,37133
25663,NORTH CAROLINA,ORANGE,NC,37135
25670,NORTH CAROLINA,PAMLICO,NC,37137
25680,NORTH CAROLINA,PASQUOTANK,NC,37139
25682,NORTH CAROLINA,PENDER,NC,37141
25692,NORTH CAROLINA,PERQUIMANS,NC,37143
25696,NORTH CAROLINA,PERSON,NC,37145
25702,NORTH CAROLINA,PITT,NC,37147
25716,NORTH CAROLINA,POLK,NC,37149
25721,NORTH CAROLINA,RANDOLPH,NC,37151
25738,NORTH CAROLINA,RICHMOND,NC,37153
25749,NORTH CAROLINA,ROBESON,NC,37155
25766,NORTH CAROLINA,ROCKINGHAM,NC,37157
25773,NORTH CAROLINA,ROWAN,NC,37159
25787,NORTH CAROLINA,RUTHERFORD,NC,37161
25803,NORTH CAROLINA,SAMPSON,NC,37163
25814,NORTH CAROLINA,SCOTLAND,NC,37165
25820,NORTH CAROLINA,STANLY,NC,37167
25829,NORTH CAROLINA,STOKES,NC,37169
25839,NORTH CAROLINA,SURRY,NC,37171
25852,NORTH CAROLINA,SWAIN,NC,37173
25856,NORTH CAROLINA,TRANSYLVANIA,NC,37175
25864,NORTH CAROLINA,TYRRELL,NC,37177
25865,NORTH CAROLINA,UNION,NC,37179
25873,NORTH CAROLINA,VANCE,NC,37181
25878,NORTH CAROLINA,WAKE,NC,37183
25898,NORTH CAROLINA,WARREN,NC,37185
25906,NORTH CAROLINA,WASHINGTON,NC,37187
25910,NORTH CAROLINA,WATAUGA,NC,37189
25919,NORTH CAROLINA,WAYNE,NC,37191
25927,NORTH CAROLINA,WILKES,NC,37193
25941,NORTH CAROLINA,WILSON,NC,37195
25949,NORTH CAROLINA,YADKIN,NC,37197
25957,NORTH CAROLINA,YANCEY,NC,37199
25973,NORTH DAKOTA,ADAMS,ND,38001
25977,NORTH DAKOTA,BARNES,ND,38003
25990,NORTH DAKOTA,BENSON,ND,38005
26005,NORTH DAKOTA,BILLINGS,ND,38007
26009,NORTH DAKOTA,BOTTINEAU,ND,38009
26025,NORTH DAKOTA,BOWMAN,ND,38011
26029,NORTH DAKOTA,BURKE,ND,38013
26040,NORTH DAKOTA,BURLEIGH,ND,38015
26052,NORTH DAKOTA,CASS,ND,38017
26079,NORTH DAKOTA,CAVALIER,ND,38019
26093,NORTH DAKOTA,DICKEY,ND,38021
26101,NORTH DAKOTA,DIVIDE,ND,38023
26106,NORTH DAKOTA,DUNN,ND,38025
26113,NORTH DAKOTA,EDDY,ND,38027
26117,NORTH DAKOTA,EMMONS,ND,38029
26123,NORTH DAKOTA,FOSTER,ND,38031
26128,NORTH DAKOTA,GOLDEN VALLEY,ND,38033
26132,NORTH DAKOTA,GRAND FORKS,ND,38035
26146,NORTH DAKOTA,GRANT,ND,38037
26154,NORTH DAKOTA,GRIGGS,ND,38039
26159,NORTH DAKOTA,HETTINGER,ND,38041
26163,NORTH DAKOTA,KIDDER,ND,38043
26171,NORTH DAKOTA,LA MOURE,ND,38045
26182,NORTH DAKOTA,LOGAN,ND,38047
26187,NORTH DAKOTA,MCHENRY,ND,38049
26204,NORTH DAKOTA,MCINTOSH,ND,38051
26209,NORTH DAKOTA,MCKENZIE,ND,38053
26219,NORTH DAKOTA,MCLEAN,ND,38055
26236,NORTH DAKOTA,MERCER,ND,38057
26242,NORTH DAKOTA,MORTON,ND,38059
26253,NORTH DAKOTA,MOUNTRAIL,ND,38061
26266,NORTH DAKOTA,NELSON,ND,38063
26277,NORTH DAKOTA,OLIVER,ND,38065
26280,NORTH DAKOTA,PEMBINA,ND,38067
26298,NORTH DAKOTA,PIERCE,ND,38069
26305,NORTH DAKOTA,RAMSEY,ND,38071
26317,NORTH DAKOTA,RANSOM,ND,38073
26324,NORTH DAKOTA,RENVILLE,ND,38075
26331,NORTH DAKOTA,RICHLAND,ND,38077
26346,NORTH DAKOTA,ROLETTE,ND,38079
26354,NORTH DAKOTA,SARGENT,ND,38081
26367,NORTH DAKOTA,SHERIDAN,ND,38083
26371,NORTH DAKOTA,SIOUX,ND,38085
26376,NORTH DAKOTA,SLOPE,ND,38087
26378,NORTH DAKOTA,STARK,ND,38089
26385,NORTH DAKOTA,STEELE,ND,38091
26389,NORTH DAKOTA,STUTSMAN,ND,38093
26405,NORTH DAKOTA,TOWNER,ND,38095
26413,NORTH DAKOTA,TRAILL,ND,38097
26424,NORTH DAKOTA,WALSH,ND,38099
26439,NORTH DAKOTA,WARD,ND,38101
26453,NORTH DAKOTA,WELLS,ND,38103
26465,NORTH DAKOTA,WILLIAMS,ND,38105
26484,OHIO,ADAMS,OH,39001
26494,OHIO,ALLEN,OH,39003
26504,OHIO,ASHLAND,OH,39005
26515,OHIO,ASHTABULA,OH,39007
26536,OHIO,ATHENS,OH,39009
26556,OHIO,AUGLAIZE,OH,39011
26568,OHIO,BELMONT,OH,39013
26602,OHIO,BROWN,OH,39015
26615,OHIO,BUTLER,OH,39017
26641,OHIO,CARROLL,OH,39019
26652,OHIO,CHAMPAIGN,OH,39021
26663,OHIO,CLARK,OH,39023
26678,OHIO,CLERMONT,OH,39025
26699,OHIO,CLINTON,OH,39027
26713,OHIO,COLUMBIANA,OH,39029
26739,OHIO,COSHOCTON,OH,39031
26752,OHIO,CRAWFORD,OH,39033
26761,OHIO,CUYAHOGA,OH,39035
26823,OHIO,DARKE,OH,39037
26847,OHIO,DEFIANCE,OH,39039
26855,OHIO,DELAWARE,OH,39041
26869,OHIO,ERIE,OH,39043
26883,OHIO,FAIRFIELD,OH,39045
26900,OHIO,FAYETTE,OH,39047
26906,OHIO,FRANKLIN,OH,39049
26942,OHIO,FULTON,OH,39051
26951,OHIO,GALLIA,OH,39053
26965,OHIO,GEAUGA,OH,39055
26981,OHIO,GREENE,OH,39057
26996,OHIO,GUERNSEY,OH,39059
27013,OHIO,HAMILTON,OH,39061
27068,OHIO,HANCOCK,OH,39063
27081,OHIO,HARDIN,OH,39065
27092,OHIO,HARRISON,OH,39067
27107,OHIO,HENRY,OH,39069
27119,OHIO,HIGHLAND,OH,39071
27128,OHIO,HOCKING,OH,39073
27137,OHIO,HOLMES,OH,39075
27152,OHIO,HURON,OH,39077
27164,OHIO,JACKSON,OH,39079
27170,OHIO,JEFFERSON,OH,39081
27201,OHIO,KNOX,OH,39083
27212,OHIO,LAKE,OH,39085
27233,OHIO,LAWRENCE,OH,39087
27249,OHIO,LICKING,OH,39089
27272,OHIO,LOGAN,OH,39091
27291,OHIO,LORAIN,OH,39093
27312,OHIO,LUCAS,OH,39095
27326,OHIO,MADISON,OH,39097
27333,OHIO,MAHONING,OH,39099
27360,OHIO,MARION,OH,39101
27369,OHIO,MEDINA,OH,39103
27387,OHIO,MEIGS,OH,39105
27401,OHIO,MERCER,OH,39107
27413,OHIO,MIAMI,OH,39109
27428,OHIO,MONROE,OH,39111
27447,OHIO,MONTGOMERY,OH,39113
27480,OHIO,MORGAN,OH,39115
27487,OHIO,MORROW,OH,39117
27496,OHIO,MUSKINGUM,OH,39119
27515,OHIO,NOBLE,OH,39121
27524,OHIO,OTTAWA,OH,39123
27543,OHIO,PAULDING,OH,39125
27554,OHIO,PERRY,OH,39127
27568,OHIO,PICKAWAY,OH,39129
27581,OHIO,PIKE,OH,39131
27591,OHIO,PORTAGE,OH,39133
27610,OHIO,PREBLE,OH,39135
27623,OHIO,PUTNAM,OH,39137
27639,OHIO,RICHLAND,OH,39139
27650,OHIO,ROSS,OH,39141
27663,OHIO,SANDUSKY,OH,39143
27674,OHIO,SCIOTO,OH,39145
27689,OHIO,SENECA,OH,39147
27708,OHIO,SHELBY,OH,39149
27720,OHIO,STARK,OH,39151
27750,OHIO,SUMMIT,OH,39153
27781,OHIO,TRUMBULL,OH,39155
27812,OHIO,TUSCARAWAS,OH,39157
27839,OHIO,UNION,OH,39159
27849,OHIO,VAN WERT,OH,39161
27859,OHIO,VINTON,OH,39163
27868,OHIO,WARREN,OH,39165
27885,OHIO,WASHINGTON,OH,39167
27910,OHIO,WAYNE,OH,39169
27928,OHIO,WILLIAMS,OH,39171
27941,OHIO,WOOD,OH,39173
27973,OHIO,WYANDOT,OH,39175
27995,OKLAHOMA,ADAIR,OK,40001
28000,OKLAHOMA,ALFALFA,OK,40003
28012,OKLAHOMA,ATOKA,OK,40005
28020,OKLAHOMA,BEAVER,OK,40007
28028,OKLAHOMA,BECKHAM,OK,40009
28036,OKLAHOMA,BLAINE,OK,40011
28047,OKLAHOMA,BRYAN,OK,40013
28066,OKLAHOMA,CADDO,OK,40015
28081,OKLAHOMA,CANADIAN,OK,40017
28091,OKLAHOMA,CARTER,OK,40019
28108,OKLAHOMA,CHEROKEE,OK,40021
28115,OKLAHOMA,CHOCTAW,OK,40023
28123,OKLAHOMA,CIMARRON,OK,40025
28128,OKLAHOMA,CLEVELAND,OK,40027
28135,OKLAHOMA,COAL,OK,40029
28142,OKLAHOMA,COMANCHE,OK,40031
28154,OKLAHOMA,COTTON,OK,40033
28158,OKLAHOMA,CRAIG,OK,40035
28164,OKLAHOMA,CREEK,OK,40037
28177,OKLAHOMA,CUSTER,OK,40039
28183,OKLAHOMA,DELAWARE,OK,40041
28194,OKLAHOMA,DEWEY,OK,40043
28202,OKLAHOMA,ELLIS,OK,40045
28208,OKLAHOMA,GARFIELD,OK,40047
28224,OKLAHOMA,GARVIN,OK,40049
28234,OKLAHOMA,GRADY,OK,40051
28245,OKLAHOMA,GRANT,OK,40053
28255,OKLAHOMA,GREER,OK,40055
28261,OKLAHOMA,HARMON,OK,40057
28264,OKLAHOMA,HARPER,OK,40059
28269,OKLAHOMA,HASKELL,OK,40061
28278,OKLAHOMA,HUGHES,OK,40063
28288,OKLAHOMA,JACKSON,OK,40065
28298,OKLAHOMA,JEFFERSON,OK,40067
28308,OKLAHOMA,JOHNSTON,OK,40069
28319,OKLAHOMA,KAY,OK,40071
28332,OKLAHOMA,KINGFISHER,OK,40073
28339,OKLAHOMA,KIOWA,OK,40075
28347,OKLAHOMA,LATIMER,OK,40077
28352,OKLAHOMA,LE FLORE,OK,40079
28374,OKLAHOMA,LINCOLN,OK,40081
28387,OKLAHOMA,LOGAN,OK,40083
28399,OKLAHOMA,LOVE,OK,40085
28405,OKLAHOMA,MCCLAIN,OK,40087
28416,OKLAHOMA,MCCURTAIN,OK,40089
28437,OKLAHOMA,MCINTOSH,OK,40091
28445,OKLAHOMA,MAJOR,OK,40093
28453,OKLAHOMA,MARSHALL,OK,40095
28463,OKLAHOMA,MAYES,OK,40097
28475,OKLAHOMA,MURRAY,OK,40099
28480,OKLAHOMA,MUSKOGEE,OK,40101
28494,OKLAHOMA,NOBLE,OK,40103
28501,OKLAHOMA,NOWATA,OK,40105
28507,OKLAHOMA,OKFUSKEE,OK,40107
28517,OKLAHOMA,OKLAHOMA,OK,40109
28539,OKLAHOMA,OKMULGEE,OK,40111
28549,OKLAHOMA,OSAGE,OK,40113
28571,OKLAHOMA,OTTAWA,OK,40115
28583,OKLAHOMA,PAWNEE,OK,40117
28594,OKLAHOMA,PAYNE,OK,40119
28603,OKLAHOMA,PITTSBURG,OK,40121
28623,OKLAHOMA,PONTOTOC,OK,40123
28633,OKLAHOMA,POTTAWATOMIE,OK,40125
28646,OKLAHOMA,PUSHMATAHA,OK,40127
28660,OKLAHOMA,ROGER MILLS,OK,40129
28669,OKLAHOMA,ROGERS,OK,40131
28676,OKLAHOMA,SEMINOLE,OK,40133
28686,OKLAHOMA,SEQUOYAH,OK,40135
28694,OKLAHOMA,STEPHENS,OK,40137
28702,OKLAHOMA,TEXAS,OK,40139
28712,OKLAHOMA,TILLMAN,OK,40141
28719,OKLAHOMA,TULSA,OK,40143
28731,OKLAHOMA,WAGONER,OK,40145
28738,OKLAHOMA,WASHINGTON,OK,40147
28744,OKLAHOMA,WASHITA,OK,40149
28755,OKLAHOMA,WOODS,OK,40151
28763,OKLAHOMA,WOODWARD,OK,40153
28773,OREGON,BAKER,OR,41001
28786,OREGON,BENTON,OR,41003
28793,OREGON,CLACKAMAS,OR,41005
28827,OREGON,CLATSOP,OR,41007
28837,OREGON,COLUMBIA,OR,41009
28850,OREGON,COOS,OR,41011
28863,OREGON,CROOK,OR,41013
28868,OREGON,CURRY,OR,41015
28880,OREGON,DESCHUTES,OR,41017
28889,OREGON,DOUGLAS,OR,41019
28918,OREGON,GILLIAM,OR,41021
28923,OREGON,GRANT,OR,41023
28937,OREGON,HARNEY,OR,41025
28948,OREGON,HOOD RIVER,OR,41027
28953,OREGON,JACKSON,OR,41029
28970,OREGON,JEFFERSON,OR,41031
28976,OREGON,JOSEPHINE,OR,41033
28988,OREGON,KLAMATH,OR,41035
29009,OREGON,LAKE,OR,41037
29018,OREGON,LANE,OR,41039
29062,OREGON,LINCOLN,OR,41041
29083,OREGON,LINN,OR,41043
29104,OREGON,MALHEUR,OR,41045
29118,OREGON,MARION,OR,41047
29145,OREGON,MORROW,OR,41049
29151,OREGON,MULTNOMAH,OR,41051
29165,OREGON,POLK,OR,41053
29174,OREGON,SHERMAN,OR,41055
29179,OREGON,TILLAMOOK,OR,41057
29194,OREGON,UMATILLA,OR,41059
29212,OREGON,UNION,OR,41061
29224,OREGON,WALLOWA,OR,41063
29229,OREGON,WASCO,OR,41065
29241,OREGON,WASHINGTON,OR,41067
29266,OREGON,WHEELER,OR,41069
29270,OREGON,YAMHILL,OR,41071
29286,PENNSYLVANIA,ADAMS,PA,42001
29309,PENNSYLVANIA,ALLEGHENY,PA,42003
29455,PENNSYLVANIA,ARMSTRONG,PA,42005
29493,PENNSYLVANIA,BEAVER,PA,42007
29522,PENNSYLVANIA,BEDFORD,PA,42009
29549,PENNSYLVANIA,BERKS,PA,42011
29613,PENNSYLVANIA,BLAIR,PA,42013
29631,PENNSYLVANIA,BRADFORD,PA,42015
29663,PENNSYLVANIA,BUCKS,PA,42017
29754,PENNSYLVANIA,BUTLER,PA,42019
29794,PENNSYLVANIA,CAMBRIA,PA,42021
29851,PENNSYLVANIA,CAMERON,PA,42023
29854,PENNSYLVANIA,CARBON,PA,42025
29872,PENNSYLVANIA,CENTRE,PA,42027
29904,PENNSYLVANIA,CHESTER,PA,42029
29970,PENNSYLVANIA,CLARION,PA,42031
30007,PENNSYLVANIA,CLEARFIELD,PA,42033
30060,PENNSYLVANIA,CLINTON,PA,42035
30079,PENNSYLVANIA,COLUMBIA,PA,42037
30094,PENNSYLVANIA,CRAWFORD,PA,42039
30122,PENNSYLVANIA,CUMBERLAND,PA,42041
30148,PENNSYLVANIA,DAUPHIN,PA,42043
30178,PENNSYLVANIA,DELAWARE,PA,42045
30254,PENNSYLVANIA,ELK,PA,42047
30268,PENNSYLVANIA,ERIE,PA,42049
30294,PENNSYLVANIA,FAYETTE,PA,42051
30372,PENNSYLVANIA,FOREST,PA,42053
30379,PENNSYLVANIA,FRANKLIN,PA,42055
30415,PENNSYLVANIA,FULTON,PA,42057
30427,PENNSYLVANIA,GREENE,PA,42059
30453,PENNSYLVANIA,HUNTINGDON,PA,42061
30483,PENNSYLVANIA,INDIANA,PA,42063
30537,PENNSYLVANIA,JEFFERSON,PA,42065
30562,PENNSYLVANIA,JUNIATA,PA,42067
30575,PENNSYLVANIA,LACKAWANNA,PA,42069
30606,PENNSYLVANIA,LANCASTER,PA,42071
30683,PENNSYLVANIA,LAWRENCE,PA,42073
30700,PENNSYLVANIA,LEBANON,PA,42075
30724,PENNSYLVANIA,LEHIGH,PA,42077
30757,PENNSYLVANIA,LUZERNE,PA,42079
30833,PENNSYLVANIA,LYCOMING,PA,42081
30862,PENNSYLVANIA,MCKEAN,PA,42083
30887,PENNSYLVANIA,MERCER,PA,42085
30909,PENNSYLVANIA,MIFFLIN,PA,42087
30922,PENNSYLVANIA,MONROE,PA,42089
30955,PENNSYLVANIA,MONTGOMERY,PA,42091
31075,PENNSYLVANIA,MONTOUR,PA,42093
31077,PENNSYLVANIA,NORTHAMPTON,PA,42095
31108,PENNSYLVANIA,NORTHUMBERLAND,PA,42097
31139,PENNSYLVANIA,PERRY,PA,42099
31155,PENNSYLVANIA,PHILADELPHIA,PA,42101
31157,PENNSYLVANIA,PIKE,PA,42103
31171,PENNSYLVANIA,POTTER,PA,42105
31183,PENNSYLVANIA,SCHUYLKILL,PA,42107
31260,PENNSYLVANIA,SNYDER,PA,42109
31277,PENNSYLVANIA,SOMERSET,PA,42111
31319,PENNSYLVANIA,SULLIVAN,PA,42113
31328,PENNSYLVANIA,SUSQUEHANNA,PA,42115
31357,PENNSYLVANIA,TIOGA,PA,42117
31383,PENNSYLVANIA,UNION,PA,42119
31401,PENNSYLVANIA,VENANGO,PA,42121
31420,PENNSYLVANIA,WARREN,PA,42123
31436,PENNSYLVANIA,WASHINGTON,PA,42125
31510,PENNSYLVANIA,WAYNE,PA,42127
31538,PENNSYLVANIA,WESTMORELAND,PA,42129
31641,PENNSYLVANIA,WYOMING,PA,42131
31651,PENNSYLVANIA,YORK,PA,42133
31736,PUERTO RICO,,PR,00000
31737,RHODE ISLAND,BRISTOL,RI,44001
31741,RHODE ISLAND,KENT,RI,44003
31750,RHODE ISLAND,NEWPORT,RI,44005
31761,RHODE ISLAND,PROVIDENCE,RI,44007
31799,RHODE ISLAND,WASHINGTON,RI,44009
31843,SOUTH CAROLINA,ABBEVILLE,SC,45001
31849,SOUTH CAROLINA,AIKEN,SC,45003
31873,SOUTH CAROLINA,ALLENDALE,SC,45005
31878,SOUTH CAROLINA,ANDERSON,SC,45007
31893,SOUTH CAROLINA,BAMBERG,SC,45009
31898,SOUTH CAROLINA,BARNWELL,SC,45011
31905,SOUTH CAROLINA,BEAUFORT,SC,45013
31922,SOUTH CAROLINA,BERKELEY,SC,45015
31942,SOUTH CAROLINA,CALHOUN,SC,45017
31946,SOUTH CAROLINA,CHARLESTON,SC,45019
31969,SOUTH CAROLINA,CHEROKEE,SC,45021
31974,SOUTH CAROLINA,CHESTER,SC,45023
31983,SOUTH CAROLINA,CHESTERFIELD,SC,45025
31991,SOUTH CAROLINA,CLARENDON,SC,45027
32003,SOUTH CAROLINA,COLLETON,SC,45029
32014,SOUTH CAROLINA,DARLINGTON,SC,45031
32022,SOUTH CAROLINA,DILLON,SC,45033
32033,SOUTH CAROLINA,DORCHESTER,SC,45035
32043,SOUTH CAROLINA,EDGEFIELD,SC,45037
32046,SOUTH CAROLINA,FAIRFIELD,SC,45039
32054,SOUTH CAROLINA,FLORENCE,SC,45041
32066,SOUTH CAROLINA,GEORGETOWN,SC,45043
32070,SOUTH CAROLINA,GREENVILLE,SC,45045
32090,SOUTH CAROLINA,GREENWOOD,SC,45047
32098,SOUTH CAROLINA,HAMPTON,SC,45049
32112,SOUTH CAROLINA,HORRY,SC,45051
32126,SOUTH CAROLINA,JASPER,SC,45053
32130,SOUTH CAROLINA,KERSHAW,SC,45055
32137,SOUTH CAROLINA,LANCASTER,SC,45057
32145,SOUTH CAROLINA,LAURENS,SC,45059
32156,SOUTH CAROLINA,LEE,SC,45061
32161,SOUTH CAROLINA,LEXINGTON,SC,45063
32178,SOUTH CAROLINA,MCCORMICK,SC,45065
32185,SOUTH CAROLINA,MARION,SC,45067
32194,SOUTH CAROLINA,MARLBORO,SC,45069
32200,SOUTH CAROLINA,NEWBERRY,SC,45071
32209,SOUTH CAROLINA,OCONEE,SC,45073
32221,SOUTH CAROLINA,ORANGEBURG,SC,45075
32239,SOUTH CAROLINA,PICKENS,SC,45077
32249,SOUTH CAROLINA,RICHLAND,SC,45079
32267,SOUTH CAROLINA,SALUDA,SC,45081
32272,SOUTH CAROLINA,SPARTANBURG,SC,45083
32310,SOUTH CAROLINA,SUMTER,SC,45085
32323,SOUTH CAROLINA,UNION,SC,45087
32330,SOUTH CAROLINA,WILLIAMSBURG,SC,45089
32341,SOUTH CAROLINA,YORK,SC,45091
32359,SOUTH DAKOTA,AURORA,SD,46003
32362,SOUTH DAKOTA,BEADLE,SD,46005
32371,SOUTH DAKOTA,BENNETT,SD,46007
32375,SOUTH DAKOTA,BON HOMME,SD,46009
32380,SOUTH DAKOTA,BROOKINGS,SD,46011
32388,SOUTH DAKOTA,BROWN,SD,46013
32402,SOUTH DAKOTA,BRULE,SD,46015
32405,SOUTH DAKOTA,BUFFALO,SD,46017
32407,SOUTH DAKOTA,BUTTE,SD,46019
32412,SOUTH DAKOTA,CAMPBELL,SD,46021
32415,SOUTH DAKOTA,CHARLES MIX,SD,46023
32425,SOUTH DAKOTA,CLARK,SD,46025
32434,SOUTH DAKOTA,CLAY,SD,46027
32439,SOUTH DAKOTA,CODINGTON,SD,46029
32446,SOUTH DAKOTA,CORSON,SD,46031
32458,SOUTH DAKOTA,CUSTER,SD,46033
32464,SOUTH DAKOTA,DAVISON,SD,46035
