,state,county,Long_Commute_Driving_Alone_Raw,Broadband_Access_Raw,popdensity2010,mean_commutetime2000
0,1,1,0.421,0.9088043333,821.5462575833334,28.164479333333333
1,1,3,0.381,0.8975085057,393.89150012903224,26.657520677419356
2,1,5,0.375,0.7230176211,143.95300966666665,23.508563666666667
3,1,7,0.535,0.8115176331,45.4047525,33.742693
4,1,9,0.614,0.8392865268,92.4256838888889,35.865771555555554
5,1,11,0.428,0.6498696785,20.8882355,28.943081000000003
6,1,13,0.342,0.7975764252,169.32318156666668,26.979843555555554
7,1,15,0.307,0.8533850416,605.2209805141936,23.641529133333332
8,1,17,0.334,0.7876145763,398.96150977777774,23.104985555555558
9,1,19,0.443,0.8023289109,68.44108433333334,30.176126
10,1,21,0.504,0.8212942919,106.00641988888889,34.45860033333334
11,1,23,0.565,0.7174333204,15.07621575,36.527508
12,1,25,0.363,0.70989115,31.44743422222222,28.98733022222222
13,1,27,0.403,0.7776235906,26.537915249999998,27.425009250000002
14,1,29,0.594,0.7515814669,30.174476,30.65173475
15,1,31,0.311,0.8687919463,377.5030609285714,23.661052714285713
16,1,33,0.245,0.7886195648,816.7616950714286,24.190206285714286
17,1,35,0.439,0.6806537102,21.12211106,26.774951799999997
18,1,37,0.425,0.8038562247,22.764187000000003,28.35028966666667
19,1,39,0.292,0.7889617109,144.38143984285713,22.88360107142857
20,1,41,0.472,0.68,22.75738683333333,33.691571
21,1,43,0.351,0.8565266479,209.46960077777777,29.828590666666667
22,1,45,0.311,0.8446557742,242.72652414285716,22.4294495
23,1,47,0.31,0.7928775298,672.85017968,23.855009199999998
24,1,49,0.303,0.8528482232,109.93476164285714,24.63905114285714
25,1,51,0.486,0.9006732454,278.8456951333334,29.508587533333333
26,1,53,0.29,0.7539316172,129.717046,24.968534777777776
27,1,55,0.309,0.8496169561,850.5005747666668,24.301153199999998
28,1,57,0.422,0.7782184763,32.7350182,29.709084400000002
29,1,59,0.361,0.6628137669,136.92519611111112,25.668881444444445
30,1,61,0.411,0.765971564,53.01850983333333,28.026908666666667
31,1,63,0.441,0.6038854132,14.442646033333332,31.532876333333334
32,1,65,0.543,0.76033207,25.473696500000003,30.240004
33,1,67,0.402,0.8001196888,42.67800916666667,27.273439166666666
34,1,69,0.247,0.8534087974,1019.9770526363637,20.816248954545454
35,1,71,0.4,0.8686868687,145.4346778909091,28.174101909090908
36,1,73,0.336,0.8851776238,2005.5156798711657,25.442114214723926
37,1,75,0.374,0.7242831362,24.232802000000003,25.465988999999997
38,1,77,0.334,0.817185445,931.611715909091,23.907123363636366
39,1,79,0.538,0.7443895017,71.48311266666667,29.347470777777783
40,1,81,0.269,0.8693482868,1440.3451812222222,20.989433407407407
41,1,83,0.427,0.8915819195,426.239251375,27.056020625
42,1,85,0.628,0.6462388849,16.0582375,37.452003500000004
43,1,87,0.375,0.7586351559,384.8769656916666,25.72301825
44,1,89,0.269,0.9130664927,1593.7759040547946,21.459085945205477
45,1,91,0.382,0.7646749836,37.67443995,28.571047500000002
46,1,93,0.305,0.7657715652,45.299227,24.07612275
47,1,95,0.346,0.8942246197,312.75224605555553,25.301209055555557
48,1,97,0.365,0.8388481499,1970.4541276842106,25.213427833333334
49,1,99,0.321,0.6875338021,30.26717785714286,26.806012142857146
50,1,101,0.223,0.8895412238,1862.9129223999998,21.66528870769231
51,1,103,0.367,0.8317607483,1105.0955924074074,23.807906222222226
52,1,105,0.452,0.7145539906,15.184425966666666,34.79966
53,1,107,0.599,0.7553987907,25.7580578,31.0896506
54,1,109,0.208,0.8047600159,106.2876295,24.87567275
55,1,111,0.427,0.8067272926,47.51461016666667,31.726270333333332
56,1,113,0.338,0.7745543222,1104.2708685384616,25.729051692307692
57,1,115,0.565,0.9033268556,246.53234330769232,33.42714915384615
58,1,117,0.514,0.9355726228,869.5811053833332,30.137589083333335
59,1,119,0.437,0.7655823715,14.583279525,27.85280325
60,1,121,0.364,0.8606220925,431.65644990909095,25.58032977272727
61,1,123,0.381,0.8204012569,101.6234554,26.661947000000005
62,1,125,0.286,0.8747150271,1576.1385186595744,22.16757259574468
63,1,127,0.455,0.8172523447,144.76339661111112,34.91580444444444
64,1,129,0.55,0.7941176471,17.63748934,35.188053000000004
65,1,131,0.531,0.7303005686,15.1663309,34.548089
66,1,133,0.441,0.7780874786,56.61248071428572,27.780129714285717
67,2,13,0.0,0.5801603206,0.44987479,7.8330126
68,2,16,0.008,0.7748208802,2.1866198050000003,9.38943075
69,2,20,0.148,0.9428375422,3846.983954447273,20.59068801818182
70,2,50,0.006,0.8064792963,9.434397537333334,9.160137266666666
71,2,60,0.037,0.8056537102,1.9787911,11.656827
72,2,68,0.255,0.818011257,0.14319983,16.680338
73,2,70,0.005,0.8011569053,7.593779254999999,10.9081573
74,2,90,0.181,0.9058215391,1289.6077250105263,18.596898736842103
75,2,100,0.111,0.8120133482,1.0816872,13.785543
76,2,105,0.204,0.6540130152,34.333833615,16.7464755
77,2,110,0.076,0.9332470696,608.8443618666666,16.992732333333333
78,2,122,0.204,0.8686302401,81.98555654015384,21.699560230769233
79,2,130,0.067,0.9005515033,529.032945475,16.34908025
80,2,150,0.024,0.9175347222,566.228656572,11.65026264
81,2,158,0.0,0.8064516129,,
82,2,164,0.026,0.7422360248,0.068958201,8.822896
83,2,170,0.422,0.9207953228,282.7821174608333,37.73839879166667
84,2,180,0.0,0.8348887294,2.68461912,7.574637149999999
