,ec_county,child_ec_county,support_ratio_county,volunteering_rate_county,civic_organizations_county,clustering_county
45,0.57516998,0.68480998,0.99905002,0.049279999,0.01546,0.15583999
46,0.64333999,0.68886,0.99787003,0.02806,0.01225,0.12976
47,0.56095999,0.85096997,0.99274999,0.033980001,0.01194,0.10477
48,0.56962001,0.77516001,0.99576998,0.045000002,0.01322,0.096320003
49,0.47554001,0.60307002,0.99856001,0.034680001,0.01195,0.16456001
50,0.49068999,0.79247999,0.99729002,0.029139999,0.018510001,0.10102
51,0.61510003,0.90508002,0.9939,0.045650002,0.01534,0.10716
52,,,0.99896497,0.031367633,0.019242616,0.19801068
53,0.62550998,0.55018002,0.99844998,0.042319998,0.0128,0.16098
54,0.59630001,0.65039998,0.99858999,0.036729999,0.019819999,0.12736
55,0.55489999,0.69924003,0.99857998,0.030950001,0.01612,0.13440999
56,0.56879997,0.58965999,0.98253,0.047249999,0.0073899999,0.099420004
57,0.78175998,0.77757001,0.98808002,0.058680002,0.01571,0.10566
58,0.82049,1.08032,0.97235,0.059209999,0.015699999,0.098700002
59,0.54794002,,0.99831003,0.042410001,0.021369999,0.15988
60,0.52474999,0.67399001,0.99888998,0.034320001,0.01546,0.13107
61,0.51406997,0.68627,0.99917001,0.02613,0.024110001,0.14791
62,0.64775002,0.82072002,0.99621999,0.0451,0.01334,0.11285
63,0.64082003,0.62895,0.99795002,0.045030002,0.01458,0.11568
64,0.70414001,0.79619998,0.99853998,0.031819999,0.01032,0.14909001
65,0.42162001,0.34766001,0.99989003,0.01901,0.01398,0.19053
66,0.59921002,0.5668,0.99743998,0.03503,0.01305,0.12928
67,0.91415,,0.99333,0.039310001,0.0080500003,0.17668
68,0.83311999,,0.98166001,0.059119999,0.01085,0.13175
69,1.02472,1.34806,0.97893,0.1071,0.017619999,0.092150003
70,0.76327002,1.02683,1.0,0.11584,0.01144,0.22093999
71,,,0.99449265,0.042672243,0.12029663,0.13310137
72,1.16948,,0.98901999,0.14221001,0.02723,0.086390004
73,0.90030998,0.81506997,1.0,0.16418999,0.02486,0.21399
74,1.09859,1.3839999,0.97803998,0.12425,0.017440001,0.09251
75,1.1621799,,1.0,0.10074,0.068839997,0.12548999
76,1.04737,,0.99783999,0.13991,0.05531,0.1559
77,1.1094,1.30547,0.99326998,0.11854,0.025119999,0.10861
78,1.03391,1.2195899,0.99194002,0.16959,0.030470001,0.10711
79,0.98493999,1.23446,0.99817002,0.11885,0.03097,0.13572
80,1.06233,1.14385,0.99536002,0.15803,0.023770001,0.12197
81,0.64175999,,1.0,0.09008,0.0082,0.26097
82,,,0.99520481,0.086068638,0.028940175,0.15680957
83,1.09532,1.2169501,0.97605997,0.15514,0.020780001,0.091619998
84,0.83958,0.74658,0.9989,0.076159999,0.018270001,0.23547
85,1.08719,1.23939,0.99747002,0.2256,0.01016,0.19751
86,0.83544999,0.95924997,1.0,0.12913001,0.01402,0.22847
87,1.04632,,0.99869001,0.14663,0.039140001,0.15200999
88,0.86852002,1.04765,1.0,0.11994,0.03107,0.18854
89,1.1381,1.20061,0.99596,0.13887,0.035069998,0.11636
90,1.1267101,,0.99884999,0.090599999,0.036789998,0.11203
91,0.99532002,1.13311,0.99175,0.1129,0.037179999,0.12862
92,1.0594701,1.29258,0.99518001,0.11341,0.032910001,0.12568
93,1.06294,,0.99879998,0.11285,0.040259998,0.16279
94,0.79198003,,0.99452001,0.16680001,0.022089999,0.20638999
95,0.48368001,0.49801999,0.97656,0.060210001,0.018680001,0.085869998
96,0.79714,0.75994003,0.98288,0.083509997,0.022360001,0.093999997
97,0.75237,0.78612,0.97488999,0.10576,0.02241,0.088289998
98,0.61997002,0.75176001,0.99426001,0.080339998,0.02561,0.11768
99,0.68656999,0.76119,0.99585003,0.063620001,0.0099299997,0.12089
100,0.81149,0.94648999,0.99454999,0.05745,0.01355,0.11659
101,0.61006999,0.49496001,0.99476999,0.0603,0.02823,0.12695999
102,0.74400002,0.92000002,0.95842999,0.04837,0.0096699996,0.078369997
103,0.77204001,0.63424999,0.98514998,0.071999997,0.01219,0.095729999
104,0.57981002,0.61697,0.98989999,0.066600002,0.01581,0.11027
105,0.71572,0.77517998,0.97719997,0.053169999,0.01337,0.080949999
106,0.77478999,0.70965999,0.95612001,0.053769998,0.0088400003,0.085150003
107,0.52688998,0.61212999,0.99507999,0.02172,0.020509999,0.11585
108,0.84227997,0.7554,0.98193002,0.068680003,0.02716,0.089060001
109,0.66210002,0.60227001,0.98925,0.0363,0.0094400002,0.088310003
110,0.61054999,0.66711003,0.99893999,0.06696,0.0136,0.14993
111,0.68015999,0.67588001,0.99778998,0.060989998,0.01436,0.14714
112,0.78823,0.57344002,0.99365002,0.079580002,0.01836,0.10587
113,0.84904999,0.77778,0.97933,0.080600001,0.01637,0.090640001
114,0.76545,0.57844001,0.99632001,0.090460002,0.021369999,0.11089
115,0.60974002,0.71063,0.99726999,0.036120001,0.0098599996,0.14124
116,0.69174999,,0.99831998,0.069770001,0.01246,0.14181
117,0.71524,0.50901002,0.99168003,0.087109998,0.02517,0.10578
118,0.56199002,,0.99822003,0.024420001,0.01534,0.16948999
119,0.71052998,0.74087,0.99629998,0.061590001,0.020300001,0.12499
120,0.74431998,0.49261001,0.99528003,0.075110003,0.01129,0.13318001
121,0.77938998,0.67954999,0.99171001,0.094719999,0.02029,0.10399
122,0.75866997,,0.99579,0.048020002,0.0098599996,0.12567
123,0.64563,0.68333,0.99865001,0.17177001,0.022089999,0.14371
124,0.70840001,0.61382002,0.99294001,0.070610002,0.019330001,0.11337
125,0.72960001,0.79284,0.99348998,0.064730003,0.01572,0.10714
126,0.76648998,0.65438002,0.98910999,0.080320001,0.01754,0.10028
127,0.56164002,0.59034002,0.99615002,0.056499999,0.0093900003,0.12523
128,0.68954998,0.62629002,0.99791998,0.066349998,0.01478,0.13518
129,0.57362998,,0.99596,0.034910001,0.01119,0.14267001
130,0.56584001,0.55400002,0.99941999,0.02887,0.01767,0.15496001
131,0.71228999,0.67329001,0.99883002,0.049229998,0.017890001,0.13121
132,0.83756,0.83561999,0.98666,0.084569998,0.016070001,0.099569999
133,0.75325,0.56203997,0.99669999,0.10194,0.01849,0.12435
134,0.73201001,0.52302998,0.99378997,0.078599997,0.016829999,0.1235
135,0.70425999,0.75690001,0.99392003,0.083760001,0.02125,0.10116
136,0.82261002,0.80343997,0.99176002,0.073820002,0.01174,0.11056
137,0.74122,0.70393002,0.99528003,0.072959997,0.01221,0.10686
138,0.57415003,0.48791,0.99934,0.058619998,0.01313,0.13684
139,0.68937999,0.66768998,0.99484003,0.082340002,0.01935,0.11315
140,0.62585002,0.67632997,0.99759001,0.062290002,0.01187,0.13742
141,0.72654998,0.62058002,0.99801999,0.06219,0.01945,0.11242
142,0.73961002,0.46794,0.99463999,0.094059996,0.017650001,0.12540001
143,0.64454001,0.49491999,0.99835002,0.04826,0.01805,0.13863
144,0.57021999,0.63954002,0.99888003,0.03545,0.01459,0.12823001
145,0.63472998,0.55083001,0.99577999,0.13080999,0.01475,0.11966
146,0.64393997,,0.99399,0.09623,0.00667,0.12875
147,0.72068,0.52320999,0.99342,0.078210004,0.0162,0.11592
148,0.52933002,,0.99953997,0.04104,0.02445,0.15696
149,0.65166003,0.64401001,0.99663001,0.067749999,0.01006,0.13755
150,0.71503001,0.70688999,0.99734998,0.066629998,0.017550001,0.12375
151,0.72668999,0.57258999,0.99590999,0.10919,0.01825,0.12656
152,0.84548002,0.93474001,0.97763002,0.068470001,0.01086,0.093630001
153,0.79619998,0.52318001,0.99186999,0.12502,0.01119,0.11853
154,0.71357,0.53855997,0.98830998,0.092730001,0.025280001,0.10864
155,0.64515001,0.55084997,0.99171001,0.070029996,0.01187,0.11225
156,0.57393003,0.53232998,0.99956,0.032729998,0.01426,0.14452
157,0.55575001,,0.99817002,0.033039998,0.015830001,0.13361
158,0.69204998,0.47451001,0.99383003,0.058540002,0.0189,0.11672
159,0.61993998,0.47097,0.99857002,0.07897,0.02128,0.13518
160,0.76115,,0.99409002,0.13005,0.023080001,0.14032
161,0.63314998,0.63552999,0.99794,0.080200002,0.01816,0.13527
162,0.77210999,0.66273999,0.99237001,0.071610004,0.019479999,0.11429
163,0.49533999,0.49114001,0.99962002,0.021269999,0.01466,0.17674001
164,0.66134,0.65402001,0.99726999,0.06408,0.01419,0.13676
165,0.64930999,0.45846999,0.99423999,0.063450001,0.01486,0.12112
166,0.69538999,0.48590001,0.99664998,0.10515,0.02097,0.12809999
167,0.74772,0.76617002,0.99427003,0.10076,0.01918,0.10761
168,0.70025998,0.61693001,0.99975002,0.085069999,0.0146,0.13950001
169,0.68171,0.82804,0.99194998,0.060589999,0.02083,0.091870002
170,0.72465003,0.4425,0.99553001,0.073859997,0.01336,0.12163
171,0.53117001,0.40893999,0.99822998,0.039829999,0.01056,0.152
172,0.79585999,1.0282201,0.98153001,0.073399998,0.01182,0.096069999
173,0.65103,0.45759001,0.99809998,0.053649999,0.02256,0.14466999
174,0.70889002,0.52564001,0.99553001,0.095490001,0.016759999,0.14452
175,0.73863,0.70490003,0.98936999,0.06803,0.01461,0.097520001
176,0.62248999,0.54229999,0.99662,0.080739997,0.01099,0.132
177,0.70662999,0.39508,0.99027997,0.10254,0.01884,0.112
178,0.71987998,0.44778001,0.99913001,0.086379997,0.02696,0.12996
179,0.68690997,0.66816998,1.0,0.19355001,0.01778,0.14419
180,0.71042001,0.5571,0.99311,0.078840002,0.026690001,0.11538
181,0.80754,0.89169002,0.98194999,0.078419998,0.01411,0.094999999
182,0.79613,0.72071999,0.99084997,0.075750001,0.01511,0.10009
183,0.64192998,,0.99615002,0.041579999,0.01609,0.13221
184,0.63029999,0.65851003,0.99347001,0.086110003,0.01218,0.11517
185,0.91564,0.99251997,0.94234997,0.071089998,0.01575,0.086630002
186,,,0.87769938,0.14653735,0.082809731,0.091637172
187,0.92817998,1.1136,0.98970997,0.13452999,0.02789,0.10103
188,0.80008,0.92039001,0.98411,0.093960002,0.017240001,0.097589999
189,0.92421001,1.1551,0.98408002,0.097350001,0.028860001,0.10166
190,0.58380002,0.82441998,0.99716997,0.051490001,0.015769999,0.12258
191,0.88687998,1.14285,0.95846999,0.053070001,0.01432,0.089469999
192,0.63748002,0.70925999,0.99712002,0.066780001,0.025429999,0.12148
193,1.01846,1.1982,0.96995002,0.10019,0.01701,0.087700002
194,0.57849997,0.75003999,0.97832,0.033690002,0.0089199999,0.085189998
195,0.63274997,0.76097,0.99119997,0.078610003,0.01146,0.11322
196,0.81883001,0.89279002,0.98978001,0.10646,0.024180001,0.10776
197,0.73171002,0.72803003,0.99202001,0.041129999,0.01122,0.10064
198,0.79105997,0.88185,0.99720001,0.069789998,0.031399999,0.12489
199,0.6207,0.80997998,0.98127002,0.05748,0.0098900003,0.087279998
200,0.61815,0.92861003,0.98330998,0.029449999,0.0046399999,0.089280002
201,0.65311998,0.80712003,0.99138999,0.084639996,0.0177,0.10667
202,0.81195998,1.02992,0.99467999,0.17283,0.02445,0.10753
203,0.73580003,0.75217003,0.94514,0.046920002,0.01358,0.081759997
204,0.56068999,0.89611,0.97716999,0.033229999,0.0079300003,0.08743
205,0.81247997,1.16879,0.95152998,0.082209997,0.029689999,0.086240001
206,0.95354998,0.95412999,0.99344999,0.099679999,0.035270002,0.1116
207,0.69420999,0.75048,0.99517,0.096100003,0.02589,0.11799
208,0.63156003,0.89232999,0.98152,0.036540002,0.0085399998,0.091959998
209,0.66933,0.71214998,0.99549001,0.075089999,0.032480001,0.12079
210,0.9637,0.74369001,0.99330002,0.069799997,0.03342,0.10773
211,0.61296999,0.90011001,0.97865999,0.072810002,0.01629,0.092030004
212,0.80387002,1.1099,0.98259002,0.051109999,0.01936,0.091959998
213,1.01335,1.0956399,0.98294002,0.12127,0.030200001,0.090109996
214,0.85553998,0.89409,0.95327997,0.046700001,0.01335,0.086589999
215,1.0711,1.33257,0.94410002,0.078850001,0.015769999,0.087250002
216,0.89507997,0.86422002,0.99444997,0.11806,0.041080002,0.11529
217,0.74834001,0.94273001,0.94778001,0.039820001,0.0094799995,0.080349997
218,0.81634998,1.00345,0.96402001,0.06047,0.01406,0.084650002
219,0.82344002,1.19525,0.97492999,0.060389999,0.01418,0.092289999
220,0.73532999,0.91341001,0.94182998,0.038770001,0.01036,0.080420002
221,0.90846002,1.00844,0.95931,0.05587,0.01499,0.084210001
222,1.31244,0.76213002,0.92522001,0.084530003,0.01926,0.079460002
223,0.72867,1.0142699,0.96973997,0.03596,0.01006,0.086479999
224,0.93507999,1.13587,0.98347998,0.11962,0.025490001,0.095940001
225,1.16289,1.09759,0.93785,0.05632,0.01163,0.088699996
226,0.72433001,0.99298,0.98363,0.050930001,0.01894,0.093419999
227,1.15832,1.0641,0.95429999,0.05407,0.01259,0.08963
228,0.81641001,1.04211,0.97289997,0.084919997,0.022779999,0.087530002
229,0.79174,0.94797999,0.98763001,0.12800001,0.01929,0.088019997
230,1.03074,,0.98012,0.14386,0.050480001,0.10716
231,0.74171001,0.80195999,0.99580002,0.15254,0.033690002,0.11225
232,0.87462997,1.21323,0.96779001,0.0535,0.0089400001,0.087360002
233,0.86228001,1.16857,0.98087001,0.086240001,0.01945,0.092950001
234,0.74586999,0.96781999,0.97188997,0.04253,0.0082,0.084260002
235,0.71074998,1.00217,0.98209,0.052439999,0.01048,0.094700001
236,0.64851999,0.85077,0.98190999,0.096670002,0.01097,0.094949998
237,0.73521,0.54317999,0.99326998,0.12196,0.026590001,0.11937
238,0.54176003,0.82749999,0.98430997,0.028170001,0.0081099998,0.088409998
239,0.9109,1.0138201,0.99375999,0.13939001,0.02723,0.10637
240,0.78140998,1.1205601,0.97039002,0.056940001,0.01212,0.08512
241,0.81755,1.08104,0.96081001,0.071220003,0.018139999,0.095069997
242,0.72917002,0.78634,0.96395999,0.064029999,0.01054,0.08794
243,0.81186002,0.78512001,0.92894,0.04752,0.0075400001,0.077160001
244,0.73189002,0.73917001,0.99471998,0.050999999,0.02079,0.1042
245,0.83072001,1.0621001,0.92438,0.05429,0.01001,0.080200002
246,0.93331999,0.73706001,0.99405003,0.05607,0.03413,0.10691
247,0.88227999,,0.99877,0.099660002,0.02084,0.145
248,0.65877998,,0.98966002,0.053070001,0.01413,0.10687
249,1.1075,1.15285,0.93155003,0.089000002,0.02327,0.086220004
250,1.1688499,1.29898,0.78333002,0.0748,0.01142,0.08568
251,1.09936,0.72198999,0.98942,0.092179999,0.03486,0.093089998
252,1.04763,,0.99842,0.096610002,0.082230002,0.11848
253,1.0602601,,0.98052001,0.090010002,0.030130001,0.094250001
254,0.75433999,0.59077001,0.99015999,0.042300001,0.015830001,0.1228
255,,,0.95564628,0.062567726,0.050639536,0.10037565
256,0.75880998,,0.98479998,0.099250004,0.018409999,0.097630002
257,1.0331399,,0.98386002,0.12661,0.081890002,0.093029998
258,0.87716001,0.75581002,0.98750001,0.083789997,0.02844,0.098559998
259,0.90732002,0.58323997,0.91143,0.07474,0.0156,0.081029996
260,0.94189,,0.99730003,0.090170003,0.064630002,0.12093
261,1.3532701,1.43038,0.90309,0.071970001,0.01052,0.081270002
262,0.87858999,0.90592003,0.98764998,0.060430001,0.020020001,0.09347
263,1.15659,1.19841,0.91428,0.10185,0.02751,0.08715
264,0.96052998,1.12466,0.95445001,0.06278,0.01177,0.078139998
265,0.87696999,0.80075002,0.99190003,0.10796,0.02248,0.098530002
266,0.80632001,0.93471003,0.98664999,0.079350002,0.01725,0.095600002
267,1.07927,,0.91494,0.10344,0.026289999,0.081359997
268,1.10788,0.79869002,0.99141997,0.064779997,0.033939999,0.096830003
269,1.24836,0.85913002,0.99241,0.14248,0.033369999,0.096430004
270,0.78763002,,0.99307001,0.069490001,0.047320001,0.11185
271,,,0.99296713,0.099603206,0.043994449,0.099756964
272,1.11146,0.99291998,0.90302998,0.068149999,0.01132,0.080949999
273,,,0.99715626,0.03668661,0.051219892,0.13098979
274,0.95122999,0.82106,0.99606001,0.088699996,0.026860001,0.11345
275,0.88313001,,0.98259002,0.066739999,0.021539999,0.099720001
276,1.04206,0.96271002,0.98322999,0.075410001,0.02581,0.088200003
277,1.123,1.12076,0.95437002,0.073559999,0.016829999,0.087779999
278,0.76256001,0.75322002,0.99608999,0.059149999,0.023949999,0.11774
279,0.96450001,0.74000001,0.99412,0.050829999,0.031199999,0.10041
280,0.96489,0.89737999,0.99458998,0.087360002,0.018300001,0.10945
281,0.91115999,0.85345,0.9878,0.098590001,0.01616,0.08416
282,0.88957,0.98935997,0.99471998,0.074320003,0.017379999,0.11528
283,0.74285001,0.72710001,0.99327999,0.07333,0.030029999,0.10202
284,0.82997,0.66654003,0.99021,0.072460003,0.02276,0.10075
285,0.81336999,0.76871997,0.99529999,0.096639998,0.01532,0.10917
286,0.71502,0.59941,0.99673998,0.058899999,0.02066,0.115
287,1.2136199,,0.97481,0.088830002,0.062040001,0.083169997
288,1.15571,0.96844,0.92698002,0.08568,0.034559999,0.086159997
289,0.84065998,0.68618,0.99669999,0.070019998,0.02334,0.11808
290,1.2436399,1.1525,0.98449999,0.080159999,0.02854,0.087080002
291,0.73517001,0.69081998,0.99791998,0.04843,0.02379,0.133
292,0.73233002,0.73417997,0.99085999,0.044969998,0.01162,0.086740002
293,1.01608,0.86971998,0.99596,0.13719,0.033070002,0.11756
294,0.76765001,0.59138,0.99106002,0.064209998,0.02644,0.10192
295,1.16202,1.13177,0.98961997,0.073650002,0.026699999,0.09437
296,0.76845998,,0.98637003,0.088459998,0.045290001,0.10025
297,,,0.98810619,0.10691312,0.11207242,0.082522742
298,1.2128,0.90518999,0.99397999,0.10464,0.038410001,0.094070002
299,0.97241998,,0.99378002,0.06617,0.03119,0.10723
300,1.00858,1.03541,0.97514999,0.064970002,0.01929,0.089429997
301,1.04694,0.95993,0.95622998,0.080930002,0.032129999,0.087540001
302,1.06846,0.77841002,0.99071997,0.09883,0.02194,0.11066
303,0.87436998,0.90625,0.96107,0.056680001,0.01036,0.084080003
304,0.81590003,0.76912999,0.99790001,0.070469998,0.018719999,0.13072
305,0.70120001,1.08856,0.98093998,0.050069999,0.01733,0.097520001
306,0.77675003,1.08182,0.98426002,0.057240002,0.016039999,0.097319998
307,1.08725,1.30311,0.98329997,0.074409999,0.02303,0.1088
308,1.1066999,1.35662,0.96917999,0.07801,0.019950001,0.10525
309,0.79593003,1.06996,0.98545003,0.059009999,0.01485,0.096519999
310,0.98711002,1.18094,0.98759001,0.083319999,0.0175,0.099909998
311,1.17711,1.36584,0.96503001,0.090580001,0.01959,0.10662
312,0.95749003,1.03262,0.98811001,0.069600001,0.017240001,0.10542
313,0.79290998,0.97771001,0.98771,0.053720001,0.01685,0.091240004
314,0.83468997,1.16108,0.98723,0.058460001,0.01749,0.085359998
315,0.71723998,0.92646998,0.99137002,0.057270002,0.018230001,0.098370001
316,0.99615997,0.80768001,0.95258999,0.095490001,0.041409999,0.077699997
317,0.81159002,1.00691,0.98689997,0.085830003,0.02101,0.094169997
318,0.66503,0.97051001,0.99733001,0.052280001,0.01257,0.11862
319,0.70344001,0.95849001,0.98887998,0.057459999,0.01718,0.089919999
320,0.61645001,0.78573,0.99541003,0.073179998,0.02142,0.11117
321,0.78833997,0.96875,0.98549002,0.070459999,0.01581,0.08901
322,0.75189,0.95972002,0.96746999,0.037420001,0.01445,0.080229998
323,0.58503997,0.56835002,0.99658,0.04473,0.01417,0.12649
324,0.77934003,0.74655998,0.97749001,0.06532,0.01926,0.09149
325,0.69256002,0.55716997,0.98703998,0.06425,0.017000001,0.090269998
326,0.79848999,1.01562,0.95287001,0.067259997,0.01085,0.080190003
327,0.65601999,0.94564003,0.98026001,0.074409999,0.01606,0.088040002
328,0.58517998,0.73583001,0.99331999,0.047279999,0.01421,0.10456
329,0.42908001,0.52140999,0.99351001,0.058940001,0.0094400002,0.11423
330,0.51828998,0.47246,0.99526,0.047060002,0.01538,0.12643
331,0.67084002,0.93093997,0.98289001,0.052689999,0.013,0.079630002
332,0.68265998,0.82133001,0.98971999,0.05576,0.01455,0.089380004
333,0.82933998,0.75010997,0.98022997,0.06061,0.017039999,0.091049999
334,0.57659,,0.99878001,0.04022,0.03813,0.16384999
335,0.41552001,0.43836001,0.99583,0.031350002,0.01581,0.12983
336,0.62075001,0.72749001,0.98793,0.058759999,0.01317,0.10527
337,0.50062001,,0.99239999,0.0704,0.017689999,0.1156
338,0.66769999,0.65898001,0.99659002,0.050870001,0.027109999,0.12656
339,0.48493999,0.69651997,0.99360001,0.05675,0.01022,0.11686
340,0.45475999,0.70665997,0.99612999,0.063960001,0.016650001,0.10862
341,0.43957999,0.66424,0.99456,0.047260001,0.0091800001,0.11605
342,0.73304999,0.82010001,0.97850001,0.0614,0.01233,0.086290002
343,0.60219997,0.59236997,0.99293,0.041069999,0.01753,0.10297
344,0.67980999,0.97842997,0.96801001,0.050349999,0.01291,0.079170004
345,0.59316999,0.65121001,0.99128997,0.054189999,0.01957,0.11125
346,0.70945001,0.84066999,0.99018002,0.060849998,0.020400001,0.09725
347,0.55905998,0.72953999,0.99568999,0.038070001,0.015860001,0.11612
348,0.61988997,0.61549997,0.98918003,0.050000001,0.022709999,0.12113
349,0.56705999,0.83586001,0.99620003,0.042029999,0.0195,0.1243
350,0.73413002,0.82998002,0.97412997,0.0568,0.016209999,0.086280003
351,0.67043,0.89972001,0.98150003,0.064120002,0.01309,0.085759997
352,0.75659001,1.10285,0.98720998,0.067089997,0.02224,0.096440002
353,0.60833001,0.55765998,0.98948997,0.056079999,0.021090001,0.10566
354,0.62063003,0.64763999,0.99822998,0.05466,0.018850001,0.14172
355,0.49355999,0.48227999,0.99934,0.0427,0.022220001,0.15132
356,0.66821998,0.86738998,0.98216999,0.053180002,0.01425,0.087619998
357,0.62976998,0.66760999,0.98606002,0.0449,0.0118,0.083219998
358,0.78965002,1.05699,0.97710001,0.08399,0.020540001,0.091459997
359,0.58605999,0.74071997,0.96485001,0.027690001,0.01182,0.079300001
360,0.78771001,0.98176003,0.99033999,0.066799998,0.02533,0.096529998
361,0.85834002,1.02609,0.98578,0.085129999,0.01552,0.093680002
362,0.83223999,1.07432,0.97681999,0.056230001,0.01449,0.08636
363,0.50796998,0.62129003,0.99586999,0.054249998,0.01093,0.11327
364,0.74878001,0.94198,0.96158999,0.048390001,0.01372,0.07722
365,0.73128003,0.88922,0.92736,0.03782,0.01037,0.073380001
366,0.68330997,0.90135998,0.97763997,0.05421,0.01449,0.08185
367,0.76490003,0.84337997,0.95429999,0.056919999,0.01127,0.081249997
368,0.78494,0.86220002,0.9777,0.067149997,0.016489999,0.082259998
369,0.61522001,0.79833001,0.98066998,0.049970001,0.0090100002,0.07914
370,0.49083999,0.58418,0.99355,0.05841,0.01389,0.11663
371,0.97408003,1.0254,0.96526998,0.088019997,0.01474,0.08467
372,0.66801,0.75546998,0.97962999,0.056650002,0.0093200002,0.084140003
373,0.86142999,0.98751003,0.96877003,0.071379997,0.01213,0.085150003
374,0.81924999,0.95314002,0.97533,0.06583,0.02311,0.08901
375,0.84119999,1.0961601,0.94951999,0.060230002,0.01559,0.082850002
376,0.66283,0.56844002,0.98095,0.041549999,0.01708,0.098739997
377,0.56638998,0.75503999,0.99179,0.059920002,0.016179999,0.1057
378,0.53534001,0.52578998,0.99941999,0.04112,0.021050001,0.16065
379,0.64183003,0.70455998,0.99384999,0.0757,0.0091800001,0.11055
380,0.72371,0.76793998,0.98089999,0.050930001,0.01449,0.086669996
381,0.75171,0.83901,0.98863,0.068619996,0.01471,0.10599
382,0.75123,0.73898,0.98061001,0.065080002,0.01898,0.092040002
383,0.60503,0.71337998,0.98747998,0.055610001,0.01812,0.10516
384,0.50406998,0.74024999,0.99945003,0.049869999,0.01292,0.13128
385,0.44181001,0.61857998,0.99576998,0.022980001,0.0089499997,0.12714
386,0.46742001,0.74304998,0.99694002,0.02795,0.00923,0.13691001
387,,,0.98462361,0.033110324,0.021789122,0.12444405
388,0.51651001,0.74300998,0.99756002,0.035100002,0.019239999,0.13662
389,0.73139,0.77539998,0.95249999,0.07299,0.01743,0.10429
390,0.77371001,0.90322,0.95537001,0.054409999,0.0087200003,0.090389997
391,0.73395997,0.91653001,0.98478001,0.058540002,0.01283,0.095519997
392,0.42513999,0.51586998,0.99895,0.021330001,0.0132,0.14523
393,0.57459998,0.65912998,0.99063998,0.045759998,0.0097399997,0.11086
394,0.48056999,0.78722,0.99498999,0.05466,0.01306,0.10359
395,0.56774998,0.8197,0.99621999,0.10004,0.01389,0.12806
396,0.55225003,0.59631002,0.99233001,0.047350001,0.01177,0.11515
