,ec_county,child_ec_county,support_ratio_county,volunteering_rate_county,civic_organizations_county,clustering_county
728,0.88543999,0.94661999,0.98784,0.097790003,0.01383,0.1106
729,0.70731997,0.65377003,0.99546999,0.12642001,0.01599,0.12924001
730,0.80694997,0.81326002,0.99643999,0.18449,0.023530001,0.11945
731,0.74383998,0.70497,0.99545002,0.07683,0.01072,0.11959
732,0.90367001,1.12582,0.96359998,0.08568,0.01083,0.096539997
733,0.77276999,0.82507002,0.99633002,0.14595,0.01615,0.12712
734,0.82953,0.94818002,0.98974001,0.069159999,0.01922,0.1009
735,0.80260998,0.88309002,0.98601002,0.06803,0.02348,0.10852
736,0.73655999,0.88253999,0.98299003,0.06033,0.01079,0.095059998
737,0.7274,0.80761999,0.99233001,0.093850002,0.01529,0.10642
738,0.76993001,0.63404,0.99659002,0.082010001,0.021,0.11634
739,0.70077997,0.74436003,0.99195999,0.084370002,0.01719,0.10429
740,0.64282,0.79659998,0.98211002,0.068999998,0.015690001,0.087470002
741,0.79961002,0.90021998,0.98913002,0.081890002,0.02437,0.11126
742,0.90463001,0.74151999,0.99658,0.076559998,0.01723,0.16034
743,0.72579002,0.80277997,0.99018002,0.06741,0.01684,0.10869
744,1.02991,1.0185,0.98132998,0.12898999,0.02471,0.099880002
745,0.82707,0.89166999,0.99637002,0.076549999,0.0186,0.11442
746,0.88023001,0.96416998,0.98031998,0.10055,0.0167,0.1037
747,0.8114,0.79299998,0.98206002,0.095469996,0.02251,0.1086
748,0.74302,0.75459999,0.98923999,0.05807,0.02,0.11058
749,0.89984,1.05424,0.99062997,0.09127,0.01705,0.12709001
750,0.78084999,0.66447997,0.99866003,0.10657,0.02172,0.13758001
751,0.78828001,0.58704001,0.98523003,0.12002,0.019780001,0.11237
752,0.82599002,0.76545,0.99153,0.10906,0.024350001,0.11945
753,0.88709998,0.80575001,0.99844003,0.09821,0.01605,0.13531999
754,0.84871,0.65219998,0.99548,0.17568,0.019330001,0.13603
755,0.91794997,1.07507,0.97817999,0.094800003,0.01598,0.097769998
756,0.88253999,1.0032901,0.99054003,0.14930999,0.02537,0.11932
757,0.83494002,0.59903002,0.99204999,0.10305,0.01818,0.11991
758,0.91301,0.86725003,0.98999,0.14374,0.01873,0.10851
759,0.72804999,0.64498001,0.99395001,0.11208,0.019610001,0.12247
760,0.96222001,0.79698998,0.99326998,0.12837,0.017890001,0.12009
761,0.85039997,0.85460001,0.99387002,0.12775999,0.0239,0.12559
762,0.73885,0.91008002,0.98901999,0.065439999,0.01447,0.094889998
763,0.73525,0.75889999,0.99518001,0.081160001,0.015790001,0.12213
764,0.80817997,0.94826001,0.99000001,0.11301,0.016519999,0.1072
765,0.92299002,0.90968001,0.99602997,0.090209998,0.02551,0.13065
766,0.79974997,0.68198001,0.99201,0.094410002,0.01705,0.12061
767,0.80950999,0.85394001,0.99167001,0.067270003,0.02365,0.10642
768,0.82416999,0.72983998,0.99719,0.082979999,0.017039999,0.13057999
769,0.89344001,0.59867001,0.99579,0.088330001,0.018650001,0.12795
770,0.88608998,1.00251,0.98668998,0.086560003,0.018999999,0.09956
771,0.93202001,0.99515003,0.99066001,0.09691,0.02424,0.1175
772,0.90530998,0.77987999,0.99597001,0.19698,0.024490001,0.13379
773,0.79108,0.87911999,0.99291003,0.088069998,0.01764,0.09888
774,0.81395,0.78349,0.99250001,0.10081,0.01352,0.12653001
775,0.75757998,0.77484,0.99467999,0.08862,0.01816,0.10413
776,0.77568001,0.7101,0.99498999,0.0748,0.02486,0.11642
777,0.84447998,0.79730999,0.99188,0.064730003,0.025289999,0.13609
778,0.96556002,0.96469003,0.97864002,0.10822,0.01408,0.10083
779,0.81598002,0.62322998,0.99668002,0.059739999,0.016419999,0.12131
780,0.68084002,0.6904,0.99557,0.14432999,0.020059999,0.11177
781,0.83754998,0.89183003,0.98944002,0.05731,0.01639,0.1119
782,0.79141998,0.79904002,0.98923999,0.12214,0.01521,0.10734
783,0.93697,0.89345998,0.98598999,0.096170001,0.0176,0.11062
784,1.04217,0.80233002,0.99501997,0.091109999,0.040690001,0.12763999
785,0.99168003,,0.99730003,0.071089998,0.02774,0.12864999
786,0.95157999,0.76674998,0.9975,0.10094,0.02224,0.14259
787,0.83076,0.76648003,0.99893999,0.082520001,0.02101,0.14641
788,1.0862499,,0.99540001,0.083630003,0.031640001,0.12437
789,1.12208,1.00179,0.98512,0.097910002,0.017960001,0.11905
790,0.84346002,0.95526999,0.9932,0.07412,0.0167,0.10819
791,1.105,0.90331,0.98965001,0.1028,0.02255,0.11721
792,1.1985101,1.05158,0.98540002,0.10522,0.026459999,0.10904
793,1.12161,1.00256,0.99426001,0.093460001,0.021469999,0.12076
794,0.61985999,0.86421001,0.99680001,0.059289999,0.01757,0.11752
795,1.15878,0.82868999,0.99062997,0.089579999,0.02368,0.12118
796,1.0970401,0.79408997,0.99563003,0.091700003,0.026690001,0.12835
797,1.1022201,1.0073299,0.99599999,0.057390001,0.019610001,0.12658
798,0.91459,0.83844,0.99523997,0.19573,0.019409999,0.12148
799,1.12602,0.91881001,0.98532999,0.12529001,0.018750001,0.11309
800,0.93401003,0.91956002,0.99479997,0.12766001,0.021029999,0.11279
801,1.06761,0.90310001,0.99641001,0.092919998,0.02489,0.1229
802,1.0524,0.83626002,0.99729002,0.14313,0.023259999,0.13031
803,0.78982002,0.73167998,0.99202001,0.069430001,0.01698,0.11846
804,0.96508002,0.79298002,0.99638999,0.093379997,0.021369999,0.11205
805,1.11678,0.82686001,0.99646997,0.082060002,0.02935,0.13473
806,0.85602999,0.88891,0.99488002,0.074249998,0.01491,0.11489
807,0.70107001,0.80277002,0.99772,0.04544,0.01306,0.13392
808,1.05221,1.30232,0.94564998,0.081029996,0.00825,0.09967
809,0.95643997,0.90864998,0.99747998,0.15245999,0.0273,0.13286
810,0.97814,0.79729998,0.99457002,0.15202001,0.01536,0.12215
811,1.10604,0.88701999,0.99734998,0.067869999,0.019060001,0.13379
812,0.82726002,0.81266999,0.99755001,0.09437,0.01849,0.12008
813,1.1104701,1.03741,0.99606001,0.077950001,0.025389999,0.10957
814,1.01527,0.94423002,0.99594998,0.0744,0.015769999,0.11175
815,0.91679001,0.96860999,0.99734002,0.072999999,0.023569999,0.12421
816,0.99362999,0.78337997,0.99416,0.06859,0.019929999,0.12343
817,0.96565998,0.77835,0.9939,0.14196999,0.02131,0.12702
818,0.81181997,0.96893001,0.99425,0.060419999,0.01533,0.12616999
819,0.98953998,0.77477002,0.99430001,0.094829999,0.027589999,0.12143
820,1.02468,0.75095999,0.99713999,0.12217,0.033640001,0.1221
821,1.1821001,0.98756999,0.99092001,0.094850004,0.0219,0.11388
822,1.09542,0.82753003,0.99028999,0.11038,0.0219,0.11862
823,0.87664002,0.93430001,0.99579,0.079719998,0.023870001,0.12702
824,1.02168,0.89859003,0.99357998,0.075319998,0.02537,0.11829
825,1.0229501,0.80076998,0.99519998,0.10549,0.022530001,0.12327
826,1.09229,0.91097999,0.99307001,0.090410002,0.01836,0.12153
827,0.93019003,0.87222999,0.99359,0.081029996,0.019090001,0.11693
828,1.07022,0.83680999,0.99725997,0.093269996,0.01282,0.13651
829,1.03614,0.89797997,0.99423999,0.065009996,0.01263,0.12711
830,1.06471,,0.99746001,0.18035001,0.01756,0.12233
831,1.10716,0.9483,0.99289,0.069430001,0.01333,0.12211
832,1.00366,0.88881999,0.99361002,0.086290002,0.01162,0.13036001
833,0.97178,0.88676,0.99214,0.081009999,0.02406,0.11744
834,0.99169999,0.82467002,0.99676001,0.12069,0.035100002,0.12639
835,1.09649,1.2263,0.97375,0.096160002,0.017929999,0.10672
836,1.0578001,0.89262998,0.99335998,0.085749999,0.024350001,0.12355
837,0.96718001,0.73957002,0.99432999,0.10164,0.018279999,0.12025
838,1.01635,0.89311999,0.99712002,0.071280003,0.02507,0.12307
839,0.79536003,0.74636,0.99747002,0.11625,0.01602,0.12767
840,1.00389,1.177,0.98786998,0.10529,0.01368,0.09815
841,0.82337999,0.80113,0.99410999,0.09138,0.017349999,0.12988999
842,0.91488999,0.80430001,0.99528998,0.055300001,0.017510001,0.14079
843,1.16634,1.02918,0.99785,0.076899998,0.02177,0.12675001
844,1.16129,1.00685,0.98334002,0.14293,0.03184,0.11235
845,0.96131998,0.79303002,0.99611998,0.087839998,0.025590001,0.11862
846,1.0699,0.95797998,0.99189001,0.054869998,0.02286,0.11539
847,0.70670003,0.83951002,0.99545997,0.050810002,0.01259,0.12008
848,1.09574,1.07221,0.98951,0.082850002,0.027070001,0.11329
849,1.13223,0.85522997,0.99739999,0.10919,0.038079999,0.13727
850,1.00617,0.94072002,0.99721003,0.084409997,0.0231,0.12774999
851,0.97517002,0.75898999,0.99561,0.063749999,0.020330001,0.13141
852,0.90561002,0.79903001,0.99708998,0.09369,0.018519999,0.12661
853,0.81383002,0.86553001,0.99761999,0.08224,0.01502,0.11865
854,1.0548,0.94292998,0.99414998,0.047759999,0.02141,0.11956
855,0.94143999,0.90675002,0.99299002,0.05353,0.018069999,0.12893
856,0.96125001,0.72505999,0.99795997,0.085749999,0.02338,0.12773
857,1.0679801,0.87939,0.99583,0.074029997,0.021640001,0.1198
858,1.04109,1.09457,0.99335998,0.059939999,0.01477,0.12105
859,0.91883999,0.81550997,0.99308997,0.05607,0.031569999,0.11619
860,0.86509001,1.04963,0.98370999,0.088500001,0.01749,0.099749997
861,0.82823998,0.94497001,0.98615998,0.059379999,0.0133,0.099160001
862,1.02074,0.94637001,0.99583,0.077380002,0.0296,0.12196
863,0.99833,0.85435998,0.99735999,0.090659998,0.02809,0.15092
864,0.92429,0.90508002,0.99589998,0.065710001,0.024320001,0.18986
865,0.84495997,1.02214,0.98954999,0.095150001,0.01396,0.098480001
866,1.04129,1.07428,0.99653,0.066150002,0.024119999,0.12545
867,0.98806,1.01904,0.99720001,0.060180001,0.02297,0.12762
868,1.1839,1.33436,0.96653998,0.085730001,0.02641,0.11211
869,0.88661999,0.87853998,0.99308997,0.067129999,0.020330001,0.13068999
870,0.92896003,0.82287002,0.99883997,0.086970001,0.020509999,0.13246
871,0.89901,0.88155001,0.99763,0.073639996,0.017790001,0.12802
872,0.91786999,0.77244997,0.99480999,0.10549,0.02633,0.13142
873,0.71122998,0.78483999,0.99612999,0.074989997,0.01481,0.11601
874,1.11465,1.1433001,0.96877003,0.093340002,0.0188,0.10312
875,1.02451,0.94976002,0.99399,0.077579997,0.020230001,0.11696
876,0.94835001,0.88041002,0.99663001,0.080959998,0.020740001,0.14386
877,0.87379003,0.77076,0.99638999,0.088169999,0.01582,0.12076
878,1.0075999,0.83934999,0.99651003,0.094109997,0.027899999,0.1212
879,1.2157,0.91882002,0.99668002,0.081540003,0.037050001,0.12784
880,0.77585,0.97008997,0.99519002,0.052829999,0.01626,0.10423
881,1.03399,0.87507999,0.98587,0.15290999,0.020719999,0.12428
882,0.76385999,0.89595997,0.99453002,0.067029998,0.017759999,0.11892
883,0.77282,0.65759999,0.99698001,0.077339999,0.023,0.12746
884,0.96709001,0.70556003,0.99286002,0.10266,0.022390001,0.12278
885,0.91580999,0.85604,0.99643999,0.23508,0.02114,0.12588
886,1.00301,0.8193,1.0,0.16666999,0.02744,0.13888
887,0.83504999,0.84828001,0.99634999,0.075790003,0.02203,0.11989
888,0.81825,0.68252999,0.99747998,0.08642,0.02407,0.13459
889,0.88506001,0.84391999,0.99866998,0.091559999,0.041639999,0.12408
890,0.9878,1.12202,0.97679001,0.077090003,0.020190001,0.10018
891,0.98408002,,0.99743998,0.091190003,0.038369998,0.12909
892,0.82738,,0.99699998,0.13123,0.027419999,0.12428
893,0.80658001,0.64664,0.99128002,0.072279997,0.02165,0.11575
894,0.99049002,,0.99632001,0.27358001,0.043559998,0.11446
895,1.10186,,0.99198997,0.073849998,0.0178,0.099770002
896,0.97689998,0.95883,0.99655998,0.090290003,0.03325,0.12185
897,0.94858998,0.82230002,0.99642998,0.055059999,0.02627,0.13044
898,1.0122,1.12401,0.99708998,0.097649999,0.02479,0.1184
899,1.11961,,0.99886,0.11617,0.033890001,0.13265
900,0.79356998,0.87105,0.99484998,0.082670003,0.02125,0.11585
901,0.84542,0.78671002,0.99606001,0.093249999,0.02313,0.11637
902,0.94524002,,0.99992001,0.18974,0.02424,0.12461
903,0.96974999,0.87661999,0.99084997,0.14331,0.02317,0.10612
904,0.97083998,0.81068999,0.99366999,0.12424,0.01788,0.12653001
905,1.08681,1.20233,0.97549999,0.098099999,0.02454,0.10082
906,0.85889,,0.99769002,0.16255,0.02764,0.12178
907,0.91036999,,0.99286002,0.12657,0.043389998,0.1118
908,1.10554,1.12629,0.99566001,0.075659998,0.02476,0.11782
909,0.95778,0.8635,0.99695998,0.088270001,0.04315,0.11629
910,0.69670999,0.79052001,0.99634999,0.050409999,0.01448,0.10602
911,0.60279,0.69709003,0.99585003,0.035769999,0.01495,0.11062
912,0.96956998,0.80405003,0.99177998,0.10082,0.01839,0.10897
913,0.87906998,1.04013,0.93316001,0.063259996,0.01155,0.081179999
914,1.12533,,0.99777001,0.07508,0.039650001,0.11695
915,1.01243,,0.99738997,0.093319997,0.059069999,0.1228
916,0.71670002,0.92123997,0.99799001,0.10388,0.02318,0.12454
917,1.03863,1.12953,0.99401999,0.11768,0.02444,0.12035
918,,,0.99706852,0.2872653,0.055152521,0.12104063
919,0.93081999,0.78560001,0.99738002,0.11413,0.034170002,0.13235
920,0.63841999,,0.99608999,0.03019,0.022430001,0.111
921,0.92580998,0.82169998,0.99748999,0.14599,0.035840001,0.12966
922,0.90732002,0.97363001,0.98645002,0.094070002,0.024460001,0.10468
923,0.89012998,1.02578,0.99378997,0.06312,0.02667,0.12061
924,1.13598,,0.99834001,0.14452,0.042440001,0.1162
925,0.99778998,0.82014,0.99080998,0.11333,0.019339999,0.11356
926,1.10123,1.03758,0.98629999,0.10099,0.0241,0.11005
927,0.95844001,,0.99642003,0.16140001,0.02857,0.1204
928,1.0613101,1.26498,0.97061002,0.085330002,0.0136,0.094300002
929,0.82278001,1.13328,0.99707001,0.14133,0.01991,0.11355
930,0.98304999,0.99962002,0.99361998,0.11705,0.03204,0.11482
931,1.12808,,0.99825001,0.040369999,0.064630002,0.12315
932,0.78236997,0.81519997,0.99747998,0.11488,0.021709999,0.12676001
933,0.94128001,,0.99772,0.14528,0.021539999,0.10429
934,0.97672999,1.08973,0.98034,0.085660003,0.018309999,0.09262
935,0.97731,,0.99269998,0.12605,0.038789999,0.11155
936,0.94910002,0.78057998,0.98984998,0.10713,0.020679999,0.11213
937,0.99975002,,0.99553001,0.066090003,0.01383,0.11314
938,0.85102999,0.80079001,0.99673003,0.079970002,0.023600001,0.1147
939,1.04287,1.00959,0.99264997,0.074929997,0.027690001,0.10628
940,1.00951,0.86269999,0.99400002,0.11409,0.033240002,0.11349
941,1.00089,0.84614998,0.99851,0.098810002,0.028000001,0.13666999
942,0.94835001,,0.99592,0.085859999,0.042479999,0.10961
943,1.05277,1.0323499,0.98967999,0.092519999,0.02788,0.11157
944,1.06715,0.74059999,0.99658,0.068549998,0.03269,0.12606999
945,0.74839002,0.75449002,0.99519998,0.098310001,0.021120001,0.11465
946,1.02764,0.98091,0.99542999,0.10578,0.03176,0.12009
947,0.88933998,,0.99756002,0.099200003,0.035750002,0.12624
948,1.07207,0.98977,0.99760997,0.07745,0.023800001,0.14225
949,0.81098002,0.84495997,0.99765003,0.12364,0.01959,0.12999
950,0.99545002,,0.99829,0.14573,0.035270002,0.11926
951,0.94418001,0.99694002,0.99904001,0.076590002,0.02627,0.12436
952,1.00543,0.85162997,0.98905998,0.12348,0.02255,0.10827
953,0.97916001,0.69455999,0.99768001,0.12413,0.030130001,0.13313
954,1.00792,0.82931,0.98932999,0.075029999,0.03404,0.11107
955,0.95029998,0.87909001,0.99456,0.10358,0.01957,0.11452
956,1.03273,0.78678,0.99811,0.12929,0.033130001,0.12521
957,1.10542,0.90099001,0.98882002,0.10437,0.0208,0.11308
958,0.94848001,0.92495,0.99712998,0.086669996,0.034449998,0.11641
959,0.98821002,,0.99700999,0.20879,0.02444,0.12471
960,0.86844999,0.79382998,0.99473,0.065559998,0.01991,0.10355
961,1.0118001,0.90280998,0.99671,0.11752,0.03022,0.12813
962,0.90935999,0.83485001,0.99404001,0.12027,0.02681,0.11043
963,1.11905,1.21858,0.96508002,0.093139999,0.024250001,0.095179997
964,1.04843,0.92348999,0.99971002,0.10094,0.03193,0.12847
965,1.04391,,0.99220997,0.14740001,0.025669999,0.10643
966,0.93883997,0.73971999,0.99583,0.086379997,0.0285,0.12822001
967,0.83788002,0.84403998,0.99646002,0.058389999,0.018789999,0.10646
968,0.85899001,0.94481999,0.99694002,0.16901,0.02084,0.12255
969,0.79304999,0.95005,0.98992997,0.059319999,0.01446,0.09386
970,0.59332001,0.71460003,0.99662,0.026380001,0.01377,0.10738
971,0.84419,0.93897003,0.99142998,0.085560001,0.01959,0.096299998
972,1.06972,,0.99790001,0.089330003,0.03073,0.12454
973,0.95433003,0.95528001,0.99861997,0.17224,0.03424,0.1178
974,1.0340101,0.78715003,0.99914998,0.14167,0.039919998,0.13348
975,0.91416001,0.76792997,0.99532002,0.08433,0.039110001,0.11891
976,0.74300998,,0.99852002,0.15528999,0.029410001,0.123
977,0.78669,0.94097,0.99706,0.051109999,0.01661,0.12319
978,0.94945002,1.00133,0.99313998,0.071039997,0.0221,0.12367
979,1.00006,1.13661,0.99514002,0.087609999,0.02275,0.11322
980,1.04883,,0.99563003,0.099519998,0.032230001,0.12463
981,1.10539,0.90429002,0.98799998,0.13513,0.02853,0.11311
982,1.1349699,,0.99862999,0.097489998,0.035459999,0.11139
983,1.07432,0.93814999,0.99625999,0.17518,0.01746,0.14213
984,0.80993003,,0.99737,0.10057,0.029100001,0.12466
985,0.77942002,0.77161998,0.99811,0.18444,0.02063,0.13421001
986,0.89772999,,0.99510998,0.12732001,0.023460001,0.14059
987,0.59995002,0.53711998,0.97431999,0.048439998,0.01249,0.092200004
988,0.82176,0.37693,0.99914002,0.04555,0.02039,0.14184
989,0.79587001,0.46127,0.99434,0.066569999,0.01435,0.13016
990,0.97829998,0.66161001,0.99128002,0.122,0.01485,0.11494
991,0.91286999,0.60984999,0.99353999,0.06735,0.022840001,0.12759
992,0.79999,0.47442999,0.99377,0.080349997,0.01019,0.11074
993,0.82356,0.45153999,0.99232,0.05954,0.0083499998,0.12679
994,0.54250002,0.28318,0.99928999,0.031970002,0.01532,0.12762
995,0.94,1.18196,0.97180003,0.061760001,0.01368,0.095020004
996,0.85073,0.59915,0.99631,0.048689999,0.01918,0.12059
997,0.84201002,0.57894999,0.99002999,0.063979998,0.01013,0.10324
998,0.87402999,0.59565002,0.99084002,0.13173001,0.02297,0.10592
999,0.97544998,0.47619,0.99614,0.056499999,0.021819999,0.13458
1000,0.65075999,0.24899,1.0,0.044050001,0.01426,0.16756999
1001,0.92708999,0.41563001,0.99392998,0.046459999,0.01477,0.1224
1002,0.93434,0.62343001,0.96761,0.069119997,0.01022,0.089230001
1003,0.81712002,0.51492,0.99672002,0.11675,0.02091,0.13908
1004,0.91578001,0.42297,0.99663001,0.082099997,0.01777,0.13367
1005,0.96552002,0.64723003,0.99339998,0.067149997,0.022229999,0.10877
1006,0.97575003,0.81121999,0.98040998,0.081909999,0.01393,0.10195
1007,0.95319998,,0.99387002,0.066710003,0.016899999,0.13099
1008,0.74715,0.47955999,0.99427998,0.048239999,0.01276,0.12509
1009,0.77390999,0.34819001,0.99615997,0.0502,0.01101,0.13087
1010,0.74149001,0.36737001,0.99988002,0.078500003,0.016580001,0.14286
1011,0.74645001,0.60984999,0.99386001,0.046259999,0.022290001,0.11281
1012,0.82292998,0.62834001,0.98672003,0.064889997,0.01492,0.10581
1013,0.56465,0.30221999,0.99958003,0.02973,0.0074700001,0.14033
1014,0.64265001,,0.99862999,0.036040001,0.01215,0.17925
1015,0.88957,0.49369001,0.99795997,0.067299999,0.02142,0.13609999
1016,0.74738002,,0.99871999,0.14313,0.017550001,0.17268001
1017,0.88028002,0.66873002,0.99781001,0.054269999,0.01495,0.10954
1018,0.91134,0.49366,0.99507999,0.056899998,0.01605,0.13808
1019,0.77030998,,0.99874002,0.056680001,0.0091599999,0.15513
1020,0.76797998,0.39930999,0.99794,0.050590001,0.01702,0.15364
1021,0.85557002,1.01053,0.98313999,0.068360001,0.01457,0.095720001
1022,0.89704001,0.39736,0.99721003,0.044629999,0.01204,0.13338
1023,0.70181,0.30829999,0.99663001,0.061299998,0.01175,0.12472
1024,0.87993002,0.65548998,0.99177003,0.10803,0.031750001,0.1107
1025,0.65978003,,0.99457002,0.049460001,0.0251,0.12444
1026,0.81849003,0.62958002,0.98663002,0.054260001,0.022600001,0.1153
1027,0.86457998,0.47589001,0.98685998,0.062540002,0.016100001,0.10896
1028,0.87752002,0.61141998,0.98451,0.046069998,0.017619999,0.10416
1029,0.87553,0.51744002,0.99484003,0.071869999,0.01353,0.11572
1030,0.89462,0.38352999,0.99783999,0.07339,0.01465,0.12997
1031,0.85987997,0.43346,0.99546999,0.063749999,0.01925,0.13969
1032,0.88020998,0.57376999,0.99387002,0.065760002,0.01781,0.11085
1033,0.96610999,0.68122,0.99131,0.068070002,0.015659999,0.12606999
1034,0.89464998,0.72096997,0.98343998,0.064520001,0.01442,0.088380001
1035,0.53648001,0.27259001,0.99852997,0.043090001,0.0090100002,0.15223999
1036,0.91892999,0.52152997,0.99687999,0.05697,0.01475,0.12993
1037,0.79969001,0.36456001,0.99397999,0.06151,0.01386,0.1163
1038,0.75729001,0.49017,0.99453998,0.055399999,0.017929999,0.11183
1039,0.92777997,0.56641001,0.99182999,0.067610003,0.01847,0.11424
1040,0.83769,,0.99607998,0.054370001,0.018750001,0.13109
1041,0.83636999,0.53470999,0.99747002,0.062650003,0.018920001,0.11494
1042,0.74194998,,0.99757999,0.02623,0.01092,0.13812999
1043,0.72134,0.79277003,0.99137998,0.090379998,0.015969999,0.087389998
1044,0.89270002,0.68430001,0.97092998,0.06295,0.01592,0.09595
1045,0.80589998,0.45646,0.99576002,0.070529997,0.01012,0.12559
1046,0.83428001,0.92746001,0.97461998,0.065970004,0.01014,0.092710003
1047,0.64696002,0.37955001,0.99796999,0.04318,0.01148,0.13961001
1048,0.72356999,0.25742,0.99649,0.035999998,0.01195,0.12768
1049,0.93555999,0.59116,0.98589998,0.056809999,0.025830001,0.10875
1050,0.75147003,0.43634,0.99564999,0.035300002,0.01288,0.10718
1051,0.75506997,0.35910001,0.99699003,0.058970001,0.0099200001,0.12935001
1052,0.69847,,0.99939001,0.043699998,0.01798,0.1662
1053,0.65744001,0.22915,1.0,0.025,0.01139,0.16741
1054,0.67493999,0.31105,0.99831998,0.11915,0.01257,0.14591999
1055,0.80271,0.45855001,0.99949002,0.031319998,0.01127,0.14230999
1056,0.7888,0.35723999,0.99097002,0.057330001,0.01196,0.11089
1057,0.90083998,0.46026999,0.99027997,0.09967,0.01519,0.12078
1058,0.86803001,0.40134999,0.99620003,0.10468,0.0149,0.1186
1059,0.96608001,0.58441001,0.98703003,0.079489999,0.025979999,0.11601
1060,0.88722003,0.63002002,0.99473,0.11191,0.01736,0.10789
1061,0.57334,0.26517001,0.99962997,0.02991,0.01036,0.15408
1062,0.89047998,0.47995001,0.99308002,0.055119999,0.01826,0.12667
1063,0.88881999,0.61407,0.98566002,0.056290001,0.01816,0.10214
1064,0.82762998,0.22188,1.0,0.10127,0.0090899998,0.16870999
1065,0.87061,0.49476999,0.99861002,0.045370001,0.01013,0.14489
1066,0.98979998,0.49946001,0.99470001,0.098229997,0.02293,0.11331
1067,0.68879002,0.29712,0.99816,0.036449999,0.01063,0.13925
1068,0.88572001,0.54843003,0.99908,0.040649999,0.020749999,0.12769
1069,0.92645001,0.60544002,0.99230999,0.062430002,0.01846,0.10803
1070,0.76712,,0.99394,0.04479,0.016519999,0.12755001
1071,0.91907001,0.57867998,0.99342,0.10177,0.018610001,0.11712
1072,0.78821999,0.26964,0.99377,0.049699999,0.00508,0.13109
1073,0.74926001,0.51582998,0.99884999,0.21001001,0.01067,0.17151999
1074,0.84895003,0.45745,0.99434,0.067850001,0.0096300002,0.11332
1075,0.83109999,0.33273,0.99953002,0.10055,0.0091300001,0.15651999
1076,0.86758,0.43601,0.99879003,0.13736001,0.01277,0.12706
1077,1.00158,0.60209,0.99454999,0.055160001,0.011,0.11574
1078,0.87217999,,0.99761999,0.063000001,0.017759999,0.14311001
1079,0.83546001,0.47617999,0.99713999,0.056460001,0.01578,0.13139001
1080,1.06872,1.2839299,0.95997,0.084509999,0.02024,0.092720002
1081,0.86804003,0.55119002,0.99517,0.055890001,0.02304,0.13372
1082,0.70379001,,0.99950999,0.02478,0.01042,0.18133
1083,0.92027003,0.49625999,0.99057001,0.087180004,0.01392,0.11842
1084,0.68518001,0.37847,0.99812001,0.09516,0.01123,0.12729
1085,0.73913002,0.35894001,0.99834001,0.065240003,0.0121,0.12848
1086,0.78012002,0.36311001,0.99741,0.041560002,0.017519999,0.13379
1087,0.77807999,0.47442999,0.99524999,0.06301,0.01435,0.10272
1088,0.92444003,,0.99658,0.048250001,0.02313,0.13496
1089,0.77204001,0.36467001,0.99628001,0.039639998,0.01321,0.12959
1090,0.86527002,0.55045003,0.99418002,0.066229999,0.021029999,0.11802
1091,0.75591999,0.35378,1.0,0.037919998,0.016519999,0.14222001
1092,0.83482999,0.94616997,0.97628999,0.065920003,0.01112,0.10436
1093,0.88164997,0.78289998,0.98899001,0.072020002,0.01829,0.10679
1094,0.84390002,,0.99281001,0.070969999,0.02056,0.12157
1095,1.01521,0.77869999,0.97558999,0.097659998,0.01426,0.10373
1096,0.85095,0.46592,0.99712002,0.044489998,0.016559999,0.12525
1097,0.78096002,0.53726,0.99620003,0.059119999,0.02368,0.12443
1098,0.86887997,0.56229001,0.99330997,0.050810002,0.023700001,0.12099
1099,0.83837998,0.57920003,0.99056,0.08653,0.017200001,0.12439
1100,0.82699001,0.51582003,0.99798,0.039820001,0.01027,0.13815001
1101,0.84693998,0.78561002,0.99351001,0.0601,0.01581,0.10683
1102,0.86001003,0.56278998,0.99581999,0.046720002,0.0178,0.13116001
1103,0.64111,0.27996999,0.99778998,0.037870001,0.01157,0.14212
1104,0.79433,0.46147001,0.99330002,0.048379999,0.01925,0.11768
1105,0.74387002,0.41108,0.99469,0.035810001,0.0083799995,0.10855
1106,0.66793001,,0.99869001,0.057080001,0.01216,0.14537001
1107,0.94396001,0.81739998,0.97891003,0.091909997,0.02242,0.10314
1108,0.72135001,0.71683002,0.99550998,0.069969997,0.01068,0.11878
1109,0.74840999,0.74961001,0.99553001,0.086910002,0.0089999996,0.12497
1110,0.87848997,1.13608,0.98676002,0.063859999,0.0057799998,0.10315
1111,0.73692,0.90003002,0.99776,0.10404,0.0052299998,0.14373
1112,0.62866002,0.77803999,0.99781001,0.075669996,0.0081500001,0.14319
1113,0.82858002,0.90859997,0.99169999,0.10153,0.01279,0.10507
1114,0.56870002,0.51695001,0.99682999,0.048039999,0.01458,0.14206
1115,0.68825001,0.98841,0.98527002,0.055199999,0.01128,0.095899999
1116,0.56309003,0.72476,0.99700999,0.03943,0.0164,0.094970003
1117,0.76890999,0.97711998,0.99654001,0.09815,0.01158,0.10347
1118,0.71866,0.67828,0.99807,0.10433,0.0083400002,0.14787
1119,0.78324997,1.01951,0.98267001,0.070330001,0.02369,0.11764
1120,0.69221002,0.67370999,0.99865001,0.049109999,0.01517,0.15245999
1121,0.53834999,0.50213999,0.99756998,0.066079997,0.01725,0.15834001
1122,0.57236999,0.71618998,0.99957001,0.038910002,0.01174,0.17202
1123,0.64191997,0.69849002,0.99632001,0.083970003,0.01572,0.13237
1124,0.72828001,0.92549998,0.99115002,0.0491,0.01804,0.094379999
