fips,state,county,Financial Well-Being,Air Pollution and Climate Risk,Security,Housing,Health and Quality of Life,Mobility and Infrastructure,Social Capital and Community,"Food, Water, Amenities"
01051,Alabama,Elmore,46.1001902346227,30.590513068731852,99.01037275937766,85.87924818074447,28.53102536342205,16.103009618367977,43.83295564907737,55.64094505006246
01053,Alabama,Escambia,16.67723525681674,27.202323330106488,,86.72873096512853,16.923790934456274,46.26124728513808,2.751699579151829,39.603357173157335
01055,Alabama,Etowah,35.51046290424858,15.52113585027428,99.68271909986368,83.71015587207121,30.441533314439603,53.02513186472231,23.502751699579154,41.21478198472964
01057,Alabama,Fayette,10.177552314521243,68.40916424653113,99.1238445954925,89.20358088118539,22.872753972439956,17.499224325162885,10.488831337002264,41.03315934547238
01059,Alabama,Franklin,32.11794546607483,43.27202323330106,97.32644640843604,89.98692511300096,23.488555725479916,30.46850760161341,7.640012949174491,36.155200402201366
01061,Alabama,Geneva,22.352568167406467,49.72571797353985,99.07472798458016,85.08600944212411,15.244282705139662,21.780949426000618,15.05341534477177,38.495312798005195
01063,Alabama,Greene,0.8560558021559923,75.37915456598903,98.71115489833234,73.90874689929232,13.068351852826508,9.183990071362075,2.071867918420201,18.84427448451101
01065,Alabama,Hale,2.9169308814204187,68.53823814133591,,69.72128822498934,19.39628163220391,8.067018305926155,3.722887665911298,39.47300449350964
01067,Alabama,Henry,15.0285351934052,58.08325266214908,97.39379737738324,92.36918053378687,23.08804582258076,26.093701520322682,18.646811265781807,45.67662191123096
01069,Alabama,Houston,54.28027901077997,14.84349790254921,98.12690754440868,83.47020244179507,36.646160565782,74.30964939497363,25.21851731952088,48.84449390166856
01071,Alabama,Jackson,31.99112238427394,31.719909648273635,98.3409801799189,87.75707612106608,21.89147136490067,26.714241390009306,11.42764648753642,44.477556870326495
01073,Alabama,Jefferson,60.30437539632213,2.452404001290739,97.8738091742172,71.7420758067575,45.42366957319376,44.55476264349984,32.34056328909032,52.578370961008225
01075,Alabama,Lamar,15.884590995561194,75.08873830267828,99.64493744640964,92.92032328716824,20.48109263875697,31.98883028234563,6.0537390741340245,41.72687678967744
01077,Alabama,Lauderdale,52.219403931515544,22.329783801226203,98.1280662152504,85.38281004983395,33.7089957186449,46.72665218740304,28.7795403043056,46.34726645874113
01079,Alabama,Lawrence,18.008877615726064,35.91481122942885,98.75799940747162,91.42868415585016,21.28746742656097,8.966801116971766,23.14664940110068,41.64546182395608
01081,Alabama,Lee,65.94800253646163,19.58696353662472,98.09742966190618,72.24783874012998,36.9795271450138,71.0207880856345,42.37617351893817,48.40575170392291
01083,Alabama,Limestone,53.55104629042485,7.292675056469829,,86.41044422728723,33.93990690309328,27.707105181507913,41.59922304953059,53.682122862034575
01085,Alabama,Lowndes,4.850982878883957,74.92739593417231,94.46110188483024,66.27369928988254,12.655275330062324,0.4964318957493248,1.1330527678860474,27.94121772485953
01087,Alabama,Macon,16.613823715916297,72.12003872216845,98.98874945174386,77.28734690346904,24.751330358238143,33.074775054297234,3.107801877630301,36.65196393339414
01089,Alabama,Madison,86.77869372225744,2.1297192642787994,98.5226261423066,83.53817411413226,44.29918623442074,71.76543592925844,72.35351246358044,63.00414246234258
01091,Alabama,Marengo,13.570069752694993,54.34010971281058,98.39565057667396,88.87868725420603,24.42972323051031,23.76667700899783,5.4062803496277105,39.10757512217007
01093,Alabama,Marion,22.06721623335447,42.23943207486286,99.60931864615048,91.66653606784662,20.42196451319361,47.285138070121,11.233408870184526,41.33193736482016
01095,Alabama,Marshall,37.44451490171211,18.489835430784122,98.90768746951014,90.7745126959763,29.07305556863452,43.56189885200125,24.92716089349304,45.342047921922834
01097,Alabama,Mobile,50.44388078630311,5.195224265892223,98.76066650973478,76.02430636963825,34.17137727530086,39.52838969903816,25.83360310780188,46.354457608266
01099,Alabama,Monroe,4.0266328471781865,58.922232978380116,98.40655987130356,87.70181570384918,20.91003550821935,33.44709897610922,1.2949174490126254,34.36253180951039
01101,Alabama,Montgomery,60.367786937222576,7.486285898676992,99.13567134644964,73.17536055839817,40.263956082272585,76.32640397145516,19.100032372936223,50.578793604887146
01103,Alabama,Morgan,58.49714648065948,9.293320425943854,,88.58602824530747,32.656329713495666,42.97238597579894,33.214632567173844,44.68821099969625
01105,Alabama,Perry,1.173113506658212,85.6727976766699,100.0,86.57338757496511,16.523190274166527,6.670803599131247,5.7623826481061835,21.93069111050757
01107,Alabama,Pickens,7.387444514901712,63.95611487576638,97.75140365894204,87.59332172032295,20.67619798115078,4.560968042196706,3.1401748138556167,41.7138373551289
01109,Alabama,Pike,22.986683576410908,50.75830913197805,99.15847688049833,74.68646951858679,25.780610269633794,63.97766056469128,11.330527678860472,44.29278083285565
01111,Alabama,Randolph,12.048192771084338,71.21652145853501,96.41941816498112,89.48108918671802,21.504491277653347,14.458578963698415,8.352217546131433,39.936082810152904
01113,Alabama,Russell,40.298034242232085,32.72023233301064,98.3230517444368,71.36983781468774,23.963409276839023,38.78374185541421,20.362576885723534,41.04279292954098
01115,Alabama,St Clair,42.168674698795186,24.136818328493064,98.54693731679475,86.06784203928342,25.68991246218628,5.429723859757985,45.06312722563936,56.58768644366239
01117,Alabama,Shelby,87.76157260621433,10.132300742174895,99.84219023470132,83.90234187832392,46.2055685834809,14.086255041886446,83.26319197151182,63.54254806257648
01119,Alabama,Sumter,2.7901077996195305,54.630525976121326,99.4594087770525,75.74145794924537,21.53335432145413,19.64008687558176,7.283910650696019,38.89617838192779
01121,Alabama,Talladega,28.50348763474953,21.65214585350113,97.82697915640657,82.89803245421899,23.855367866711383,38.9699038163202,7.478148268047911,42.77999334375694
01123,Alabama,Tallapoosa,27.203551046290425,40.46466602129719,98.88465865306016,88.57459179486219,27.029367495328227,31.58547936704933,5.503399158303658,46.185698952377955
01125,Alabama,Tuscaloosa,49.17564996829423,10.164569215876089,98.9366736399354,75.41786699618245,32.32576816317305,65.24976729754886,25.02427970216899,52.55880439740964
01127,Alabama,Walker,24.38173747622067,24.26589222329784,99.62647757226718,86.35950843769535,21.54587781310064,8.253180266832118,15.28002589834898,42.10382024767405
01129,Alabama,Washington,11.28725428027901,64.3433365601807,97.25565740522866,88.74207894246346,16.405849480659004,3.568104250698127,11.168662997733897,48.64813118404469
01131,Alabama,Wilcox,0.1268230818008877,72.28138109067442,98.41462074805963,71.00488218361609,8.172309823725259,4.00248215947876,0.0323729362253156,27.786556678029832
01133,Alabama,Winston,9.670259987317692,52.24265892223298,98.69948823218344,91.47042330413665,25.328143180796484,19.98138380390941,7.316283586921333,41.37756755091105
01049,Alabama,De Kalb,31.67406467977172,28.105840593739916,99.12369886631014,89.68299713304147,21.440562824272007,52.55972696245734,13.337649724830042,45.85354094472599
02013,Alaska,Aleutians East,66.55041217501585,,,76.52918508619985,36.81506015850101,99.72075705864101,13.758497895759144,38.66363066366308
02016,Alaska,Aleutians West,69.97463538363982,,,69.7233337288862,59.053613614857426,99.84486503257834,38.49142117190029,52.596017354506905
02020,Alaska,Anchorage,93.97590361445783,,,72.09218144452437,59.75271003821592,90.38163201985728,96.73033344124312,67.85814486125147
02050,Alaska,Bethel,13.06277742549144,,,32.89262986072456,49.38704618302778,99.87589202606267,8.190352865004856,22.6785666990898
02060,Alaska,Bristol Bay,68.89663918833227,,,88.5682730354194,33.562384952577936,99.5035681042507,77.33894464227905,48.26518833936285
02068,Alaska,Denali,70.48192771084338,,,67.67931172517956,50.29303455613623,82.78001861619609,93.26642926513436,42.9960923125246
02070,Alaska,Dillingham,28.72542802790108,,,56.53498748565404,43.457799346998854,99.68973006515668,15.474263515700873,37.350966831734105
02090,Alaska,Fairbanks North Star,84.62270133164236,,,68.44318757055682,55.05314855525984,90.31957803288861,98.12236969893168,63.04376051143265
02100,Alaska,Haines,33.83005707038681,,,63.05142066356617,71.6438075718214,98.47967731926776,86.5328585302687,53.942188892922765
02110,Alaska,Juneau,83.32276474318327,,,71.35570006127388,63.05700739315406,98.75892026062675,94.8527031401748,73.0021978666556
02122,Alaska,Kenai Peninsula,62.11160431198478,,,73.95269733813275,45.61983626896354,77.41234874340677,95.14405956620266,61.795048385757774
02130,Alaska,Ketchikan Gateway,71.9720989220038,,,68.13618009013703,61.95834534409116,98.94508222153273,83.61929426999029,64.66204963966143
02150,Alaska,Kodiak Island,76.18896639188333,,,59.34174241250753,56.79123569418174,99.78281104560968,89.89964389770152,60.060086905065894
02164,Alaska,Lake And Peninsula,38.68103994927077,,,77.68819743391654,21.03523963577229,99.75178405212534,26.966655875687923,26.08005852363116
02170,Alaska,Matanuska Susitna,74.12809131261889,,,75.07692055866546,38.37889609618168,8.315234253800796,97.83101327290386,63.46602481703387
02180,Alaska,Nome,25.681674064679772,,,45.15631818181192,37.54450744619995,99.96897300651567,2.233732599546779,43.29690349189037
02185,Alaska,North Slope,62.46036778693722,,,56.13489257744781,33.17883907934588,99.65870307167235,67.88604726448689,46.936866785621625
02188,Alaska,Northwest Arctic,14.87000634115409,,,46.1674476379405,21.09135622349219,99.93794601303134,8.287471673680804,38.380025554904414
02201,Alaska,Prince Of Wales Outer,41.78820545339252,,,,35.731145338826366,,,54.12852576279844
02220,Alaska,Sitka,82.68864933417882,,,75.1364267931679,83.4192968315887,99.53459509773504,94.3994820330204,62.26211221272906
02232,Alaska,Skagway-Hoonah-Angoon,44.38807863031072,,,,35.731145338826366,,,54.12852576279844
02240,Alaska,Southeast Fairbanks,45.0856055802156,,,72.25150436170158,40.848032124376694,96.58703071672355,86.27387504046618,47.47975689586679
02261,Alaska,Valdez Cordova,39.12492073557387,,,80.88807146690249,35.731145338826366,84.39342227738132,91.48591777274198,54.12852576279844
02270,Alaska,Wade Hampton,14.457831325301203,,,,35.731145338826366,96.27676078188024,,54.12852576279844
02280,Alaska,Wrangell Petersburg,58.40202916930881,,,,35.731145338826366,,,54.12852576279844
02282,Alaska,Yakutat,39.632213062777424,,,80.97574957902603,29.559143616013603,99.81383803909401,,58.2506310622543
02290,Alaska,Yukon Koyukuk,3.5827520608750794,,,55.01824083128883,14.14918591301848,98.44865032578343,15.085788280997086,5.693208144379695
02198,Alaska,Prince Of Wales-Hyder Ca,16.994292961318962,,,74.23376155942255,42.83204476711997,91.43654979832455,31.854969245710585,43.90200566173314
02158,Alaska,Kusilvak,0.570703868103995,,,45.58151192262206,10.534037891283992,92.70865653118213,0.2913564260278407,39.77833948504108
02105,Alaska,Hoonah-Angoon,30.56436271401395,,,77.11363840507123,32.43919496203564,83.40055848588271,67.4975720297831,25.870548600334292
02066,Alaska,Copper River,20.830691185795818,,,79.19668731027,39.69914384040868,,,
02063,Alaska,Chugach,87.571337983513,,,83.86350842875784,49.008190378701414,,,
02195,Alaska,Petersburg,52.56816740646798,,,73.0959844481409,49.8404595494069,99.62767607818802,61.44383295564908,62.58761775170799
02275,Alaska,Wrangell,36.810399492707674,,,87.1804101042371,67.88473647400296,99.59664908470369,50.53415344771771,55.80001742210401
02230,Alaska,Skagway Municipality,61.06531388712746,,,80.46456141032228,38.126265061490734,99.906919019547,79.31369375202331,64.37066130723208
04001,Arizona,Apache,1.014584654407102,47.75734107776702,98.5933438432387,71.02318691785165,5.436388255516398,13.27955321129383,26.18970540628035,7.326953321422333
04003,Arizona,Cochise,47.463538363982245,18.554372378186514,98.50890831283752,79.17499593878837,36.028469711091596,71.6103009618368,65.13434768533506,44.73708873524967
04005,Arizona,Coconino,58.14838300570704,21.329461116489192,98.70912750456804,55.77425331550618,40.60249625542176,84.23828730995966,76.52962123664616,50.74180379332632
04007,Arizona,Gila,11.477488902980342,11.261697321716682,96.9223573165368,69.18410758685368,25.45014070704553,70.21408625504188,28.61767562317902,46.25499378077973
04009,Arizona,Graham,33.76664552948637,44.30461439173927,99.32376367015104,78.67642421498715,29.773109866893883,65.8703071672355,22.369698931693105,47.58297182498392
04011,Arizona,Greenlee,24.15979708306912,83.47854146498871,98.98080937867564,93.2446925749792,36.358276485869666,73.78219050573999,46.32567173842668,52.98560737282321
04012,Arizona,La Paz,15.630944831959418,30.235559858018718,95.94338704649196,71.50917626116674,21.0777623849429,89.32671424139001,12.431207510521205,29.86046519575927
04013,Arizona,Maricopa,80.53265694356372,0.1936108422071636,,66.29406044512129,46.105969125014894,31.120074464784366,83.58692133376498,67.21411734200682
04015,Arizona,Mohave,25.142675967026,16.4891900613101,97.60383582879264,73.18838362467044,25.531530462618004,81.69407384424449,42.89414049854322,42.22257126616303
04017,Arizona,Navajo,5.3265694356372855,32.78476928041304,98.87400004754832,70.40446782419905,19.10343991798437,36.27055538318336,19.65037228876659,24.365147091754626
04019,Arizona,Pima,62.777425491439445,3.03323652791223,97.8515176177484,72.04820378166683,42.399311443354016,44.43065466956252,60.92586597604402,60.900709858590695
04021,Arizona,Pinal,26.69625871908687,7.55082284607938,98.7185007790391,69.28610356627117,30.53534222357417,10.797393732547306,73.58368404014244,53.572338934358974
04023,Arizona,Santa Cruz,21.116043119847813,20.07099064214263,99.27265043480432,77.40646871288091,35.858634284903765,72.44802978591375,10.84493363548074,40.87960839509412
04025,Arizona,Yavapai,51.8706404565631,19.10293643110681,98.26507326277569,68.3101399760304,40.71275731830709,64.72230840831523,72.12690191000324,53.77075486110412
04027,Arizona,Yuma,12.840837032339886,6.06647305582446,98.29797294146242,71.37065252525451,34.05432445474836,76.54359292584549,27.031401748138556,41.48755524210842
05001,Arkansas,Arkansas,27.235256816740648,35.721200387221685,97.5823919814597,87.03628501916795,22.099003755619588,81.35277691591685,7.542894140498543,35.401845445172185
05003,Arkansas,Ashley,5.7704502219403935,52.53307518554372,98.07618218843102,84.32822831384209,17.48140486964575,65.56003723239218,10.780187763030106,35.17019702782396
05005,Arkansas,Baxter,34.6861128725428,17.19909648273637,97.2999232609879,85.27705239803961,32.3808750984965,92.1811976419485,32.85853026869537,42.198013647694765
05007,Arkansas,Benton,82.6569435637286,14.811229428848016,99.18040994904338,88.58825366467813,40.79725347180466,78.99472541110767,71.80317254775008,59.12781843595731
05009,Arkansas,Boone,36.71528218135701,49.01581155211359,95.80997001324371,91.36046700352225,27.638150041120586,80.76326403971456,30.56005179669796,46.90958971726923
05011,Arkansas,Bradley,14.933417882054536,74.73378509196516,97.69846804478958,86.41483564686769,22.32961632424406,51.877133105802045,8.22272580123017,40.02649693999774
05013,Arkansas,Calhoun,13.348129359543435,94.25621168118748,94.5613167400168,94.60877541533064,17.23197413929878,41.576171269004035,17.12528326319197,36.27889692909703
05015,Arkansas,Carroll,38.300570703868104,49.08034849951598,97.79312435927972,82.86695791285788,28.83576561324062,72.13775985107043,29.653609582389123,48.58181829149404
05017,Arkansas,Chicot,1.3316423589093214,52.88802839625686,98.26494069335516,80.03830288356257,22.283738064902,69.59354638535527,4.208481709291033,31.272795910532064
05019,Arkansas,Clark,35.85922637920101,56.66343981929655,98.57951112737553,83.772460965779,26.56635887608,70.55538318336953,24.085464551634832,39.74005948366404
05021,Arkansas,Clay,16.83576410906785,28.84801548886738,97.26115481919511,89.24221698102977,22.097765901219724,43.313682904126594,12.593072191647783,37.44390358251509
05023,Arkansas,Cleburne,22.003804692454025,36.172959019038395,89.33343809087081,89.2164452981661,27.70216832764339,21.905057399937945,45.3544836516672,43.733083210335096
05025,Arkansas,Cleveland,14.331008243500316,90.80348499515974,93.70492868327736,93.81600525342785,16.018802137269773,5.802047781569954,24.83004208481709,43.7211680060183
05027,Arkansas,Columbia,12.39695624603678,60.34204582123266,97.1905489566253,81.6932381732404,27.345112595453,71.73440893577413,23.5998705082551,40.08737904365586
05029,Arkansas,Conway,21.97209892200381,1.96837689577283,94.79004210647756,89.8456197337139,24.563055284919983,26.900403350915298,25.6717384266753,35.46284140087553
05031,Arkansas,Craighead,50.09511731135067,12.87512100677638,98.94221213930136,81.85982642220684,36.33215149857341,88.4269314303444,37.97345419229524,43.20331834973216
05033,Arkansas,Crawford,44.19784400760938,28.55759922555663,98.05691803114082,88.63106268510357,24.137952627456738,57.865342848278,42.47329232761412,38.856967157408086
05035,Arkansas,Crittenden,27.679137603043753,10.1000322684737,94.73365332960988,70.38140229666341,25.7521832116405,52.52869996897301,9.06442214308838,44.18867844733222
05037,Arkansas,Cross,16.16994292961319,29.2675056469829,95.5726756587104,83.95578174558197,23.682218525723854,44.83400558485883,13.305276788604726,41.56665403314936
05039,Arkansas,Dallas,9.892200380469246,88.25427557276541,96.07142064509765,88.93313630693004,26.080462624944023,31.089047471300034,10.22984784719974,31.68383367308109
05041,Arkansas,Desha,3.836398224476855,60.471119716037435,98.337330177244,79.64909337894082,16.919433255140877,74.89916227117592,2.7193266429265135,30.192520336294155
05043,Arkansas,Drew,17.46987951807229,66.05356566634399,97.22145729743733,83.46224574556284,30.98495463089228,67.91808873720137,15.700874069278084,40.81412586648818
05045,Arkansas,Faulkner,69.7844007609385,10.90674411100355,97.76659404439272,79.23784253350014,30.12801290186716,34.59509773502948,64.1955325348009,47.93371150287046
05047,Arkansas,Franklin,26.94990488268865,56.11487576637625,94.60740619915715,88.35279900226385,19.45397952648882,25.069810735339743,22.75817416639689,37.85559376389877
05049,Arkansas,Fulton,15.218769816106532,60.37431429493385,95.26058509876168,84.80736141833576,16.26507497325657,18.98852001241079,17.837487860148915,36.20737884425792
05051,Arkansas,Garland,36.556753329105895,21.135850274282024,93.7229330960376,78.27577767175003,33.68152097299473,68.25938566552901,42.8617675623179,37.361025241127486
05053,Arkansas,Grant,27.457197209892197,82.57502420135528,96.48554702762112,92.6961445762484,24.22476988823466,5.67793980763264,44.998381353188734,44.42133888562456
05055,Arkansas,Greene,21.33798351299937,20.393675379154566,97.27478578850663,84.92974582754698,26.112404843566456,67.98014272417004,32.016833926837165,45.14477201023774
05057,Arkansas,Hempstead,19.879518072289155,46.2729912875121,96.12745848301896,85.75063221851482,23.41788278234355,57.83431585479367,4.855940433797345,34.423591756293995
05059,Arkansas,Hot Spring,18.76981610653139,43.91739270732494,98.80211051287095,85.68346362254773,19.810142857754528,17.375116351225557,28.13208157979929,34.95629192486149
05061,Arkansas,Howard,36.74698795180723,50.855114553081634,98.14032649898762,85.78926426322595,24.69126829772233,67.73192677629538,11.006798316607316,47.438215058295114
05063,Arkansas,Independence,29.86683576410907,34.430461439173925,93.25775603392135,85.55164292006765,26.707424723237192,77.9398076326404,23.43800582712852,37.033306434812346
05065,Arkansas,Izard,8.402029169308815,60.696999031945786,91.29780491594896,86.837599716322,21.633218946603105,21.191436549798325,16.801553900938814,33.94050628477459
05067,Arkansas,Jackson,4.375396322130628,29.428848015488867,96.51630254841194,85.18534066805243,20.051077370618493,55.134967421656846,6.5717060537390735,31.4317961951788
05069,Arkansas,Jefferson,20.89410272669626,19.94191674733785,97.17489064468889,80.3120183510649,26.27446167871333,66.02544213465715,8.67594690838459,42.95775432520998
05071,Arkansas,Johnson,20.16487000634115,46.66021297192643,95.92891682701575,83.10511705161943,21.69933839571745,76.63667390629848,19.974101651019748,28.46675743412927
05073,Arkansas,Lafayette,2.314521242866202,72.15230719586964,96.68894919914214,89.70176084390965,15.422743191879263,15.048091839900707,23.340887018452573,31.82484134456777
05075,Arkansas,Lawrence,11.065313887127456,29.009357857373345,96.9317498899004,90.8467592464446,16.763966772134477,30.31337263419175,20.135966332146328,33.74617233800506
05077,Arkansas,Lee,1.3950538998097652,52.016779606324626,97.05802357932016,71.90601011520822,16.626468767086312,48.091839900713616,7.510521204273228,31.02024621566689
05079,Arkansas,Lincoln,5.865567533291059,71.08744756373024,97.82806162163172,90.56218041311992,20.203033202346084,24.29413589823146,11.26578180640984,30.32715577373746
05081,Arkansas,Little River,12.492073557387444,52.6621490803485,96.41305826142926,90.7494147042722,23.029711005105113,18.461061123177174,22.62868242149563,51.205149664774424
05083,Arkansas,Logan,25.8719086873811,61.245563084866085,94.69918973226754,90.24082824304482,21.577608336727216,28.172510083772877,22.04596956943995,40.09713251665852
05085,Arkansas,Lonoke,59.63855421686747,23.491448854469184,97.07765537020036,87.32869989901074,27.05441044054385,18.08873720136519,76.04402719326643,50.72265315034671
05087,Arkansas,Madison,30.754597336715285,67.66698935140369,94.73609669604572,85.71542844908267,22.836943793635033,5.150480918398998,29.103269666558756,45.45320980208425
05089,Arkansas,Marion,12.206721623335447,64.8596321393998,95.9872537519627,86.62980709469626,19.419172167100665,30.71672354948805,33.02039494982195,43.99655509270543
05091,Arkansas,Miller,37.12745719720989,20.26460148434979,97.83513627528806,76.82603149257437,26.400420877029035,74.43375736891096,17.319520880543866,38.849735952316166
05093,Arkansas,Mississippi,20.196575776791377,15.359793481768314,97.7613574472006,85.1470891302354,19.427142800328426,73.99937946013031,3.5286500485594043,39.697028129436056
05095,Arkansas,Monroe,5.358275206087508,56.85705066150371,97.97097187867897,83.85053966375654,19.97812153648271,34.65715172199813,12.366461638070572,32.67065847338656
05097,Arkansas,Montgomery,10.209258084971465,78.60600193610843,95.96650510361349,90.4599246050458,24.04190369828538,12.255662426310892,15.539009388151506,33.048475652298606
05099,Arkansas,Nevada,6.8484464172479385,71.70054856405292,97.39896789661546,73.30698724870162,20.645870175012277,20.353707725721378,8.481709291032697,19.232207290727352
05101,Arkansas,Newton,14.267596702599874,90.57760567925138,94.93822033835288,84.7952490450504,25.011408397306916,1.27210673285758,37.455487212690194,42.375209593781285
05103,Arkansas,Ouachita,26.03043753963221,46.14391739270732,96.6785238424157,88.37132433653775,21.2666116809633,72.47905677939808,13.402395597280671,37.05060998002794
05105,Arkansas,Perry,15.091946734305644,51.919974185221044,94.0481093945707,89.8695118147586,23.136376091278457,1.799565622091194,32.761411460019424,41.69728554518779
05107,Arkansas,Phillips,8.211794546607482,34.10777670216199,98.7298620958374,74.6959594821888,14.713638343026757,75.55072913434688,0.4532211071544189,28.427641889928772
05109,Arkansas,Pike,13.696892834495875,76.83123588254276,97.8564666141115,88.5222757774611,20.425738020524268,20.974247595408002,12.722563936549044,36.71207686481157
05111,Arkansas,Poinsett,7.67279644895371,25.685705066150373,96.19985650112628,88.31138921751113,12.253677917865302,35.43282655910642,11.557138232437682,34.7002090553198
05113,Arkansas,Polk,17.913760304375394,57.405614714424004,94.82073030544672,83.27924462387739,26.633495024343627,76.41948495190816,16.121722240207188,34.48263300557915
05115,Arkansas,Pope,45.05389980976538,16.36011616650532,97.5478590457138,87.37704619939745,31.587486247047227,75.14737821905058,45.19261897054063,40.8410721429337
05117,Arkansas,Prairie,13.760304375396323,53.33978702807357,95.75184497057737,94.92167079940452,19.01057659218339,18.80235805150481,13.240530916154094,45.00463177110743
05119,Arkansas,Pulaski,66.64552948636651,4.872539528880284,97.5277614039234,76.47337851689694,41.67275957573879,75.7679180887372,49.012625445127874,52.29704675422582
05121,Arkansas,Randolph,18.48446417247939,36.46337528234915,96.53867635710137,91.94158963395198,18.830561216311363,54.39031957803289,13.49951440595662,35.883365909120535
05123,Arkansas,St Francis,21.36968928344959,23.45918038076799,96.3047531157223,76.81056652723436,24.158962070097104,62.64349984486503,1.1977986403366785,34.84803037243107
05125,Arkansas,Saline,53.58275206087508,20.490480800258148,97.56752830558102,87.6121077479359,33.038049469922484,23.27024511324852,75.62317902233733,52.06901157193598
05127,Arkansas,Scott,20.038046924540268,80.76798967408841,96.66816061987024,84.64809515225484,16.30719089072842,32.67142413900092,6.215603755260602,31.213757664160696
05129,Arkansas,Searcy,14.0139505389981,81.54243304291707,96.58845513996238,86.38315511682003,16.8099237161986,12.0695004654049,12.204596956943996,23.224571458021625
05131,Arkansas,Sebastian,48.636651870640456,16.23104227170055,99.51734113427013,83.98085118416955,35.28545238202292,85.20012410797393,41.2107478148268,44.00010794174273
05133,Arkansas,Sevier,20.76727964489537,40.174249757986445,97.0384423562972,86.13317968297545,20.15869697936399,47.223084083152344,10.035610229847848,35.45903427624559
05135,Arkansas,Sharp,11.44578313253012,42.884801548886735,96.6841953407384,83.51984427438363,20.53304856494924,26.52807942910333,20.751052120427325,30.957548157076936
