FIPS,County,Social Capital and Community Score
23027,"Waldo, Maine",36.03910748992876
23019,"Penobscot, Maine",36.035067871409545
45077,"Pickens, South Carolina",36.029927031382186
35045,"San Juan, New Mexico",36.02599715438319
18139,"Rush, Indiana",36.02338750977992
41041,"Lincoln, Oregon",36.01493535574789
55099,"Price, Wisconsin",36.01397089121059
23015,"Lincoln, Maine",36.005738142714925
18097,"Marion, Indiana",36.0017600218702
30105,"Valley, Montana",35.984122609084
48297,"Live Oak, Texas",35.983927629257764
13139,"Hall, Georgia",35.96664445476471
19091,"Humboldt, Iowa",35.95490222507727
55007,"Bayfield, Wisconsin",35.94566010491496
26151,"Sanilac, Michigan",35.944445877787494
47031,"Coffee, Tennessee",35.941819935699364
46051,"Grant, South Dakota",35.941649619300506
42069,"Lackawanna, Pennsylvania",35.931969037938366
37089,"Henderson, North Carolina",35.92093835652505
39167,"Washington, Ohio",35.879067784401755
40099,"Murray, Oklahoma",35.867790290583535
48325,"Medina, Texas",35.8200921460835
22125,"West Feliciana, Louisiana",35.808203104242445
42109,"Snyder, Pennsylvania",35.7955391490661
55069,"Lincoln, Wisconsin",35.77258923884072
1003,"Baldwin, Alabama",35.7238932329449
48185,"Grimes, Texas",35.71887076259211
17105,"Livingston, Illinois",35.70998114243722
39151,"Stark, Ohio",35.686467491850266
10005,"Sussex, Delaware",35.67776395447136
46053,"Gregory, South Dakota",35.667821839967004
48265,"Kerr, Texas",35.66457946804705
18147,"Spencer, Indiana",35.641820995437556
39015,"Brown, Ohio",35.64136067925943
36031,"Essex, New York",35.61865950809688
18031,"Decatur, Indiana",35.61474099378834
49015,"Emery, Utah",35.59056205518035
30073,"Pondera, Montana",35.57916847275395
32023,"Nye, Nevada",35.570354833740424
19097,"Jackson, Iowa",35.561932779214324
37069,"Franklin, North Carolina",35.541795467891575
12111,"St. Lucie, Florida",35.538058977061226
51007,"Amelia, Virginia",35.52752492730993
18179,"Wells, Indiana",35.499729737441456
28073,"Lamar, Mississippi",35.49706908531137
53017,"Douglas, Washington",35.49377290539821
20155,"Reno, Kansas",35.49273196515045
17163,"St. Clair, Illinois",35.47157214221572
27127,"Redwood, Minnesota",35.463438865851145
48375,"Potter, Texas",35.45322165736527
26157,"Tuscola, Michigan",35.45124322587373
55125,"Vilas, Wisconsin",35.446552686866596
12105,"Polk, Florida",35.445085816714226
37067,"Forsyth, North Carolina",35.44439431924446
54069,"Ohio, West Virginia",35.44302846434902
39171,"Williams, Ohio",35.416920542421316
26003,"Alger, Michigan",35.40070062260535
30027,"Fergus, Montana",35.35238545782165
19193,"Woodbury, Iowa",35.34865063219016
19107,"Keokuk, Iowa",35.326540844501245
20117,"Marshall, Kansas",35.30888599304828
48477,"Washington, Texas",35.30871780355477
40113,"Osage, Oklahoma",35.30638530581408
36121,"Wyoming, New York",35.29922480560696
48423,"Smith, Texas",35.297791340219646
20073,"Greenwood, Kansas",35.289347477921
29013,"Bates, Missouri",35.24669263293005
20003,"Anderson, Kansas",35.22315408838832
40033,"Cotton, Oklahoma",35.222631555326615
26057,"Gratiot, Michigan",35.22005490531643
39065,"Hardin, Ohio",35.200479977697555
36099,"Seneca, New York",35.188539443647265
51193,"Westmoreland, Virginia",35.16645645268026
17107,"Logan, Illinois",35.158508841335895
48123,"DeWitt, Texas",35.15198245607863
48475,"Ward, Texas",35.148752078176095
17029,"Coles, Illinois",35.120639124314444
42079,"Luzerne, Pennsylvania",35.114100728714945
31067,"Gage, Nebraska",35.11264419385524
36075,"Oswego, New York",35.10483871573432
50005,"Caledonia, Vermont",35.1008638358692
17049,"Effingham, Illinois",35.09827190508461
51063,"Floyd, Virginia",35.08335758561828
36123,"Yates, New York",35.082261530669285
26051,"Gladwin, Michigan",35.080487671176456
19079,"Hamilton, Iowa",35.07938807678473
46037,"Day, South Dakota",35.04423226242093
35049,"Santa Fe, New Mexico",35.01884171751666
17015,"Carroll, Illinois",34.961945502873505
21143,"Lyon, Kentucky",34.96078174495949
31141,"Platte, Nebraska",34.94992067534262
12061,"Indian River, Florida",34.93589156707007
48161,"Freestone, Texas",34.93079764155876
37097,"Iredell, North Carolina",34.92102984229823
41001,"Baker, Oregon",34.898285807474984
13217,"Newton, Georgia",34.88753466131821
16071,"Oneida, Idaho",34.87386532553337
42063,"Indiana, Pennsylvania",34.8730364396048
55075,"Marinette, Wisconsin",34.862805199685006
21123,"Larue, Kentucky",34.86120697013693
48097,"Cooke, Texas",34.845919913295845
19065,"Fayette, Iowa",34.84335857216801
34013,"Essex, New Jersey",34.83757573471935
35015,"Eddy, New Mexico",34.83683461226861
24045,"Wicomico, Maryland",34.83305063961228
48239,"Jackson, Texas",34.810325025355304
48241,"Jasper, Texas",34.78813293514176
17091,"Kankakee, Illinois",34.77505600992201
21035,"Calloway, Kentucky",34.7694707184408
45013,"Beaufort, South Carolina",34.756235561467555
42081,"Lycoming, Pennsylvania",34.74583787040284
31053,"Dodge, Nebraska",34.74173140138141
29167,"Polk, Missouri",34.74150883828208
18121,"Parke, Indiana",34.74007583687031
41057,"Tillamook, Oregon",34.73564428487915
6029,"Kern, California",34.720028734214694
27061,"Itasca, Minnesota",34.717153984863394
27153,"Todd, Minnesota",34.705771047772764
51760,"Richmond City, Virginia",34.70224576479294
19045,"Clinton, Iowa",34.69386470960526
5119,"Pulaski, Arkansas",34.69244057573932
42115,"Susquehanna, Pennsylvania",34.6895502422463
17201,"Winnebago, Illinois",34.68132124793287
19089,"Howard, Iowa",34.66911773854998
30077,"Powell, Montana",34.66815794766628
8085,"Montrose, Colorado",34.66709405590617
17199,"Williamson, Illinois",34.652504507595275
26149,"St. Joseph, Michigan",34.652189739947836
40019,"Carter, Oklahoma",34.6491403440803
40049,"Garvin, Oklahoma",34.64513380341655
22051,"Jefferson, Louisiana",34.61732344725495
47047,"Fayette, Tennessee",34.59226922655024
41019,"Douglas, Oregon",34.58862920283073
55103,"Richland, Wisconsin",34.58378576148726
48315,"Marion, Texas",34.57571875357966
55085,"Oneida, Wisconsin",34.570985544529
34001,"Atlantic, New Jersey",34.56243430694377
48335,"Mitchell, Texas",34.552870379550846
48217,"Hill, Texas",34.54147874355503
48149,"Fayette, Texas",34.53371032719301
6039,"Madera, California",34.49926472186557
27077,"Lake of the Woods, Minnesota",34.49445704282583
26075,"Jackson, Michigan",34.48948207131674
12033,"Escambia, Florida",34.47875947193612
47167,"Tipton, Tennessee",34.47588867637331
18067,"Howard, Indiana",34.4744685099389
18107,"Montgomery, Indiana",34.470876052773654
20141,"Osborne, Kansas",34.45392889789011
21151,"Madison, Kentucky",34.432601057984456
6047,"Merced, California",34.39712926406
20169,"Saline, Kansas",34.38175350668587
50003,"Bennington, Vermont",34.320122147962415
39157,"Tuscarawas, Ohio",34.31087011603196
19143,"Osceola, Iowa",34.307308890424274
17075,"Iroquois, Illinois",34.29939657080809
37059,"Davie, North Carolina",34.293149236063506
31097,"Johnson, Nebraska",34.283398423937136
12129,"Wakulla, Florida",34.28323456739976
48401,"Rusk, Texas",34.27697677669849
48219,"Hockley, Texas",34.265405514869016
27135,"Roseau, Minnesota",34.2560148852124
16031,"Cassia, Idaho",34.23100627240263
13051,"Chatham, Georgia",34.21655407391305
45079,"Richland, South Carolina",34.20614610865015
42113,"Sullivan, Pennsylvania",34.18376846180964
27099,"Mower, Minnesota",34.16047687615125
20035,"Cowley, Kansas",34.14640072576591
22075,"Plaquemines, Louisiana",34.14157226579436
48213,"Henderson, Texas",34.14021237854369
55115,"Shawano, Wisconsin",34.134925250331136
55065,"Lafayette, Wisconsin",34.13398102020022
20037,"Crawford, Kansas",34.13144921351272
19177,"Van Buren, Iowa",34.11765015336209
21145,"McCracken, Kentucky",34.11243241408235
26101,"Manistee, Michigan",34.09552476149164
37071,"Gaston, North Carolina",34.08360463085546
39077,"Huron, Ohio",34.079956073783286
20111,"Lyon, Kansas",34.07547620374387
18069,"Huntington, Indiana",34.071483029667135
27091,"Martin, Minnesota",34.06957643391422
29001,"Adair, Missouri",34.052226669593786
36015,"Chemung, New York",34.03743030561239
16053,"Jerome, Idaho",34.03703733274238
40059,"Harper, Oklahoma",34.031546122560805
5145,"White, Arkansas",34.02837061300645
35025,"Lea, New Mexico",34.02040818674536
40137,"Stephens, Oklahoma",34.00575483629621
48287,"Lee, Texas",34.00175808969205
17047,"Edwards, Illinois",33.993171648399844
8083,"Montezuma, Colorado",33.99283805221076
36011,"Cayuga, New York",33.98786405649415
22121,"West Baton Rouge, Louisiana",33.9712711208664
6031,"Kings, California",33.96519613624568
17001,"Adams, Illinois",33.96370703909143
27033,"Cottonwood, Minnesota",33.961655619934724
31031,"Cherry, Nebraska",33.91799172741231
40029,"Coal, Oklahoma",33.8660479742171
13311,"White, Georgia",33.85770184740264
21227,"Warren, Kentucky",33.85239723669835
36017,"Chenango, New York",33.852090751680514
16049,"Idaho, Idaho",33.815449700593156
48365,"Panola, Texas",33.80274589853063
16021,"Boundary, Idaho",33.80070984810526
48183,"Gregg, Texas",33.791651771410656
38071,"Ramsey, North Dakota",33.784330638927344
39143,"Sandusky, Ohio",33.776723129963045
40085,"Love, Oklahoma",33.775824375878024
40153,"Woodward, Oklahoma",33.76992117826752
39161,"Van Wert, Ohio",33.76518170937345
39037,"Darke, Ohio",33.7557764006048
26017,"Bay, Michigan",33.74035298634534
17173,"Shelby, Illinois",33.737090559712975
40011,"Blaine, Oklahoma",33.7221979263487
51067,"Franklin County, Virginia",33.716779439616865
36057,"Montgomery, New York",33.705845885244905
31039,"Cuming, Nebraska",33.7057063452506
51149,"Prince George, Virginia",33.70552121006429
20167,"Russell, Kansas",33.704508111480514
17143,"Peoria, Illinois",33.702779632680055
1115,"St. Clair, Alabama",33.700479973316135
26079,"Kalkaska, Michigan",33.69838231412963
37035,"Catawba, North Carolina",33.677938695983265
8087,"Morgan, Colorado",33.67636483189829
29109,"Lawrence, Missouri",33.66749856083664
26063,"Huron, Michigan",33.66627009375921
5023,"Cleburne, Arkansas",33.66308725455434
26135,"Oscoda, Michigan",33.65816215600031
48503,"Young, Texas",33.656987080451586
55081,"Monroe, Wisconsin",33.63981683943369
26163,"Wayne, Michigan",33.619470643547515
4011,"Greenlee, Arizona",33.61503750268122
18167,"Vigo, Indiana",33.613227527051045
29005,"Atchison, Missouri",33.60646679126478
13045,"Carroll, Georgia",33.60282745536201
47011,"Bradley, Tennessee",33.59677156502558
48245,"Jefferson, Texas",33.595239974060505
29097,"Jasper, Missouri",33.583913997166256
55119,"Taylor, Wisconsin",33.566699650264894
18091,"LaPorte, Indiana",33.56425464649751
41011,"Coos, Oregon",33.557800999166524
21081,"Grant, Kentucky",33.53815865076086
26109,"Menominee, Michigan",33.526440017559715
5053,"Grant, Arkansas",33.52289105840304
40035,"Craig, Oklahoma",33.51801245845168
48373,"Polk, Texas",33.50869351462986
51740,"Portsmouth, Virginia",33.50701146439491
29213,"Taney, Missouri",33.50037256677148
4015,"Mohave, Arizona",33.4962742377041
41037,"Lake, Oregon",33.490968158252734
26133,"Osceola, Michigan",33.4800805937265
29187,"St. Francois, Missouri",33.47711579644688
48055,"Caldwell, Texas",33.473429685951
13143,"Haralson, Georgia",33.46361890432402
17195,"Whiteside, Illinois",33.46340906588896
5115,"Pope, Arkansas",33.45492547279299
48223,"Hopkins, Texas",33.44428015856904
37049,"Craven, North Carolina",33.43206319153691
36019,"Clinton, New York",33.42938954401125
18045,"Fountain, Indiana",33.42554935685344
13211,"Morgan, Georgia",33.412325156878026
40097,"Mayes, Oklahoma",33.400771763469805
55121,"Trempealeau, Wisconsin",33.39814660253723
17149,"Pike, Illinois",33.397819423463524
20009,"Barton, Kansas",33.38777607952736
18119,"Owen, Indiana",33.387489618381295
18065,"Henry, Indiana",33.38491990741577
39175,"Wyandot, Ohio",33.377917060339804
55001,"Adams, Wisconsin",33.35951600886871
13221,"Oglethorpe, Georgia",33.35482106555401
1051,"Elmore, Alabama",33.34922892524336
48485,"Wichita, Texas",33.34899154491125
26023,"Branch, Michigan",33.345404019450875
17083,"Jersey, Illinois",33.334352277263235
34031,"Passaic, New Jersey",33.330498186840856
8101,"Pueblo, Colorado",33.31887522065748
51009,"Amherst, Virginia",33.30841134996678
19171,"Tama, Iowa",33.284195508897355
26061,"Houghton, Michigan",33.26657787367124
40121,"Pittsburg, Oklahoma",33.261625240957756
29061,"Daviess, Missouri",33.260605975878114
39147,"Seneca, Ohio",33.25442643792508
41049,"Morrow, Oregon",33.24791480149894
51045,"Craig, Virginia",33.24044321234867
48005,"Angelina, Texas",33.23284350483634
48363,"Palo Pinto, Texas",33.18967250164867
21157,"Marshall, Kentucky",33.18068358199837
48049,"Brown, Texas",33.17627947269266
56013,"Fremont, Wyoming",33.15780652086222
5033,"Crawford, Arkansas",33.15333119174311
41059,"Umatilla, Oregon",33.138377627329504
42049,"Erie, Pennsylvania",33.11579406180436
13195,"Madison, Georgia",33.11141568236015
20029,"Cloud, Kansas",33.109120688853174
17009,"Brown, Illinois",33.09953420030064
48013,"Atascosa, Texas",33.07552954819457
19137,"Montgomery, Iowa",33.0682307582913
26043,"Dickinson, Michigan",33.06739217790538
5051,"Garland, Arkansas",33.04811888896103
29021,"Buchanan, Missouri",33.03104903227156
39043,"Erie, Ohio",33.01728864947017
19175,"Union, Iowa",32.99007205052877
39141,"Ross, Ohio",32.989623819153714
1083,"Limestone, Alabama",32.975834165412444
48253,"Jones, Texas",32.97331569796895
6027,"Inyo, California",32.97158130480132
48351,"Newton, Texas",32.96372425787945
27021,"Cass, Minnesota",32.95887206855922
48285,"Lavaca, Texas",32.95638589992386
37037,"Chatham, North Carolina",32.94648324061655
18083,"Knox, Indiana",32.93018197730007
35035,"Otero, New Mexico",32.92272461381437
48415,"Scurry, Texas",32.92023703329185
17137,"Morgan, Illinois",32.92013287511324
37149,"Polk, North Carolina",32.919991495225716
19159,"Ringgold, Iowa",32.91379105047709
5131,"Sebastian, Arkansas",32.912820956577505
29083,"Henry, Missouri",32.90936571358088
21163,"Meade, Kentucky",32.90730024088623
40069,"Johnston, Oklahoma",32.906997639745455
40065,"Jackson, Oklahoma",32.90120277390397
20205,"Wilson, Kansas",32.89531957732951
1081,"Lee, Alabama",32.88335036481044
17023,"Clark, Illinois",32.87306486580412
48141,"El Paso, Texas",32.865581409927884
31145,"Red Willow, Nebraska",32.84723013687131
19069,"Franklin, Iowa",32.840044214089595
19145,"Page, Iowa",32.82875089227312
48455,"Trinity, Texas",32.81514368207149
34021,"Mercer, New Jersey",32.794645085925836
25019,"Nantucket, Massachusetts",32.75159524043202
55019,"Clark, Wisconsin",32.74273184476902
47141,"Putnam, Tennessee",32.73942527108278
48165,"Gaines, Texas",32.723856554163774
20133,"Neosho, Kansas",32.71679064406081
13207,"Monroe, Georgia",32.71103282993927
17035,"Cumberland, Illinois",32.70853791269559
19057,"Des Moines, Iowa",32.700668398971125
18021,"Clay, Indiana",32.696981547553
48107,"Crosby, Texas",32.684723510497086
18055,"Greene, Indiana",32.67585044609653
29117,"Livingston, Missouri",32.66778906319722
48313,"Madison, Texas",32.64769241490752
1045,"Dale, Alabama",32.64348383854579
40105,"Nowata, Oklahoma",32.62787692636585
42005,"Armstrong, Pennsylvania",32.62775639743986
24023,"Garrett, Maryland",32.61798297342312
6019,"Fresno, California",32.6166624459991
40101,"Muskogee, Oklahoma",32.616283249404844
51021,"Bland, Virginia",32.59964940642825
42035,"Clinton, Pennsylvania",32.59661137721315
29089,"Howard, Missouri",32.59100891536242
48037,"Bowie, Texas",32.57579629822275
42107,"Schuylkill, Pennsylvania",32.5724688652404
40047,"Garfield, Oklahoma",32.56147564566947
19139,"Muscatine, Iowa",32.55609254875869
26049,"Genesee, Michigan",32.548790691390764
18103,"Miami, Indiana",32.54635620096451
19173,"Taylor, Iowa",32.54368943144916
16087,"Washington, Idaho",32.52949068762936
27023,"Chippewa, Minnesota",32.51920058331748
51191,"Washington, Virginia",32.51386482481201
31107,"Knox, Nebraska",32.49165948168673
29053,"Cooper, Missouri",32.48827935540524
47105,"Loudon, Tennessee",32.48498840209218
20067,"Grant, Kansas",32.48400082091473
36073,"Orleans, New York",32.4724331299411
19187,"Webster, Iowa",32.45760114469449
21049,"Clark, Kentucky",32.43925425072267
49037,"San Juan, Utah",32.40189713459923
39013,"Belmont, Ohio",32.40085425368361
48309,"McLennan, Texas",32.40081119493617
41065,"Wasco, Oregon",32.377695025903435
47163,"Sullivan, Tennessee",32.36548489493744
37159,"Rowan, North Carolina",32.364008591671414
19197,"Wright, Iowa",32.35685242168984
26105,"Mason, Michigan",32.35221607843557
17087,"Johnson, Illinois",32.34403894043096
47119,"Maury, Tennessee",32.337142131473286
21167,"Mercer, Kentucky",32.336363140478056
36043,"Herkimer, New York",32.324342209866145
29135,"Moniteau, Missouri",32.313183897107386
27047,"Freeborn, Minnesota",32.30972347162702
36065,"Oneida, New York",32.309350077563046
19185,"Wayne, Iowa",32.28077548419691
55003,"Ashland, Wisconsin",32.23885840485446
48103,"Crane, Texas",32.22045101785295
19135,"Monroe, Iowa",32.21529943102437
13035,"Butts, Georgia",32.21115233575694
42085,"Mercer, Pennsylvania",32.206333017201686
39071,"Highland, Ohio",32.204555062218816
48203,"Harrison, Texas",32.188606761180196
18095,"Madison, Indiana",32.1778035305214
55067,"Langlade, Wisconsin",32.17303986527479
25013,"Hampden, Massachusetts",32.17078224840414
39095,"Lucas, Ohio",32.167716085531694
48207,"Haskell, Texas",32.16514959373504
26025,"Calhoun, Michigan",32.1488939442507
40091,"McIntosh, Oklahoma",32.145039889194834
17115,"Macon, Illinois",32.14217632740654
21091,"Hancock, Kentucky",32.13489956997167
18037,"Dubois, Indiana",32.13430748317717
29059,"Dallas, Missouri",32.13103608409873
53019,"Ferry, Washington",32.0841103391862
6033,"Lake, California",32.08284834190861
20099,"Labette, Kansas",32.06676069902781
48495,"Winkler, Texas",32.06667838089086
28071,"Lafayette, Mississippi",32.04338018048023
20125,"Montgomery, Kansas",32.0224808839188
48093,"Comanche, Texas",32.01821181290277
26127,"Oceana, Michigan",32.00155755487402
18125,"Pike, Indiana",31.986016923763298
48179,"Gray, Texas",31.977861522889683
53025,"Grant, Washington",31.96167355821995
13031,"Bulloch, Georgia",31.954009353637236
18113,"Noble, Indiana",31.95041846610095
40009,"Beckham, Oklahoma",31.935225341231867
37019,"Brunswick, North Carolina",31.931162028103238
23017,"Oxford, Maine",31.92907283532469
17127,"Massac, Illinois",31.91933822422186
40021,"Cherokee, Oklahoma",31.90680218401511
16059,"Lemhi, Idaho",31.884283646701967
41035,"Klamath, Oregon",31.882882106662
13291,"Union, Georgia",31.881504989555477
18177,"Wayne, Indiana",31.879301483604433
55107,"Rusk, Wisconsin",31.854734659176852
49007,"Carbon, Utah",31.853443227106986
28089,"Madison, Mississippi",31.809304861552995
8105,"Rio Grande, Colorado",31.800261539338887
36003,"Allegany, New York",31.799363664323316
40111,"Okmulgee, Oklahoma",31.787237188933954
16007,"Bear Lake, Idaho",31.783688642512132
39107,"Mercer, Ohio",31.76957036860478
39121,"Noble, Ohio",31.762329648516683
47155,"Sevier, Tennessee",31.755156998658425
12083,"Marion, Florida",31.736095387334334
42059,"Greene, Pennsylvania",31.72200342069932
5031,"Craighead, Arkansas",31.705417224455562
18009,"Blackford, Indiana",31.66238286312204
29186,"Ste Genevieve, Missouri",31.65893832590454
26021,"Berrien, Michigan",31.655962684663493
13215,"Muscogee, Georgia",31.65381978498127
18165,"Vermillion, Indiana",31.6246057413455
45083,"Spartanburg, South Carolina",31.60670536995144
26041,"Delta, Michigan",31.602324451654084
40077,"Latimer, Oklahoma",31.59974279076856
40071,"Kay, Oklahoma",31.599338347992518
48119,"Delta, Texas",31.57990745890185
26001,"Alcona, Michigan",31.57404464437885
21103,"Henry, Kentucky",31.568895227777315
42073,"Lawrence, Pennsylvania",31.565976537381623
13295,"Walker, Georgia",31.548410370811542
45003,"Aiken, South Carolina",31.548075862247288
53027,"Grays Harbor, Washington",31.515647591381146
19005,"Allamakee, Iowa",31.51048343975098
42039,"Crawford, Pennsylvania",31.50741628811302
36035,"Fulton, New York",31.503819097987357
26129,"Ogemaw, Michigan",31.501965958487986
45051,"Horry, South Carolina",31.50155219437717
42015,"Bradford, Pennsylvania",31.498551325489572
46129,"Walworth, South Dakota",31.492228259477102
42111,"Somerset, Pennsylvania",31.48674310093706
36101,"Steuben, New York",31.485486807533043
13169,"Jones, Georgia",31.46590175355552
13059,"Clarke, Georgia",31.451392840748532
20189,"Stevens, Kansas",31.450688195828917
54011,"Cabell, West Virginia",31.436860297676922
17033,"Crawford, Illinois",31.426205251214057
35061,"Valencia, New Mexico",31.406039846646415
31079,"Hall, Nebraska",31.392396538658957
29115,"Linn, Missouri",31.366256350849355
48273,"Kleberg, Texas",31.35665309781137
17125,"Mason, Illinois",31.34991455783372
35009,"Curry, New Mexico",31.327567387388626
21179,"Nelson, Kentucky",31.314959735226395
21077,"Gallatin, Kentucky",31.31322150945337
23025,"Somerset, Maine",31.31071952185608
54065,"Morgan, West Virginia",31.295561120321057
36009,"Cattaraugus, New York",31.290984331945637
12017,"Citrus, Florida",31.286427529628124
39067,"Harrison, Ohio",31.277981706868594
19115,"Louisa, Iowa",31.26806626759831
39003,"Allen, Ohio",31.251666115239672
48347,"Nacogdoches, Texas",31.207697669908608
53049,"Pacific, Washington",31.193078282596094
39099,"Mahoning, Ohio",31.180828500854187
17071,"Henderson, Illinois",31.176247752994936
39047,"Fayette, Ohio",31.16342225371092
35027,"Lincoln, New Mexico",31.157835676094862
48057,"Calhoun, Texas",31.135321122028948
31095,"Jefferson, Nebraska",31.122698589088316
26143,"Roscommon, Michigan",31.114363709250526
46123,"Tripp, South Dakota",31.099302318690263
39139,"Richland, Ohio",31.0889390476483
8003,"Alamosa, Colorado",31.075549908194887
23007,"Franklin, Maine",31.07526675736561
42031,"Clarion, Pennsylvania",31.056229570714365
36049,"Lewis, New York",31.047737678365827
39023,"Clark, Ohio",31.040143220245774
17177,"Stephenson, Illinois",31.018556730739714
21019,"Boyd, Kentucky",31.009998440232305
41025,"Harney, Oregon",31.001392715217513
51155,"Pulaski, Virginia",30.989056911351874
18169,"Wabash, Indiana",30.986434421258902
6107,"Tulare, California",30.958175819158466
20021,"Cherokee, Kansas",30.942975691375317
29009,"Barry, Missouri",30.942270846204202
18123,"Perry, Indiana",30.93003169868246
26165,"Wexford, Michigan",30.922535863914412
26113,"Missaukee, Michigan",30.919146621297443
18171,"Warren, Indiana",30.915369142192837
51133,"Northumberland, Virginia",30.88749417148214
29159,"Pettis, Missouri",30.853027246714642
18149,"Starke, Indiana",30.847102745698514
8095,"Phillips, Colorado",30.84199262507025
48195,"Hansford, Texas",30.837460458240418
42097,"Northumberland, Pennsylvania",30.837430822996765
47015,"Cannon, Tennessee",30.835279516468965
48227,"Howard, Texas",30.814618968470754
29011,"Barton, Missouri",30.807645622337798
26121,"Muskegon, Michigan",30.802328980923292
6045,"Mendocino, California",30.799780972189417
18131,"Pulaski, Indiana",30.792303338124828
37001,"Alamance, North Carolina",30.783791886738083
51159,"Richmond County, Virginia",30.780539026067345
39127,"Perry, Ohio",30.77092987718976
26033,"Chippewa, Michigan",30.753332714771904
21059,"Daviess, Kentucky",30.735684527323524
28047,"Harrison, Mississippi",30.734229030257627
17079,"Jasper, Illinois",30.723664558583042
40141,"Tillman, Oklahoma",30.71902768625035
13137,"Habersham, Georgia",30.718601565331667
35041,"Roosevelt, New Mexico",30.717075393449488
19039,"Clarke, Iowa",30.709311474460694
13083,"Dade, Georgia",30.69460589075924
39033,"Crawford, Ohio",30.682619731012366
36013,"Chautauqua, New York",30.671826517679186
22053,"Jefferson Davis, Louisiana",30.671702821797737
1009,"Blount, Alabama",30.662943978542167
21089,"Greenup, Kentucky",30.653848776432056
42013,"Blair, Pennsylvania",30.631273777393087
48391,"Refugio, Texas",30.620974283596862
37099,"Jackson, North Carolina",30.58985158463979
39155,"Trumbull, Ohio",30.568253515504733
30093,"Silver Bow, Montana",30.55936268977711
54049,"Marion, West Virginia",30.552412701300273
48111,"Dallam, Texas",30.54243749317828
42117,"Tioga, Pennsylvania",30.519714717031505
26141,"Presque Isle, Michigan",30.5012894094693
13111,"Fannin, Georgia",30.47311295902016
29139,"Montgomery, Missouri",30.45377014658089
47183,"Weakley, Tennessee",30.427083374019116
22109,"Terrebonne, Louisiana",30.415820424712912
31147,"Richardson, Nebraska",30.413832486779757
5089,"Marion, Arkansas",30.41346175942769
47145,"Roane, Tennessee",30.404303715737168
37147,"Pitt, North Carolina",30.39681598641593
6025,"Imperial, California",30.390920212189222
29073,"Gasconade, Missouri",30.385937421277497
24001,"Allegany, Maryland",30.3817164977587
29175,"Randolph, Missouri",30.372044751605863
54033,"Harrison, West Virginia",30.353405861631323
40067,"Jefferson, Oklahoma",30.34746806787259
48403,"Sabine, Texas",30.335314518103544
5005,"Baxter, Arkansas",30.330359257231603
17157,"Randolph, Illinois",30.330348001451075
19111,"Lee, Iowa",30.324999771565547
46005,"Beadle, South Dakota",30.298612357424958
35055,"Taos, New Mexico",30.268729225503392
1073,"Jefferson, Alabama",30.26728848112764
1103,"Morgan, Alabama",30.261793776066128
54039,"Kanawha, West Virginia",30.254084128810476
48089,"Colorado, Texas",30.25165116455339
20209,"Wyandotte, Kansas",30.248020345267157
18023,"Clinton, Indiana",30.200475310236662
5105,"Perry, Arkansas",30.197276767571996
17095,"Knox, Illinois",30.167155624510798
33007,"Coos, New Hampshire",30.164648091335305
18071,"Jackson, Indiana",30.161872964956295
8071,"Las Animas, Colorado",30.16155818175846
21079,"Garrard, Kentucky",30.16088805143896
40135,"Sequoyah, Oklahoma",30.15085478461364
31151,"Saline, Nebraska",30.146903712258162
51770,"Roanoke City, Virginia",30.13680698348767
39073,"Hocking, Ohio",30.13446677859768
47043,"Dickson, Tennessee",30.106490648207913
48395,"Robertson, Texas",30.104007643074226
21191,"Pendleton, Kentucky",30.090287797066615
47117,"Marshall, Tennessee",30.072042940986577
40127,"Pushmataha, Oklahoma",30.05209968496434
17185,"Wabash, Illinois",30.03486749908793
26031,"Cheboygan, Michigan",30.02985632827973
29127,"Marion, Missouri",30.029017385720337
48255,"Karnes, Texas",30.010216238480435
29217,"Vernon, Missouri",30.002787520661666
51011,"Appomattox, Virginia",30.002067831716868
5055,"Greene, Arkansas",29.980210154277852
53047,"Okanogan, Washington",29.979072016646676
37175,"Transylvania, North Carolina",29.976153062724574
29173,"Ralls, Missouri",29.962797593634367
21007,"Ballard, Kentucky",29.949454437125734
48501,"Yoakum, Texas",29.94944334155734
34011,"Cumberland, New Jersey",29.92385830257307
40041,"Delaware, Oklahoma",29.90875886680957
17081,"Jefferson, Illinois",29.90587279842431
42021,"Cambria, Pennsylvania",29.90099527697636
22105,"Tangipahoa, Louisiana",29.89439637193923
54107,"Wood, West Virginia",29.872875208107285
17057,"Fulton, Illinois",29.852730769485575
26071,"Iron, Michigan",29.850334404188843
47157,"Shelby, Tennessee",29.844956492823393
13171,"Lamar, Georgia",29.84439807064449
17187,"Warren, Illinois",29.816353348601726
39053,"Gallia, Ohio",29.811585606394353
29119,"McDonald, Missouri",29.801618462012886
26035,"Clare, Michigan",29.80043022691823
39101,"Marion, Ohio",29.791932593353398
12119,"Sumter, Florida",29.790504213162322
20055,"Finney, Kansas",29.7212696851515
48075,"Childress, Texas",29.720145465830385
51071,"Giles, Virginia",29.71751430072052
40075,"Kiowa, Oklahoma",29.7050650484675
17159,"Richland, Illinois",29.698597400052694
53077,"Yakima, Washington",29.691560669971444
16067,"Minidoka, Idaho",29.685985547055
29033,"Carroll, Missouri",29.685537117656363
12003,"Baker, Florida",29.68081114576985
39119,"Muskingum, Ohio",29.67414508491157
26011,"Arenac, Michigan",29.660587352158917
