FIPS,County,Social Capital and Community Score
40037,"Creek, Oklahoma",41.99337579152444
26117,"Montcalm, Michigan",41.98630431382202
18015,"Carroll, Indiana",41.98580150897396
15001,"Hawaii, Hawaii",41.96806465303836
17005,"Bond, Illinois",41.95731337149501
48473,"Waller, Texas",41.955157361835624
49041,"Sevier, Utah",41.954803811740064
12103,"Pinellas, Florida",41.94369268476182
55017,"Chippewa, Wisconsin",41.90435738272843
5085,"Lonoke, Arkansas",41.89045563274817
19119,"Lyon, Iowa",41.88105026420036
49047,"Uintah, Utah",41.864703031376656
41007,"Clatsop, Oregon",41.86301542084179
4021,"Pinal, Arizona",41.85139725148599
50025,"Windham, Vermont",41.82836997615139
48201,"Harris, Texas",41.81943362399608
26103,"Marquette, Michigan",41.8099583343021
27081,"Lincoln, Minnesota",41.8056906815966
30091,"Sheridan, Montana",41.80046600343488
46103,"Pennington, South Dakota",41.78100407339748
16043,"Fremont, Idaho",41.75931985777111
12073,"Leon, Florida",41.74845627423563
48077,"Clay, Texas",41.73038070111901
6099,"Stanislaus, California",41.728332409423594
27119,"Polk, Minnesota",41.71289750878688
51181,"Surry, Virginia",41.71068621485531
39017,"Butler, Ohio",41.70765236734365
48237,"Jack, Texas",41.69143319124582
13011,"Banks, Georgia",41.685366244512515
41047,"Marion, Oregon",41.68478624053515
31055,"Douglas, Nebraska",41.66817657885174
34009,"Cape May, New Jersey",41.65794911675665
20093,"Kearny, Kansas",41.65189490672505
31139,"Pierce, Nebraska",41.6415591204492
19023,"Butler, Iowa",41.64122022005321
24029,"Kent, Maryland",41.599404224603106
56037,"Sweetwater, Wyoming",41.59833497642656
46079,"Lake, South Dakota",41.58906203921223
31021,"Burt, Nebraska",41.584832584471506
16029,"Caribou, Idaho",41.576658760416066
31033,"Cheyenne, Nebraska",41.55547385406418
5125,"Saline, Arkansas",41.54464478440994
22005,"Ascension, Louisiana",41.54008258223121
19077,"Guthrie, Iowa",41.53299270859313
13103,"Effingham, Georgia",41.52580271765702
19163,"Scott, Iowa",41.52397683676977
30099,"Teton, Montana",41.523496696121384
36053,"Madison, New York",41.502943055172764
39117,"Morrow, Ohio",41.49321998823924
27137,"St. Louis, Minnesota",41.482573212837536
55039,"Fond du Lac, Wisconsin",41.4600919368268
39069,"Henry, Ohio",41.452538258799166
21037,"Campbell, Kentucky",41.449391506053644
42119,"Union, Pennsylvania",41.43097594214289
32510,"Carson City, Nevada",41.43070150668444
31185,"York, Nebraska",41.36342993141449
55073,"Marathon, Wisconsin",41.34988700901672
27161,"Waseca, Minnesota",41.34019894857931
55077,"Marquette, Wisconsin",41.32060005085633
18133,"Putnam, Indiana",41.3151243326291
13039,"Camden, Georgia",41.30808361185947
20005,"Atchison, Kansas",41.303306633261215
21029,"Bullitt, Kentucky",41.28580098843157
38031,"Foster, North Dakota",41.28559287949067
38081,"Sargent, North Dakota",41.27819088099422
25007,"Dukes, Massachusetts",41.23159916194729
56007,"Carbon, Wyoming",41.22216790066883
42003,"Allegheny, Pennsylvania",41.20550894059712
20143,"Ottawa, Kansas",41.19555894464456
22115,"Vernon, Louisiana",41.1928164271495
39089,"Licking, Ohio",41.172817430891854
32013,"Humboldt, Nevada",41.16922031230706
36051,"Livingston, New York",41.15372961423193
27143,"Sibley, Minnesota",41.1530601344137
40143,"Tulsa, Oklahoma",41.14421387704403
27075,"Lake, Minnesota",41.137347650454856
13077,"Coweta, Georgia",41.12848365287186
31123,"Morrill, Nebraska",41.11451152633592
53015,"Cowlitz, Washington",41.086481384435714
36077,"Otsego, New York",41.08411752557585
31035,"Clay, Nebraska",41.078097199466576
9003,"Hartford, Connecticut",41.064476019452144
9009,"New Haven, Connecticut",41.05027222635289
12009,"Brevard, Florida",41.041443426376006
29225,"Webster, Missouri",41.03815622664174
19125,"Marion, Iowa",41.03294206437811
17179,"Tazewell, Illinois",41.00067817270472
39097,"Madison, Ohio",40.99661010404839
41029,"Jackson, Oregon",40.958642040327206
42129,"Westmoreland, Pennsylvania",40.946062547283475
48041,"Brazos, Texas",40.94472066945317
26107,"Mecosta, Michigan",40.94106250641678
13187,"Lumpkin, Georgia",40.94041491189607
36045,"Jefferson, New York",40.93252891233284
36093,"Schenectady, New York",40.927466786523155
46065,"Hughes, South Dakota",40.92545783750904
32007,"Elko, Nevada",40.9215337232461
26077,"Kalamazoo, Michigan",40.90600725343689
48029,"Bexar, Texas",40.90332719568517
50015,"Lamoille, Vermont",40.896101939311144
48021,"Bastrop, Texas",40.882401973380894
55029,"Door, Wisconsin",40.876977272934596
42125,"Washington, Pennsylvania",40.87039250495908
8121,"Washington, Colorado",40.84356801635835
18159,"Tipton, Indiana",40.84051447204451
37119,"Mecklenburg, North Carolina",40.83175158629661
30083,"Richland, Montana",40.79696362880231
53051,"Pend Oreille, Washington",40.74039906131473
48143,"Erath, Texas",40.72764560676967
30021,"Dawson, Montana",40.718924919815876
19149,"Plymouth, Iowa",40.7000395922811
6115,"Yuba, California",40.69723656711701
8037,"Eagle, Colorado",40.68259792849591
51079,"Greene, Virginia",40.65985218083972
47093,"Knox, Tennessee",40.65867548305445
4025,"Yavapai, Arizona",40.655810260589874
42011,"Berks, Pennsylvania",40.653693363239874
5007,"Benton, Arkansas",40.64470873480235
16073,"Owyhee, Idaho",40.61661811832922
31065,"Furnas, Nebraska",40.608937796380346
6007,"Butte, California",40.58020150747403
34039,"Union, New Jersey",40.56692366721612
16083,"Twin Falls, Idaho",40.547876782194614
31181,"Webster, Nebraska",40.53068872994778
48135,"Ector, Texas",40.52981199792324
18183,"Whitley, Indiana",40.49218450736139
6063,"Plumas, California",40.485810024379774
19085,"Harrison, Iowa",40.4306340951156
19033,"Cerro Gordo, Iowa",40.42449127609985
19165,"Shelby, Iowa",40.402969022849994
51710,"Norfolk, Virginia",40.40236799470219
42099,"Perry, Pennsylvania",40.396692488458484
51019,"Bedford County, Virginia",40.33040437010874
53003,"Asotin, Washington",40.3188792944272
32001,"Churchill, Nevada",40.315853041479016
20177,"Shawnee, Kansas",40.31116572825868
54061,"Monongalia, West Virginia",40.29759272535973
21209,"Scott, Kentucky",40.291475828851084
36087,"Rockland, New York",40.28128483924584
41043,"Linn, Oregon",40.27301668093883
1089,"Madison, Alabama",40.25342270273436
39039,"Defiance, Ohio",40.248408323144105
45035,"Dorchester, South Carolina",40.24387764751543
36107,"Tioga, New York",40.23567955493855
49013,"Duchesne, Utah",40.18883601149405
31041,"Custer, Nebraska",40.17316433624632
9001,"Fairfield, Connecticut",40.170248652814195
32033,"White Pine, Nevada",40.161792896025304
26147,"St. Clair, Michigan",40.156416787108085
39109,"Miami, Ohio",40.153991614528515
48009,"Archer, Texas",40.14168400981384
18019,"Clark, Indiana",40.14098542075673
55101,"Racine, Wisconsin",40.12315301526997
40007,"Beaver, Oklahoma",40.12273053975312
27035,"Crow Wing, Minnesota",40.115480094653265
20201,"Washington, Kansas",40.11308306534673
19131,"Mitchell, Iowa",40.10300516947545
36021,"Columbia, New York",40.100824779641
17167,"Sangamon, Illinois",40.09879572741643
51700,"Newport News, Virginia",40.08158169254568
31127,"Nemaha, Nebraska",40.07577383932249
56015,"Goshen, Wyoming",40.07340954079442
47165,"Sumner, Tennessee",40.069593561748086
21113,"Jessamine, Kentucky",40.06569095256797
8045,"Garfield, Colorado",40.05644833509035
5143,"Washington, Arkansas",40.04340513876317
29095,"Jackson, Missouri",39.99518970388947
27017,"Carlton, Minnesota",39.98755471907491
51660,"Harrisonburg, Virginia",39.98593109974989
12087,"Monroe, Florida",39.97643128228627
29051,"Cole, Missouri",39.97191005394494
19029,"Cass, Iowa",39.96368986429648
20027,"Clay, Kansas",39.95964763900914
12069,"Lake, Florida",39.95868494908477
20053,"Ellsworth, Kansas",39.95162633318955
31161,"Sheridan, Nebraska",39.94790476781502
40051,"Grady, Oklahoma",39.94155450686284
13179,"Liberty, Georgia",39.936060144810575
46115,"Spink, South Dakota",39.933404611367216
20085,"Jackson, Kansas",39.921685818921226
19183,"Washington, Iowa",39.915016379992785
27083,"Lyon, Minnesota",39.87131854259133
31137,"Phelps, Nebraska",39.87130399618898
55027,"Dodge, Wisconsin",39.85794806795358
27101,"Murray, Minnesota",39.8498431978558
18005,"Bartholomew, Indiana",39.84284051263186
18013,"Brown, Indiana",39.840210625936
10001,"Kent, Delaware",39.79351920105375
19035,"Cherokee, Iowa",39.768502762188426
27107,"Norman, Minnesota",39.75725305520526
39011,"Auglaize, Ohio",39.7571725537858
12099,"Palm Beach, Florida",39.753587640826346
16041,"Franklin, Idaho",39.74301647802553
19157,"Poweshiek, Iowa",39.7352049440293
48231,"Hunt, Texas",39.73351712679178
17123,"Marshall, Illinois",39.72724111664275
31013,"Box Butte, Nebraska",39.725123061858866
19095,"Iowa, Iowa",39.7180156921939
17139,"Moultrie, Illinois",39.708535516352185
48159,"Franklin, Texas",39.69777440771903
31023,"Butler, Nebraska",39.671285898327135
35001,"Bernalillo, New Mexico",39.669266879845935
38009,"Bottineau, North Dakota",39.633343022362475
17109,"McDonough, Illinois",39.62118202058033
17073,"Henry, Illinois",39.58831003765589
26047,"Emmet, Michigan",39.57988747204675
19105,"Jones, Iowa",39.56295093008041
20151,"Pratt, Kansas",39.56124193449288
51109,"Louisa, Virginia",39.555685912192686
38067,"Pembina, North Dakota",39.55403262892351
37093,"Hoke, North Carolina",39.541110615759855
27167,"Wilkin, Minnesota",39.53744248498019
16017,"Bonner, Idaho",39.523092755037666
8043,"Fremont, Colorado",39.522583775561436
18073,"Jasper, Indiana",39.51910055632567
26155,"Shiawassee, Michigan",39.51653350446427
27069,"Kittson, Minnesota",39.500652675694035
30013,"Cascade, Montana",39.493237561194924
34007,"Camden, New Jersey",39.483660602318835
18047,"Franklin, Indiana",39.48078884083427
20157,"Republic, Kansas",39.479338623803116
18051,"Gibson, Indiana",39.46195166293192
55045,"Green, Wisconsin",39.45812831692532
42025,"Carbon, Pennsylvania",39.45527151433335
19027,"Carroll, Iowa",39.45504497026453
12021,"Collier, Florida",39.45487912082872
48459,"Upshur, Texas",39.43524092263384
20159,"Rice, Kansas",39.43219126732364
27063,"Jackson, Minnesota",39.42935677389203
53007,"Chelan, Washington",39.42755652929493
26091,"Lenawee, Michigan",39.417902370597915
41063,"Wallowa, Oregon",39.40901918998999
19081,"Hancock, Iowa",39.406860256968955
8029,"Delta, Colorado",39.40285963649017
53041,"Lewis, Washington",39.394914654697104
42043,"Dauphin, Pennsylvania",39.39096764322603
55123,"Vernon, Wisconsin",39.385700609566875
18029,"Dearborn, Indiana",39.36772722212606
56041,"Uinta, Wyoming",39.36191014332023
19061,"Dubuque, Iowa",39.33916748839607
48299,"Llano, Texas",39.338623115245
6083,"Santa Barbara, California",39.33220510840222
20163,"Rooks, Kansas",39.33082104839719
26029,"Charlevoix, Michigan",39.302667160187525
49039,"Sanpete, Utah",39.28807250698017
48113,"Dallas, Texas",39.259461802933245
48441,"Taylor, Texas",39.23806158008057
48015,"Austin, Texas",39.22962823666556
27057,"Hubbard, Minnesota",39.21003686857943
36115,"Washington, New York",39.204730557358076
48181,"Grayson, Texas",39.18477299194148
36037,"Genesee, New York",39.16468520716679
39137,"Putnam, Ohio",39.15495727568065
26009,"Antrim, Michigan",39.150161444839114
17031,"Cook, Illinois",39.14068591806759
31125,"Nance, Nebraska",39.12313329643183
40123,"Pontotoc, Oklahoma",39.10130023476058
1001,"Autauga, Alabama",39.09928442927591
8075,"Logan, Colorado",39.097578448035875
21093,"Hardin, Kentucky",39.08163350070084
18145,"Shelby, Indiana",39.077773760850306
20171,"Scott, Kansas",39.05796334895063
20147,"Phillips, Kansas",38.99976617720864
6023,"Humboldt, California",38.991022611038694
19001,"Adair, Iowa",38.98847580184191
18085,"Kosciusko, Indiana",38.98196561373683
24011,"Caroline, Maryland",38.96188587214902
46067,"Hutchinson, South Dakota",38.96172658748196
51119,"Middlesex, Virginia",38.96116575835057
42075,"Lebanon, Pennsylvania",38.952766734340976
19037,"Chickasaw, Iowa",38.94193786085897
12031,"Duval, Florida",38.940187045010056
53045,"Mason, Washington",38.928994749600584
30001,"Beaverhead, Montana",38.924083594944896
20059,"Franklin, Kansas",38.91942544126196
34033,"Salem, New Jersey",38.90911301034098
55141,"Wood, Wisconsin",38.8945682542083
27015,"Brown, Minnesota",38.88898347792824
54003,"Berkeley, West Virginia",38.884298759078064
20183,"Smith, Kansas",38.86013641308562
46057,"Hamlin, South Dakota",38.85554802063302
46019,"Butte, South Dakota",38.84595909144324
17085,"Jo Daviess, Illinois",38.84422015527364
36023,"Cortland, New York",38.840425911256396
48471,"Walker, Texas",38.834436183276324
34017,"Hudson, New Jersey",38.82103584500924
4003,"Cochise, Arizona",38.81736507227054
36055,"Monroe, New York",38.815565739704724
48467,"Van Zandt, Texas",38.78336412127838
19155,"Pottawattamie, Iowa",38.78027924132188
19101,"Jefferson, Iowa",38.77354620846379
39063,"Hancock, Ohio",38.76209134663183
30029,"Flathead, Montana",38.75258981667423
19141,"O'Brien, Iowa",38.74797794789991
44007,"Providence, Rhode Island",38.74097823540785
39061,"Hamilton, Ohio",38.73895900712109
48133,"Eastland, Texas",38.73836519682132
19147,"Palo Alto, Iowa",38.73501934219895
19099,"Jasper, Iowa",38.72613346200463
37179,"Union, North Carolina",38.70924618022805
23011,"Kennebec, Maine",38.707938692898175
55011,"Buffalo, Wisconsin",38.703727727364274
19073,"Greene, Iowa",38.695093094528296
40031,"Comanche, Oklahoma",38.6867488301488
19051,"Davis, Iowa",38.68628162468934
49019,"Grand, Utah",38.685287270475925
39169,"Wayne, Ohio",38.676656682212815
31051,"Dixon, Nebraska",38.672718410352836
22023,"Cameron, Louisiana",38.67079931237385
12035,"Flagler, Florida",38.667917590635135
31011,"Boone, Nebraska",38.65436744249926
51125,"Nelson, Virginia",38.64508635034316
42127,"Wayne, Pennsylvania",38.64067766507946
39075,"Holmes, Ohio",38.62415506552726
48051,"Burleson, Texas",38.62296052876883
12015,"Charlotte, Florida",38.615308934432335
27111,"Otter Tail, Minnesota",38.600028911831984
27129,"Renville, Minnesota",38.59132088356688
47037,"Davidson, Tennessee",38.58800939504257
37051,"Cumberland, North Carolina",38.58537474233481
20107,"Linn, Kansas",38.579568652943856
55137,"Waushara, Wisconsin",38.565896042409335
48053,"Burnet, Texas",38.551941930150484
45019,"Charleston, South Carolina",38.550962203835724
20145,"Pawnee, Kansas",38.543176369218045
37141,"Pender, North Carolina",38.52525514034773
38061,"Mountrail, North Dakota",38.524669394102
12053,"Hernando, Florida",38.494031321027954
48457,"Tyler, Texas",38.490322522062066
27065,"Kanabec, Minnesota",38.48238847383857
31111,"Lincoln, Nebraska",38.477078007199175
48193,"Hamilton, Texas",38.457081858204624
56003,"Big Horn, Wyoming",38.45580608019066
46135,"Yankton, South Dakota",38.43075112440479
17103,"Lee, Illinois",38.42894388608812
5045,"Faulkner, Arkansas",38.41353132498935
18115,"Ohio, Indiana",38.41052769433257
46091,"Marshall, South Dakota",38.385643250897715
48407,"San Jacinto, Texas",38.38451178789904
26027,"Cass, Michigan",38.37568290385377
36095,"Schoharie, New York",38.34511650076937
40117,"Pawnee, Oklahoma",38.33923642264343
20173,"Sedgwick, Kansas",38.33089132200567
6101,"Sutter, California",38.31434749789357
4019,"Pima, Arizona",38.3055380733665
42055,"Franklin, Pennsylvania",38.304543844054216
48147,"Fannin, Texas",38.28935223767326
17119,"Madison, Illinois",38.27746054941828
53039,"Klickitat, Washington",38.2697157209581
20191,"Sumner, Kansas",38.26643359055822
29209,"Stone, Missouri",38.26432622840119
27001,"Aitkin, Minnesota",38.2643077074806
40147,"Washington, Oklahoma",38.26099122180093
38093,"Stutsman, North Dakota",38.25226046816307
48289,"Leon, Texas",38.2470045981502
17067,"Hancock, Illinois",38.228140118188605
38099,"Walsh, North Dakota",38.21586912476489
12071,"Lee, Florida",38.21218452953253
37031,"Carteret, North Carolina",38.20038740477786
16011,"Bingham, Idaho",38.18862991337539
48007,"Aransas, Texas",38.176800564664234
46101,"Moody, South Dakota",38.17319025199637
55111,"Sauk, Wisconsin",38.169052309869045
27159,"Wadena, Minnesota",38.16185896572376
6051,"Mono, California",38.1589828336588
19189,"Winnebago, Iowa",38.1363616659804
29031,"Cape Girardeau, Missouri",38.106271307534186
53071,"Walla Walla, Washington",38.1037946776314
25005,"Bristol, Massachusetts",38.098833563954884
19053,"Decatur, Iowa",38.09145094727181
38069,"Pierce, North Dakota",38.08484533830394
47021,"Cheatham, Tennessee",38.0745497166548
32017,"Lincoln, Nevada",38.07101241804676
31003,"Antelope, Nebraska",38.06554939263969
20081,"Haskell, Kansas",38.05964847227036
55047,"Green Lake, Wisconsin",38.044946753957944
51015,"Augusta, Virginia",38.04420952345722
39021,"Champaign, Ohio",38.0302626699811
17039,"De Witt, Illinois",38.015086067889946
8073,"Lincoln, Colorado",38.00108265624947
26159,"Van Buren, Michigan",38.00097145403676
40149,"Washita, Oklahoma",38.000963749709776
18111,"Newton, Indiana",37.988562146771805
48303,"Lubbock, Texas",37.988413035143125
48171,"Gillespie, Texas",37.986049559834804
36007,"Broome, New York",37.98160416154582
50021,"Rutland, Vermont",37.959509487114595
19025,"Calhoun, Iowa",37.93926719809043
27073,"Lac qui Parle, Minnesota",37.93756932558039
17053,"Ford, Illinois",37.92678708843883
29177,"Ray, Missouri",37.917197592680864
16045,"Gem, Idaho",37.915188527807395
40125,"Pottawatomie, Oklahoma",37.914159788382385
48291,"Liberty, Texas",37.90493127306974
20077,"Harper, Kansas",37.89915920448173
53065,"Stevens, Washington",37.85793938589509
36067,"Onondaga, New York",37.834295122154806
50017,"Orange, Vermont",37.82053794585484
51520,"Bristol, Virginia",37.81046758891146
36039,"Greene, New York",37.80674099135348
12005,"Bay, Florida",37.7864743416783
22011,"Beauregard, Louisiana",37.78613116657521
17099,"LaSalle, Illinois",37.784525093528885
13227,"Pickens, Georgia",37.782480360470835
23009,"Hancock, Maine",37.77303954404516
18007,"Benton, Indiana",37.74686604930621
40103,"Noble, Oklahoma",37.716308396104246
55083,"Oconto, Wisconsin",37.715398697763334
46013,"Brown, South Dakota",37.71489008987963
47001,"Anderson, Tennessee",37.71240963153347
30101,"Toole, Montana",37.69345175030908
48211,"Hemphill, Texas",37.68398565056963
36117,"Wayne, New York",37.67284165998761
8063,"Kit Carson, Colorado",37.672173596799986
47127,"Moore, Tennessee",37.66584149257707
48035,"Bosque, Texas",37.661677306363444
53021,"Franklin, Washington",37.65997811529094
18137,"Ripley, Indiana",37.643448641614796
40043,"Dewey, Oklahoma",37.60500181217883
24510,"Baltimore City, Maryland",37.60375326528875
39005,"Ashland, Ohio",37.59101399390832
31131,"Otoe, Nebraska",37.572319866347485
19043,"Clayton, Iowa",37.562842766077225
19083,"Hardin, Iowa",37.558698354334226
55135,"Waupaca, Wisconsin",37.55427769269249
37101,"Johnston, North Carolina",37.54089793263625
17077,"Jackson, Illinois",37.53990919851063
19133,"Monona, Iowa",37.539184649251936
41013,"Crook, Oregon",37.523799954446524
30007,"Broadwater, Montana",37.51712856326736
55129,"Washburn, Wisconsin",37.51546345967373
46009,"Bon Homme, South Dakota",37.51378156481347
28121,"Rankin, Mississippi",37.49936755459648
31059,"Fillmore, Nebraska",37.48603875848139
27097,"Morrison, Minnesota",37.479125207415095
27117,"Pipestone, Minnesota",37.47364660748137
41061,"Union, Oregon",37.472727399747015
54079,"Putnam, West Virginia",37.46558682160379
39153,"Summit, Ohio",37.454324522149086
22089,"St. Charles, Louisiana",37.4477554263197
20137,"Norton, Kansas",37.439133007488635
6053,"Monterey, California",37.42941055944085
19167,"Sioux, Iowa",37.41879123022625
29147,"Nodaway, Missouri",37.41174517311912
8081,"Moffat, Colorado",37.41068179829836
39135,"Preble, Ohio",37.4105556283802
37125,"Moore, North Carolina",37.40599594181
18077,"Jefferson, Indiana",37.39938008561642
2185,"North Slope, Alaska",37.392504579943065
19109,"Kossuth, Iowa",37.38899624634107
55053,"Jackson, Wisconsin",37.37875571739302
36025,"Delaware, New York",37.37113026997695
18087,"LaGrange, Indiana",37.36545506842776
33019,"Sullivan, New Hampshire",37.359579309171465
40073,"Kingfisher, Oklahoma",37.35700605877248
18061,"Harrison, Indiana",37.34770926707358
48355,"Nueces, Texas",37.34475195048305
50011,"Franklin, Vermont",37.34088220687263
26123,"Newaygo, Michigan",37.3408712808506
55005,"Barron, Wisconsin",37.325016514731495
31089,"Holt, Nebraska",37.31145301959977
29027,"Callaway, Missouri",37.310344901555126
17027,"Clinton, Illinois",37.3021383583205
56043,"Washakie, Wyoming",37.29910602846131
19013,"Black Hawk, Iowa",37.29896255669075
48305,"Lynn, Texas",37.29518954733578
40109,"Oklahoma, Oklahoma",37.28473415684924
18163,"Vanderburgh, Indiana",37.28273840590718
39113,"Montgomery, Ohio",37.270926823427004
39093,"Lorain, Ohio",37.262476962728336
18161,"Union, Indiana",37.256861233201164
17161,"Rock Island, Illinois",37.23292434229178
16075,"Payette, Idaho",37.23168261632509
53059,"Skamania, Washington",37.21812029688126
41023,"Grant, Oregon",37.212430514090585
20007,"Barber, Kansas",37.2036970956353
18099,"Marshall, Indiana",37.188784442654196
39009,"Athens, Ohio",37.18707540059171
17011,"Bureau, Illinois",37.184175584425745
35057,"Torrance, New Mexico",37.183539332967456
45045,"Greenville, South Carolina",37.174074574708676
17189,"Washington, Illinois",37.16416159955717
13015,"Bartow, Georgia",37.161219919428646
19067,"Floyd, Iowa",37.15589721260812
42037,"Columbia, Pennsylvania",37.14730179471822
41015,"Curry, Oregon",37.137871618487615
19041,"Clay, Iowa",37.13699025228108
39083,"Knox, Ohio",37.134982891767784
27005,"Becker, Minnesota",37.131406665007255
51049,"Cumberland, Virginia",37.130038083472314
39125,"Paulding, Ohio",37.124938072844294
49027,"Millard, Utah",37.11543946663327
29145,"Newton, Missouri",37.11238476584956
40013,"Bryan, Oklahoma",37.10926472688864
19071,"Fremont, Iowa",37.09936222524719
26019,"Benzie, Michigan",37.08486488837887
12131,"Walton, Florida",37.06712564250137
6093,"Siskiyou, California",37.064690453952764
27113,"Pennington, Minnesota",37.051973785714495
31157,"Scotts Bluff, Nebraska",37.0490286241538
55031,"Douglas, Wisconsin",37.044033732780214
30017,"Custer, Montana",37.041891902709835
17175,"Stark, Illinois",37.03072866771832
16047,"Gooding, Idaho",37.02998965519275
37055,"Dare, North Carolina",37.019161301125685
16013,"Blaine, Idaho",37.01190442034837
20131,"Nemaha, Kansas",37.00615301490118
29071,"Franklin, Missouri",37.000383224035474
40081,"Lincoln, Oklahoma",36.99643275914649
36063,"Niagara, New York",36.96554259752688
48409,"San Patricio, Texas",36.95330298252573
22015,"Bossier, Louisiana",36.929832306103485
55043,"Grant, Wisconsin",36.92689009130789
18089,"Lake, Indiana",36.924045772810736
23001,"Androscoggin, Maine",36.90721635812269
46035,"Davison, South Dakota",36.8985199667346
55023,"Crawford, Wisconsin",36.89658742834867
47147,"Robertson, Tennessee",36.884469423532664
48451,"Tom Green, Texas",36.884153239390464
55057,"Juneau, Wisconsin",36.878722126551075
47009,"Blount, Tennessee",36.866215655636076
36097,"Schuyler, New York",36.856550897630825
8007,"Archuleta, Colorado",36.8535620140939
48003,"Andrews, Texas",36.84459291748242
18141,"St. Joseph, Indiana",36.834203223972665
55013,"Burnett, Wisconsin",36.82959850262038
39149,"Shelby, Ohio",36.82311592198014
17131,"Mercer, Illinois",36.81949338754523
42007,"Beaver, Pennsylvania",36.81898306043869
18003,"Allen, Indiana",36.80544715165182
12081,"Manatee, Florida",36.800987122911565
40039,"Custer, Oklahoma",36.781291122608394
29107,"Lafayette, Missouri",36.768850297563034
48233,"Hutchinson, Texas",36.74451897933249
31119,"Madison, Nebraska",36.74106525949845
27173,"Yellow Medicine, Minnesota",36.73622450081124
19087,"Henry, Iowa",36.735343489729416
47065,"Hamilton, Tennessee",36.732308448837806
46029,"Codington, South Dakota",36.72550219537752
37081,"Guilford, North Carolina",36.71912889418682
12086,"Miami-Dade, Florida",36.71224542254296
20043,"Doniphan, Kansas",36.702408123255466
23013,"Knox, Maine",36.691261519146806
51680,"Lynchburg, Virginia",36.65863594252582
18033,"DeKalb, Indiana",36.65785967274418
27133,"Rock, Minnesota",36.65297716203861
20185,"Stafford, Kansas",36.630952896360625
48337,"Montague, Texas",36.623831149691455
51165,"Rockingham, Virginia",36.620959408573505
39091,"Logan, Ohio",36.61148998657834
42101,"Philadelphia, Pennsylvania",36.60864689251572
22019,"Calcasieu, Louisiana",36.60852567898726
31175,"Valley, Nebraska",36.607246092117066
12127,"Volusia, Florida",36.605106097559016
29057,"Dade, Missouri",36.58122566767341
17041,"Douglas, Illinois",36.57925810350545
37109,"Lincoln, North Carolina",36.57919306394415
45063,"Lexington, South Carolina",36.57766368041614
48379,"Rains, Texas",36.57621307737703
46015,"Brule, South Dakota",36.574995718285116
18181,"White, Indiana",36.55340385751625
13153,"Houston, Georgia",36.55230959190431
26097,"Mackinac, Michigan",36.54474362678896
16069,"Nez Perce, Idaho",36.522833355542545
27067,"Kandiyohi, Minnesota",36.5092331805419
21111,"Jefferson, Kentucky",36.506372560595096
6103,"Tehama, California",36.49587505409884
45015,"Berkeley, South Carolina",36.477154583873215
36105,"Sullivan, New York",36.455466715831456
29161,"Phelps, Missouri",36.44858668899576
29025,"Caldwell, Missouri",36.446547195586795
22055,"Lafayette, Louisiana",36.44101411459459
48341,"Moore, Texas",36.43670872066596
55071,"Manitowoc, Wisconsin",36.42363927699985
17117,"Macoupin, Illinois",36.41583699402109
39035,"Cuyahoga, Ohio",36.415835796371496
51171,"Shenandoah, Virginia",36.41468821191674
25003,"Berkshire, Massachusetts",36.40797087345856
21211,"Shelby, Kentucky",36.40395860714212
18035,"Delaware, Indiana",36.397299131938944
29029,"Camden, Missouri",36.3943974820989
27151,"Swift, Minnesota",36.39295451088789
20013,"Brown, Kansas",36.382274947172895
48499,"Wood, Texas",36.362987280090444
19055,"Delaware, Iowa",36.35995023287811
26059,"Hillsdale, Michigan",36.35528017225341
55061,"Kewaunee, Wisconsin",36.35021064133743
51031,"Campbell, Virginia",36.33310071972601
39019,"Carroll, Ohio",36.32483427987266
27115,"Pine, Minnesota",36.320950105868924
13177,"Lee, Georgia",36.31823529269994
19123,"Mahaska, Iowa",36.3166139006045
20123,"Mitchell, Kansas",36.29186237139878
55105,"Rock, Wisconsin",36.28171854429297
21073,"Franklin, Kentucky",36.27923696910419
19063,"Emmet, Iowa",36.27786462979073
21005,"Anderson, Kentucky",36.26556610423145
1031,"Coffee, Alabama",36.26257183861244
27089,"Marshall, Minnesota",36.25875041798856
41033,"Josephine, Oregon",36.24400822363643
19151,"Pocahontas, Iowa",36.23854695435359
29015,"Benton, Missouri",36.23274617341207
18049,"Fulton, Indiana",36.22674700891417
55079,"Milwaukee, Wisconsin",36.22245428765724
47179,"Washington, Tennessee",36.22040440219768
53009,"Clallam, Washington",36.21178153115172
28033,"DeSoto, Mississippi",36.21030942036873
22033,"East Baton Rouge, Louisiana",36.208653231532075
27011,"Big Stone, Minnesota",36.206072839927785
31001,"Adams, Nebraska",36.19948580538688
39027,"Clinton, Ohio",36.198819064886834
47089,"Jefferson, Tennessee",36.193190275176036
45091,"York, South Carolina",36.188970728057285
31029,"Chase, Nebraska",36.18276624924537
42131,"Wyoming, Pennsylvania",36.178212453766534
36029,"Erie, New York",36.178092126619106
48469,"Victoria, Texas",36.16520262131918
42053,"Forest, Pennsylvania",36.16473863482022
37085,"Harnett, North Carolina",36.14194931454424
18039,"Elkhart, Indiana",36.13274310589325
41027,"Hood River, Oregon",36.12716332707972
30089,"Sanders, Montana",36.08022455043924
18151,"Steuben, Indiana",36.077934873652374
21021,"Boyle, Kentucky",36.0756499151264
26137,"Otsego, Michigan",36.07476875600343
